Symbol,Date,Open,High,Low,Close,Volume,PHAS SMA,PHAS spanTwelveEMA,PHAS spanTwntySixEMA,PHAS_x,PHAS_y
PHAS,2021-02-03,4.11,4.1774,4.11,4.135,14586,4.135,4.0248555566353925,3.939146181510565,0.08570937512482768,0.13255402270973163
PHAS,2021-02-02,3.85,3.98,3.85,3.95,20031,3.950000000000001,4.004829294205464,3.9234778760314097,0.08135141817405467,0.1442651846059576
PHAS,2021-02-01,3.9,3.99,3.79,3.8199,21489,3.8199000000000014,4.014798256788277,3.9213561061139215,0.09344215067435437,0.15999362621393334
PHAS,2021-01-29,3.79,3.8499,3.77,3.83,7032,3.8300000000000014,4.050234303477054,3.929472594603036,0.1207617088740176,0.17663149509882786
PHAS,2021-01-28,3.93,3.93,3.83,3.9,12705,3.9000000000000012,4.0902769041092455,3.9374304021712785,0.15284650193796656,0.1905989416550304
PHAS,2021-01-27,4.02,4.06,3.84,3.98,63581,3.980000000000001,4.124872704856381,3.940424834344981,0.18444787051139988,0.20003705158429624
PHAS,2021-01-26,4.33,4.37,4.3086,4.3299,17521,4.3299,4.151213196648451,3.93725882109258,0.21395437555587105,0.2039343468525202
PHAS,2021-01-25,4.33,4.36,4.2517,4.3349,9361,4.334899999999998,4.118724686948169,3.905847526779987,0.21287716016818287,0.20142933967668258
PHAS,2021-01-22,4.16,4.2473,4.16,4.24,10231,4.239999999999998,4.0794200845751085,3.8715233289223847,0.2078967556527238,0.19856738455380768
PHAS,2021-01-21,4.0,4.1899,4.0,4.065,37481,4.065,4.050223736316037,3.842045195236176,0.208178541079862,0.19623504177907863
PHAS,2021-01-20,4.21,4.24,4.18,4.205,40612,4.204999999999999,4.047537142918953,3.824208810855069,0.22332833206388392,0.1932491669538829
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,4.018907532540581,3.7937455157234754,0.225162016817106,0.18572937567638248
PHAS,2021-01-19,4.13,4.19,4.12,4.17,15774,4.17,3.991436174820686,3.763645156981353,0.22779101783933295,0.17587121539120168
PHAS,2021-01-15,4.4,4.45,4.3,4.3001,126003,4.300099999999999,3.958970024788084,3.731136769539861,0.2278332552482225,0.16289126477916882
PHAS,2021-01-14,4.0,4.2,4.0,4.1901,54842,4.190099999999998,3.896946392931372,3.6856197111030493,0.21132668182832148,0.1466557671619053
PHAS,2021-01-13,4.17,4.17,4.1,4.135,8197,4.134999999999999,3.843645737100712,3.6452612879912953,0.1983844491094171,0.13048803849530088
PHAS,2021-01-12,4.06,4.1398,4.0406,4.1398,16766,4.139799999999998,3.7906722347553865,3.6060821910305982,0.1845900437247887,0.11351393584177194
PHAS,2021-01-11,4.0,4.1,3.89,4.0,55127,3.999999999999999,3.7271944592563657,3.5633847663130456,0.16380969294332015,0.09574490887101786
PHAS,2021-01-08,4.14,4.23,4.13,4.14,65119,4.139999999999999,3.677593451848432,3.5284555476180888,0.14913790423034312,0.07872871285294229
PHAS,2021-01-07,3.76,3.81,3.76,3.81,17190,3.81,3.5935195340026924,3.479531991427536,0.1139875425751562,0.06112641500859208
PHAS,2021-01-06,3.81,3.8998,3.69,3.7494,49256,3.7494,3.5541594492759083,3.4530945507417385,0.10106489853417022,0.04791113311695105
PHAS,2021-01-05,3.74,3.82,3.68,3.802,49354,3.802,3.5186611673260737,3.4293901148010777,0.08927105252499601,0.03462269176264636
PHAS,2021-01-04,3.4,3.78,3.36,3.7799,115553,3.7799,3.467145015930815,3.3995813239851644,0.06756369194565037,0.020960601572058948
PHAS,2021-01-04,3.4,3.78,3.36,3.7799,115553,3.7799,3.410280473372781,3.3691558299039777,0.04112464346880351,0.009309828978661089
PHAS,2020-12-31,3.5,3.54,3.38,3.415,27778,3.4150000000000005,3.3430769230769237,3.3362962962962963,0.006780626780626964,0.0013561253561254817
PHAS,2020-12-30,3.31,3.35,3.21,3.33,31182,3.3300000000000014,3.33,3.33,0.0,0.0
