Symbol,Date,Open,High,Low,Close,Volume,XAN SMA,XAN spanTwelveEMA,XAN spanTwntySixEMA,XAN_x,XAN_y
XAN,2021-02-03,4.06,4.19,4.06,4.16,93062,4.16,4.1202194056618975,4.099141956834911,0.021077448826985368,0.030540093972914947
XAN,2021-02-02,4.0,4.08,4.0,4.075,49518,4.074999999999998,4.112986570327696,4.094273313381703,0.018713256945992462,0.03290575525939712
XAN,2021-02-01,3.98,4.04,3.95,3.95,66901,3.9499999999999984,4.119893219478186,4.0958151784522405,0.024078041025945573,0.03645387983774805
XAN,2021-01-29,4.05,4.16,4.0401,4.11,110214,4.1099999999999985,4.150782895746947,4.1074803927284185,0.04330250301852789,0.03954783954069867
XAN,2021-01-28,4.07,4.26,4.07,4.08,47428,4.079999999999997,4.1581979677009375,4.107278824146693,0.05091914355424443,0.03860917367124114
XAN,2021-01-27,4.34,4.42,4.16,4.22,141601,4.219999999999997,4.172415780010199,4.1094611300784285,0.06295464993177012,0.035531681200490314
XAN,2021-01-26,4.26,4.46,4.26,4.45,163757,4.449999999999998,4.1637641036484165,4.100618020484704,0.06314608316371384,0.028675939017670363
XAN,2021-01-25,4.15,4.28,4.15,4.24,79071,4.2399999999999975,4.1117212134026735,4.072667462123479,0.0390537512791953,0.020058402981159712
XAN,2021-01-22,4.22,4.27,4.185,4.21,54349,4.209999999999997,4.088397797657707,4.059280859093358,0.02911693856434905,0.015309565906651036
XAN,2021-01-21,4.02,4.1,3.99,4.09,66761,4.089999999999997,4.066288306322744,4.047223327820826,0.019064978501917903,0.011857722742226531
XAN,2021-01-20,4.02,4.0801,4.02,4.0801,67829,4.080099999999998,4.061977089290516,4.043801194046493,0.018175895244023188,0.010055908802303688
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.044999999999998,4.058682014616065,4.0408972895702115,0.01778472504585249,0.008025912191873812
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122,4.044999999999998,4.061169653637167,4.0405690727358285,0.02060058090133765,0.005586208978378919
XAN,2021-01-15,4.08,4.17,4.05,4.1037,33451,4.103699999999998,4.064109590662106,4.040214598554696,0.023894992107409863,0.001832615997639014
XAN,2021-01-14,4.09,4.2001,4.09,4.2,116783,4.199999999999998,4.056911334418853,4.035135766439072,0.02177556797978131,-0.0036829780298036985
XAN,2021-01-13,4.08,4.19,4.08,4.1,60162,4.099999999999999,4.030895213404099,4.021946627754199,0.008948585649901197,-0.01004761453219995
XAN,2021-01-12,4.06,4.07,3.95,4.07,89658,4.0699999999999985,4.018330706750299,4.015702357974534,0.0026283487757652324,-0.014796664577725013
XAN,2021-01-11,4.2,4.31,4.2,4.29,115589,4.289999999999999,4.008936289795808,4.011358546612496,-0.002422256816688062,-0.019152917916097575
XAN,2021-01-08,4.03,4.03,3.86,3.92,125341,3.919999999999999,3.95783379703141,3.989067230341496,-0.031233433310085438,-0.02333558319094995
XAN,2021-01-07,3.93,4.015,3.93,4.01,38610,4.009999999999999,3.9647126692189394,3.9945926087688153,-0.02987993954987589,-0.02136112066116597
XAN,2021-01-06,3.85,3.97,3.85,3.9601,41600,3.960099999999999,3.9564786090769286,3.9933600174703208,-0.0368814083933926,-0.01923141593898849
XAN,2021-01-05,3.79,3.85,3.78,3.8,60229,3.8,3.9558201743636423,3.9960208188679465,-0.04020064450430372,-0.014818917825387572
XAN,2021-01-04,4.0,4.07,3.84,3.855,137403,3.8549999999999986,3.984151115157032,4.011702484377381,-0.02755136922035017,-0.008473486155658422
XAN,2021-01-04,4.0,4.07,3.84,3.855,137403,3.854999999999999,4.0076331360946735,4.024238683127573,-0.01660554703289829,-0.0037040153894857047
XAN,2020-12-31,4.0,4.04,3.925,4.01,39857,4.009999999999998,4.035384615384617,4.037777777777778,-0.0023931623931625623,-0.0004786324786323348
XAN,2020-12-30,3.98,4.055,3.975,4.04,23522,4.039999999999997,4.04,4.04,0.0,0.0
