Symbol,Date,Open,High,Low,Close,Volume,GNCA SMA,GNCA spanTwelveEMA,GNCA spanTwntySixEMA,GNCA_x,GNCA_y
GNCA,2021-02-03,3.19,3.24,3.103,3.24,111507,3.24,3.0050315146345303,2.8437028278350223,0.16132868679950807,0.13922476452139565
GNCA,2021-02-02,3.18,3.37,3.12,3.2802,550606,3.2802,2.962309971840809,2.811999054061824,0.15031091777898498,0.13369878395186752
GNCA,2021-02-01,2.88,2.98,2.85,2.9396,94508,2.9395999999999995,2.9045117849027737,2.7745429783867697,0.12996880651600407,0.12954575049508815
GNCA,2021-01-29,2.91,3.12,2.91,3.0402,109803,3.0401999999999987,2.8981321094305508,2.7613384166577117,0.13679369277283948,0.1294399864898592
GNCA,2021-01-28,2.91,2.99,2.85,2.8609,144829,2.8609,2.8723015838724684,2.739029489990328,0.13327209388214056,0.1276015599191142
GNCA,2021-01-27,2.89,2.89,2.71,2.8,71099,2.8,2.8743745991220084,2.7292798491895542,0.1450947499324542,0.12618392642835763
GNCA,2021-01-26,2.94,3.03,2.92,2.9999,50974,2.9999,2.8878972535078287,2.7236222371247187,0.16427501638310993,0.12145622055233349
GNCA,2021-01-25,3.1,3.1583,3.0736,3.09,45347,3.0899999999999994,2.86753311778198,2.7015200160946957,0.16601310168728345,0.11075152159463937
GNCA,2021-01-22,3.21,3.21,3.02,3.02,89847,3.02,2.8270845937423394,2.6704416173822723,0.15664297636006766,0.09693612657147811
GNCA,2021-01-21,3.3035,3.4,3.06,3.4,296234,3.4,2.792009065331856,2.642476946772854,0.14953211855900195,0.08200941412433084
GNCA,2021-01-20,2.83,2.89,2.82,2.86,55155,2.86,2.681465259028557,2.5818751025146813,0.09959015651387526,0.06512873801566306
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.7301,2.64900439703375,2.5596251107158565,0.08937928631789349,0.056513383391109895
GNCA,2021-01-19,2.83,2.83,2.7301,2.7301,56657,2.7301,2.634259741948977,2.545987119573125,0.08827262237585254,0.048296907659413996
GNCA,2021-01-15,2.97,2.97,2.88,2.9,45893,2.9000000000000004,2.6168342404851552,2.5312580891389747,0.08557615134618057,0.03830297898030447
GNCA,2021-01-14,2.93,3.1,2.81,3.09,159536,3.0900000000000003,2.5653495569370013,2.5017587362700926,0.06359082066690869,0.026484685888835444
GNCA,2021-01-13,2.45,2.5,2.41,2.4522,18459,2.4522000000000004,2.4699585672891837,2.4546994351717,0.015259132117483087,0.01720815219431713
GNCA,2021-01-12,2.43,2.46,2.38,2.4444,69610,2.4444000000000004,2.473187397705398,2.454899389985437,0.018288007719962085,0.017695407213525527
GNCA,2021-01-11,2.45,2.485,2.4,2.43,34461,2.4300000000000006,2.4784214700154705,2.4557393411842714,0.022682128831199574,0.01754725708691661
GNCA,2021-01-08,2.5,2.59,2.5,2.555,17851,2.555000000000001,2.487225373654648,2.4577984884790127,0.02942688517563496,0.016263539150845975
GNCA,2021-01-07,2.49,2.5916,2.47,2.55,20047,2.5500000000000003,2.474902714319129,2.4500223675573336,0.02488034676179529,0.012972702644648617
GNCA,2021-01-06,2.6,2.63,2.45,2.53,81011,2.53,2.461248662377153,2.4420241569619203,0.01922450541523224,0.009995791615361948
GNCA,2021-01-05,2.38,2.4452,2.37,2.4439,38103,2.4439000000000006,2.4487484191729987,2.434986089518874,0.013762329654124716,0.007688613165394263
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000001,2.4496299499317256,2.434272976680384,0.015356973251341444,0.006170184043211648
GNCA,2021-01-04,2.44,2.51,2.38,2.49,37968,2.490000000000001,2.4422899408284025,2.429814814814814,0.0124751260135878,0.0038734867411792
GNCA,2020-12-31,2.61,2.64,2.51,2.525,24748,2.5250000000000004,2.4336153846153845,2.425,0.008615384615384691,0.0017230769230769383
GNCA,2020-12-30,2.3,2.417,2.27,2.417,33663,2.4170000000000003,2.417,2.417,0.0,0.0
