Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-02-03,3.54,3.82,3.54,3.6889,262597,3.6889,3.3004560369414198,3.1861839229447413,0.11427211399667847,0.09149405545496288
REPH,2021-02-02,3.29,3.35,3.2,3.34,77884,3.3400000000000003,3.2298298618398595,3.1459666367803196,0.08386322505953947,0.08579954081953398
REPH,2021-02-01,3.13,3.15,3.1,3.15,31582,3.1500000000000004,3.2097989276289254,3.1304439677227456,0.0793549599061798,0.0862836197595325
REPH,2021-01-29,3.07,3.14,3.04,3.14,32555,3.140000000000001,3.220671459925094,3.128879485140565,0.09179197478452884,0.08801578472287065
REPH,2021-01-28,3.14,3.185,3.1075,3.13,47019,3.1300000000000012,3.2353389980932925,3.12798984395181,0.10734915414148284,0.0870717372074561
REPH,2021-01-27,3.25,3.25,3.07,3.2157,127999,3.2157000000000013,3.2544915432011643,3.1278290314679547,0.12666251173320964,0.08200238297394952
REPH,2021-01-26,3.55,3.57,3.4867,3.5423,121925,3.5423000000000013,3.2615445510559216,3.120799353985391,0.14074519707053046,0.07083735078413447
REPH,2021-01-25,3.71,3.75,3.57,3.6,48918,3.6000000000000005,3.2104981057933615,3.0870793023042227,0.12341880348913925,0.05336038921253547
REPH,2021-01-22,3.5,3.65,3.45,3.62,148881,3.620000000000001,3.1396795795739734,3.0460456464885604,0.093633933085413,0.03584578564338463
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,3.4357000000000006,3.0523485940419683,3.000129298207645,0.05221929583432283,0.021398748782877536
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.065,2.9826483384132354,2.9652836420642568,0.01736469634897819,0.0136936120200161
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.967675309033824,2.9573063334293974,0.010368975604426291,0.012775840937775467
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.963616274312701,2.9546908401037486,0.008925434208951977,0.01337755727111265
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.96,2.9588192332786467,2.9518661073120485,0.006953125966597806,0.014490588036652706
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.9586045484202192,2.951215395897013,0.007389152523206376,0.016374953554166318
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,2.9674417390420773,2.954512627568774,0.012929111473303223,0.0186214038119063
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,2.988122055231546,2.962577637774276,0.02554441745727054,0.02004447689655707
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,2.9916715198191,2.962095848796218,0.02957567102288205,0.018669491756378814
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,2.988339068877118,2.9582635166999154,0.030075552177202706,0.015942946939753004
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,2.9798552632184125,2.9521245980359088,0.02773066518250333,0.012409795630390578
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,2.97801076562176,2.9490945658787813,0.028916199742978318,0.008579578242362277
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,2.9503763593711705,2.934622131149084,0.01575422822208683,0.003495422867208155
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.9304447883477467,2.9245919016410102,0.00585288670673645,0.00043072152848859686
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,2.920016568047337,2.919535253772291,0.000481314275046163,-0.0009248197660733661
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,2.907692307692308,2.9140740740740743,-0.006381766381766685,-0.0012763532763532483
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,2.92,2.92,0.0,0.0
