Symbol,Date,Open,High,Low,Close,Volume,SNCA SMA,SNCA spanTwelveEMA,SNCA spanTwntySixEMA,SNCA_x,SNCA_y
SNCA,2021-02-03,1.53,1.56,1.48,1.5115,222545,1.5115,1.4191684293689495,1.2976097101133701,0.12155871925557983,0.13218123271657906
SNCA,2021-02-02,1.41,1.43,1.38,1.4,121569,1.4,1.402380871072395,1.2804984869224394,0.12188238414995567,0.13483686108182896
SNCA,2021-02-01,1.47,1.48,1.38,1.41,309941,1.41,1.4028137567219212,1.2709383658762343,0.13187539084568667,0.13807548031479727
SNCA,2021-01-29,1.53,1.5479,1.47,1.5,324986,1.5000000000000002,1.4015071670349977,1.2598134351463337,0.1416937318886642,0.13962550268207488
SNCA,2021-01-28,1.46,1.48,1.45,1.4539,453580,1.4539,1.3835993792231789,1.2405985099580399,0.143000869265139,0.1391084453804276
SNCA,2021-01-27,1.35,1.41,1.3,1.37,421254,1.37,1.370817448172848,1.2235343907546834,0.14728305741816472,0.13813533940924974
SNCA,2021-01-26,1.65,1.65,1.52,1.61,526437,1.6100000000000003,1.370966075113366,1.2118171420150579,0.1591489330983078,0.13584840990702104
SNCA,2021-01-25,1.47,1.49,1.42,1.4679,154051,1.4679000000000004,1.3275053614976142,1.1799625133762628,0.14754284812135146,0.13002327910919922
SNCA,2021-01-22,1.36,1.52,1.31,1.473,1889233,1.4730000000000003,1.3019790635880897,1.1569275144463638,0.1450515491417257,0.12564338685616117
SNCA,2021-01-21,1.45,1.45,1.35,1.37,178421,1.3700000000000008,1.270884347876833,1.1316417156020728,0.1392426322747602,0.12079134628476998
SNCA,2021-01-20,1.33,1.34,1.28,1.29,419365,1.2900000000000011,1.2528633202180754,1.1125730528502389,0.1402902673678368,0.1161785247872724
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.2461111966213618,1.0983788970782578,0.14773229954310407,0.11015058914213137
SNCA,2021-01-19,1.38,1.4,1.35,1.379,220038,1.379000000000001,1.2219495960070639,1.0759292088445185,0.14602038716254562,0.10075516154188818
SNCA,2021-01-15,1.34,1.42,1.29,1.3801,771563,1.380100000000001,1.1933949770992576,1.05168354555208,0.1417114315471777,0.08943885513672388
SNCA,2021-01-14,1.44,1.44,1.3624,1.3999,425806,1.3999000000000008,1.1594486092991223,1.0254102291962464,0.13403838010287614,0.07637071103411047
SNCA,2021-01-13,1.61,1.61,1.41,1.4533,2039508,1.4533000000000011,1.1157301746262358,0.9954510475319462,0.12027912709428955,0.061953793766919105
SNCA,2021-01-12,1.3269,1.36,1.27,1.2772,560156,1.277200000000001,1.0543538427400971,0.958823131334502,0.095530711405595,0.047372460435076494
SNCA,2021-01-11,1.37,1.47,1.33,1.3999,1601618,1.3999000000000013,1.0138363596019329,0.933352981841262,0.08048337776067073,0.03533289769244684
SNCA,2021-01-08,1.1,1.13,1.08,1.0802,343347,1.0802000000000012,0.943642970438648,0.8960292203885631,0.047613750050084835,0.024045277675390844
SNCA,2021-01-07,1.05,1.07,1.01,1.011,146916,1.011000000000001,0.9188144196093112,0.8812955580196482,0.037518861589663,0.018153159581717346
SNCA,2021-01-06,1.08,1.08,1.02,1.0205,416703,1.0205000000000013,0.9020534049928224,0.87091920266122,0.031134202331602363,0.013311734079730934
SNCA,2021-01-05,0.9863,0.9899,0.9277,0.975,678825,0.9750000000000012,0.8805176604460628,0.8589527388741177,0.021564921571945117,0.008856117016763077
SNCA,2021-01-04,0.9129,0.9288,0.87,0.8952,344803,0.8952000000000012,0.8633390532544379,0.8496689579840472,0.013670095270390759,0.005678915877967568
SNCA,2021-01-04,0.9129,0.9288,0.87,0.8952,344803,0.8952000000000013,0.8575461538461538,0.8460264746227709,0.011519679223382928,0.003681121029861769
SNCA,2020-12-31,0.86,0.9599,0.8502,0.9420000000000001,1406892,0.9420000000000016,0.8507,0.8420925925925926,0.008607407407407397,0.0017214814814814794
SNCA,2020-12-30,0.8335,0.8478,0.82,0.8341,64192,0.8341000000000013,0.8341,0.8341,0.0,0.0
