Symbol,Date,Open,High,Low,Close,Volume,NCPCF SMA,NCPCF spanTwelveEMA,NCPCF spanTwntySixEMA,NCPCF_x,NCPCF_y
NCPCF,2021-02-03,0.0821,0.0859,0.0821,0.084288,41872,0.084288,0.09859708301013062,0.10258119455417948,-0.00398411154404886,-0.00150731162515369
NCPCF,2021-02-02,0.0916,0.0939,0.083,0.08800000000000001,241000,0.08800000000000001,0.10119873446651802,0.10404465011851384,-0.002845915651995837,-0.0008881116454298975
NCPCF,2021-02-01,0.0997,0.0997,0.0937,0.0937,16250,0.0937,0.10359850436952127,0.10532822212799496,-0.0017297177584736645,-0.00039866064378841603
NCPCF,2021-01-29,0.0999,0.109,0.0999,0.1083,24847,0.10829999999999998,0.10539823243670696,0.10625847989823453,-0.0008602474615275607,-6.58963651170969e-05
NCPCF,2021-01-28,0.095,0.1057,0.09300000000000001,0.09300000000000001,74885,0.09300000000000001,0.10487063833429006,0.10609515829009328,-0.0012245199558032355,0.00013269140898552253
NCPCF,2021-01-27,0.10478,0.1057,0.10478,0.1057,10000,0.10569999999999996,0.10702893621325188,0.10714277095330076,-0.00011383474004887649,0.00047199425018270853
NCPCF,2021-01-26,0.111,0.111,0.10830799999999999,0.1109,7300,0.11089999999999996,0.10727056097929767,0.10725819262956482,1.2368349732852502e-05,0.0006184514977406048
NCPCF,2021-01-25,0.1119,0.1119,0.1051,0.1109,134316,0.11089999999999994,0.10661066297553362,0.10696684803993,-0.000356185064396386,0.0007699722847425429
NCPCF,2021-01-22,0.1127,0.1127,0.0974,0.1023,15337,0.10229999999999996,0.10583078351653974,0.1066521958831244,-0.0008214123665846729,0.0010515116220272715
NCPCF,2021-01-21,0.1005,0.1005,0.1,0.1,3728,0.09999999999999996,0.1064727441559106,0.10700037155377436,-0.0005276273978637447,0.001519742619180254
NCPCF,2021-01-20,0.0983,0.102551,0.0981,0.0981,11325,0.09809999999999994,0.10764960672971256,0.10756040127807633,8.920545163623728e-05,0.002031585123441257
NCPCF,2021-01-19,0.1025,0.106,0.1,0.102,303471,0.10199999999999994,0.10938589886238756,0.1083172333803224,0.0010686654820651481,0.0025171800413925118
NCPCF,2021-01-19,0.1025,0.106,0.1,0.102,303471,0.10199999999999994,0.11072878956463984,0.1088226120507482,0.0019061775138916187,0.002879308681224349
NCPCF,2021-01-15,0.121,0.121,0.111,0.1155,25890,0.11549999999999995,0.11231584221275616,0.10936842101480806,0.002947421197948094,0.003122591473057525
NCPCF,2021-01-14,0.122,0.122,0.1071,0.1144,11650,0.11439999999999992,0.11173690443325728,0.10887789469599272,0.0028590097372645645,0.0031663840418348827
NCPCF,2021-01-13,0.1094,0.1094,0.10800000000000001,0.10800000000000001,12300,0.10799999999999993,0.11125270523930406,0.10843612627167212,0.0028165789676319326,0.003243227617977465
NCPCF,2021-01-12,0.1122,0.1122,0.10815,0.10815,2100,0.10814999999999993,0.1118441061919048,0.1084710163734059,0.003373089818498889,0.003349889780563848
NCPCF,2021-01-11,0.1236,0.1236,0.11,0.11,40000,0.1099999999999999,0.11251576186316024,0.10849669768327838,0.004019064179881847,0.003344089771080087
NCPCF,2021-01-08,0.138,0.138,0.1179,0.12205,39700,0.12204999999999992,0.11297317311100755,0.10837643349794067,0.0045967396130668905,0.0031753461688796432
NCPCF,2021-01-07,0.1221,0.12300000000000001,0.1174,0.1183,23200,0.11829999999999992,0.11132284094937256,0.10728254817777592,0.0040402927715966494,0.0028199978078328343
NCPCF,2021-01-06,0.1111,0.1111,0.1009,0.1011,44333,0.10109999999999993,0.1100542665765312,0.106401152031998,0.003653114544533209,0.0025149240668918844
NCPCF,2021-01-05,0.1135,0.127,0.1128,0.1231,48546,0.12309999999999993,0.11168231504499143,0.10682524419455784,0.00485707085043359,0.0022303764474815566
NCPCF,2021-01-04,0.1151,0.1218,0.1151,0.1218,18825,0.12179999999999995,0.10960637232589894,0.10552326373012244,0.0040831085957765,0.0015737028467435483
NCPCF,2021-01-04,0.1151,0.1218,0.1151,0.1218,18825,0.12179999999999995,0.10738934911242602,0.10422112482853224,0.0031682242838937946,0.0009463514094853105
NCPCF,2020-12-31,0.1178,0.129,0.1165,0.1255,62700,0.12549999999999994,0.10476923076923077,0.1028148148148148,0.00195441595441595,0.0003908831908831928
NCPCF,2020-12-30,0.08547,0.10205,0.08535,0.10099999999999999,109780,0.10099999999999992,0.101,0.101,0.0,0.0
