Symbol,Date,Open,High,Low,Close,Volume,CHW SMA,CHW spanTwelveEMA,CHW spanTwntySixEMA,CHW_x,CHW_y
CHW,2021-02-04,9.9,9.9,9.9,9.9,7662,9.9,9.8169860751622,9.751411221639012,0.06557485352318793,0.053846202123839115
CHW,2021-02-04,9.9,9.9,9.9,9.9,7662,9.9,9.8018926342826,9.739524119370136,0.06236851491246576,0.050914039274001906
CHW,2021-02-04,9.9,9.9,9.9,9.9,7662,9.9,9.784054931424894,9.726686048919746,0.0573688825051466,0.04805042036438638
CHW,2021-02-04,9.9,9.9,9.9,9.9,7662,9.9,9.76297400986578,9.712820932833326,0.050153077032454974,0.04572080482919588
CHW,2021-01-28,9.69,9.72,9.6,9.68,6614,9.679999999999998,9.73806019347774,9.697846607459995,0.040213586017747716,0.044612736778381554
CHW,2021-01-27,9.65,9.7,9.22,9.575,74992,9.574999999999996,9.748616592291878,9.699274336056792,0.04934225623508404,0.0457125244685409
CHW,2021-01-26,9.84,9.863,9.8237,9.85,14212,9.849999999999998,9.780183245435852,9.709216282941336,0.07096696249451817,0.044805091526904664
CHW,2021-01-25,9.85,9.88,9.8,9.88,31662,9.879999999999997,9.767489290060556,9.697953585576643,0.06953570448391133,0.03826462378500173
CHW,2021-01-22,9.86,9.86,9.78,9.78,16318,9.779999999999996,9.747032797344293,9.683389872422774,0.06364292492151867,0.030446853610273883
CHW,2021-01-21,9.92,9.95,9.91,9.93,15328,9.929999999999994,9.741038760497801,9.675661062216596,0.0653776982812051,0.022147835782462683
CHW,2021-01-20,9.96,10.04,9.959,9.9927,26727,9.992699999999992,9.706682171497402,9.655313947193925,0.051368224303477206,0.01134037015777708
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,9.749599999999994,9.654678929951476,9.62832306296944,0.02635586698203696,0.0013334066213520476
CHW,2021-01-19,9.72,9.7691,9.7,9.7496,33232,9.749599999999996,9.637420553579018,9.618620908006996,0.018799645572022072,-0.0049222084688191805
CHW,2021-01-15,9.71,9.7404,9.7,9.71,31340,9.709999999999997,9.617024290593383,9.608142580647558,0.008881709945828929,-0.010852671979029494
CHW,2021-01-14,9.62,9.68,9.6,9.669,21682,9.668999999999997,9.600119616155816,9.599993987099364,0.00012562905645552291,-0.01578626746024321
CHW,2021-01-13,9.68,9.73,9.62,9.72,39201,9.719999999999997,9.58759591000233,9.594473506067311,-0.006877596064979841,-0.019764241589417003
CHW,2021-01-12,9.64,9.6894,9.6223,9.63,18544,9.629999999999994,9.563522439093662,9.584431386552694,-0.02090894745903249,-0.02298590297052585
CHW,2021-01-11,9.51,9.6,9.45,9.58,66135,9.579999999999991,9.551435609837963,9.580785897476911,-0.02935028763894465,-0.02350514184839919
CHW,2021-01-08,9.57,9.6227,9.57,9.6,15213,9.599999999999993,9.546242084353961,9.580848769275061,-0.034606684921101305,-0.02204385540076194
CHW,2021-01-07,9.39,9.49,9.39,9.4417,25092,9.441699999999992,9.536467917872862,9.579316670817066,-0.042848752944204094,-0.018903148020677538
CHW,2021-01-06,9.32,9.4,9.3,9.384,33092,9.38399999999999,9.553698448395199,9.590326004482431,-0.036627556087230666,-0.012916746789795899
CHW,2021-01-05,9.31,9.45,9.3,9.45,26340,9.449999999999989,9.584552711739784,9.606832084841027,-0.022279373101243397,-0.00698904446543676
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,9.559999999999992,9.609016841147016,9.619378651628312,-0.010361810481292366,-0.0031664623064851013
CHW,2021-01-04,9.62,9.645,9.51,9.56,27790,9.55999999999999,9.61792899408284,9.624128943758574,-0.006199949675734118,-0.001367625262782397
CHW,2020-12-31,9.67,9.675,9.58,9.62,25170,9.619999999999989,9.628461538461538,9.62925925925926,-0.000797720797720558,-0.0001595441595444669
CHW,2020-12-30,9.5585,9.66,9.5585,9.63,22915,9.62999999999999,9.63,9.63,0.0,0.0
