Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-02-03,3.7618,3.81,3.71,3.8,152568,3.8,3.731013014000007,3.707144919031205,0.023868094968802375,0.04178209134461867
SPPI,2021-02-02,3.76,3.79,3.64,3.65,221963,3.65,3.718469925636372,3.699716512553701,0.018753413082671425,0.04626059043857285
SPPI,2021-02-01,3.63,3.66,3.51,3.5524,193355,3.5523999999999987,3.7309190030248036,3.7036938335579968,0.02722516946680642,0.05313738477754831
SPPI,2021-01-29,3.6,3.69,3.55,3.68,206308,3.6799999999999993,3.7633770035747673,3.715797340242637,0.04757966333213082,0.059615438605233675
SPPI,2021-01-28,3.72,3.8,3.705,3.72,173953,3.7199999999999993,3.7785364587701786,3.7186611274620467,0.05987533130813194,0.0626243824235095
SPPI,2021-01-27,3.78,3.79,3.56,3.6368,529433,3.6368,3.7891794512738484,3.7185540176590113,0.07062543361483709,0.06331164520235388
SPPI,2021-01-26,4.02,4.03,3.94,3.9662,235835,3.9662,3.816884806050911,3.725094339071732,0.09179046697917936,0.06148319809923307
SPPI,2021-01-25,4.05,4.06,3.91,3.9583,249976,3.9583,3.789736588969258,3.7058058861974703,0.08393070277178838,0.05390638087924661
SPPI,2021-01-22,3.93,3.93,3.79,3.819,333148,3.819,3.7590886960545777,3.6856063570932682,0.07348233896130996,0.046400300406111386
SPPI,2021-01-21,4.07,4.09,3.8,3.82,575355,3.82,3.7481957317008647,3.674934865660729,0.07326086604013549,0.03962979076731186
SPPI,2021-01-20,4.31,4.35,4.02,4.02,905067,4.02,3.735140410191931,3.6633296549135874,0.07181075527834357,0.031222021949105838
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.78,3.6833477574995555,3.6347960273066735,0.048551730192880616,0.0210748386167964
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553,3.779999999999999,3.6657746224994736,3.623179709491208,0.04259491300826568,0.014205615722775013
SPPI,2021-01-15,3.79,3.83,3.7,3.7508,217344,3.7508,3.645006372044833,3.6106340862505046,0.03437228579432805,0.007108291401402345
SPPI,2021-01-14,3.75,3.79,3.71,3.78,120035,3.78,3.625771166962076,3.5994208131505454,0.02635035381153017,0.0002922928031708072
SPPI,2021-01-13,3.69,3.73,3.6473,3.65,208019,3.65,3.5977295609551803,3.5849744782025894,0.012755082752590852,-0.006222222448919144
SPPI,2021-01-12,3.65,3.67,3.61,3.64,47741,3.64,3.5882258447652133,3.579772436458797,0.008453408306416055,-0.010966548749296643
SPPI,2021-01-11,3.7,3.73,3.61,3.685,160219,3.685,3.578812361995252,3.574954231375502,0.0038581306197507104,-0.015821538013224928
SPPI,2021-01-08,3.78,3.79,3.71,3.715,167231,3.715,3.5595055187216613,3.5661505698855414,-0.0066450511638800345,-0.020741455171468724
SPPI,2021-01-07,3.73,3.75,3.64,3.7,300842,3.700000000000001,3.5312337948528727,3.554242615476385,-0.023008820623512168,-0.024265556173365895
SPPI,2021-01-06,3.52,3.57,3.43,3.48,200841,3.4800000000000013,3.500549030280668,3.542582024714496,-0.04203299443382802,-0.024579740060829323
SPPI,2021-01-05,3.46,3.5,3.43,3.4346,105044,3.434600000000002,3.504285217604425,3.5475885866916554,-0.04330336908722998,-0.02021642646757965
SPPI,2021-01-04,3.41,3.5,3.35,3.38,254758,3.3800000000000017,3.5169552571688665,3.556627673626988,-0.03967241645812125,-0.014444690812666958
SPPI,2021-01-04,3.41,3.5,3.35,3.38,254758,3.3800000000000017,3.541856213017752,3.5707578875171464,-0.02890167449939485,-0.008137759401303271
SPPI,2020-12-31,3.63,3.665,3.37,3.415,317304,3.415000000000002,3.571284615384616,3.5860185185185185,-0.014733903133902881,-0.0029467806267804877
SPPI,2020-12-30,3.45,3.64,3.45,3.5997,293659,3.5997000000000012,3.5997,3.5997,0.0,0.0
