Symbol,Date,Open,High,Low,Close,Volume,SCOR SMA,SCOR spanTwelveEMA,SCOR spanTwntySixEMA,SCOR_x,SCOR_y
SCOR,2021-02-03,3.81,4.2,3.81,4.145,321882,4.145,3.3935454592809267,3.1635456186390822,0.2299998406418444,0.2191046036551989
SCOR,2021-02-02,3.24,3.275,3.24,3.25,54335,3.25,3.256917360968368,3.0850292681302087,0.17188809283815898,0.2163807944085375
SCOR,2021-02-01,3.23,3.2769,3.2,3.22,46814,3.2200000000000006,3.2581750629626165,3.071831609580625,0.18634345338199146,0.227503969801132
SCOR,2021-01-29,3.27,3.28,3.2,3.25,63538,3.2500000000000004,3.2651159835012753,3.059978138347076,0.2051378451541992,0.23779409890591713
SCOR,2021-01-28,3.24,3.35,3.16,3.24,220427,3.24,3.2678643441378705,3.0447763894148414,0.2230879547230291,0.2459581623438466
SCOR,2021-01-27,3.37,3.37,3.2,3.25,142937,3.25,3.272930588526574,3.0291585005680286,0.2437720879585452,0.25167571424905094
SCOR,2021-01-26,3.4,3.42,3.33,3.42,38072,3.42,3.2770997864404965,3.0114911806134708,0.2656086058270257,0.25365162082167736
SCOR,2021-01-25,3.51,3.53,3.41,3.44,57913,3.4399999999999995,3.2511179294296784,2.9788104750625486,0.2723074543671298,0.25066237457034024
SCOR,2021-01-22,3.27,3.355,3.21,3.3361,42158,3.3361,3.2167757347805286,2.9419153130675517,0.27486042171297603,0.24525110462114283
SCOR,2021-01-21,3.38,3.38,3.3,3.34,30589,3.34,3.1950804138315334,2.9103805381129564,0.2846998757185775,0.2378487753481843
SCOR,2021-01-20,3.43,3.46,3.33,3.41,48755,3.41,3.16873139816454,2.8760109811619925,0.29272041700254725,0.2261360002555861
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000004,3.124864379649001,2.833291859654952,0.29157251999404954,0.20948989606884572
SCOR,2021-01-19,3.59,3.635,3.45,3.48,142550,3.4800000000000013,3.0602942668579107,2.7815552084273483,0.2787390584305629,0.18896924008754484
SCOR,2021-01-15,3.3,3.38,3.3,3.3,72962,3.300000000000001,2.9839841335593484,2.725679625101536,0.25830450845781305,0.1665267855017904
SCOR,2021-01-14,3.28,3.37,3.25,3.28,76596,3.280000000000001,2.9265267032974123,2.6797339951096593,0.24679270818775345,0.14358235476278486
SCOR,2021-01-13,3.38,3.46,3.17,3.26,153022,3.260000000000001,2.862258831169669,2.6317127147184314,0.23054611645123746,0.11777976640654282
SCOR,2021-01-12,3.49,3.5,3.35,3.44,213864,3.4400000000000013,2.7899422550186994,2.5814497318959058,0.20849252312279365,0.08958817889536916
SCOR,2021-01-11,3.39,3.5,3.33,3.38,282633,3.3800000000000012,2.671749937749372,2.512765710447578,0.15898422730179362,0.05986209283851303
SCOR,2021-01-08,3.57,3.6,3.15,3.3129,804104,3.3129000000000017,2.542977199158348,2.4433869672833843,0.0995902318749642,0.035081559222692765
SCOR,2021-01-07,2.43,2.49,2.42,2.44,14904,2.440000000000002,2.402991235368957,2.3738259246660545,0.029165310702902406,0.01895439105962502
SCOR,2021-01-06,2.44,2.485,2.42,2.46,21818,2.460000000000002,2.3962623690724043,2.3685319986393387,0.027730370433065143,0.016401661148805674
SCOR,2021-01-05,2.35,2.4398,2.35,2.3707,41360,2.370700000000002,2.3846737089037497,2.361214558530486,0.02345915037326396,0.013569483827740697
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.4500000000000024,2.3872143832498858,2.360455723212925,0.026758660036961143,0.011097067191359881
SCOR,2021-01-04,2.57,2.58,2.45,2.45,93436,2.450000000000002,2.3757988165680475,2.3532921810699587,0.02250663549808873,0.007181668979959675
SCOR,2020-12-31,2.5,2.61,2.5,2.54,48080,2.5400000000000023,2.3623076923076924,2.3455555555555554,0.016752136752137048,0.0033504273504274098
SCOR,2020-12-30,2.34,2.3753,2.33,2.33,30635,2.3300000000000023,2.33,2.33,0.0,0.0
