Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-04-09,2.0,2.0,1.99,1.99,15020,1.99,2.0694803376188866,2.185680803632748,-0.1162004660138613,-0.13783142607459326
AGRX,2021-04-08,1.97,1.9861,1.97,1.9861,15456,1.9861,2.083931308095048,2.201335267923368,-0.1174039598283203,-0.14323916608977622
AGRX,2021-04-07,2.07,2.08,2.07,2.0799,16931,2.0799,2.101718818657784,2.2185540893572373,-0.1168352706994535,-0.1496979676551402
AGRX,2021-04-06,2.03,2.04,2.03,2.03,16055,2.03,2.1056858765955626,2.2296464165058163,-0.1239605399102536,-0.15791364189406198
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.119446945067483,2.2456181298262816,-0.1261711847587987,-0.16640191739001406
AGRX,2021-04-05,2.21,2.21,2.19,2.1977,27353,2.1977,2.1052191168979344,2.2494515802123844,-0.14423246331445,-0.17645960054781787
AGRX,2021-04-01,2.08,2.12,2.08,2.1001,19763,2.1001,2.088404410879377,2.253591706629376,-0.1651872957499986,-0.1845163848561598
AGRX,2021-03-31,2.05,2.05,2.01,2.01,36205,2.01,2.0862779401301728,2.2658710431597258,-0.179593103029553,-0.18934865713269994
AGRX,2021-03-30,1.98,2.0,1.98,1.98,20470,1.98,2.100146656517477,2.2863407266125035,-0.1861940700950266,-0.19178754565848666
AGRX,2021-03-29,2.01,2.01,2.0,2.0,13589,2.0,2.1219915031570182,2.310847984741504,-0.1888564815844859,-0.19318591454935163
AGRX,2021-03-26,2.05,2.075,2.05,2.06,17987,2.06,2.144171776458294,2.3357158235208244,-0.1915440470625302,-0.19426827279056805
AGRX,2021-03-25,2.09,2.1,2.04,2.045,66108,2.045,2.159475735814348,2.35777308940249,-0.1982973535881425,-0.1949493292225775
AGRX,2021-03-24,2.09,2.12,2.0804,2.0999,323635,2.0999,2.180289505962411,2.382794936554689,-0.2025054305922786,-0.19411232313118634
AGRX,2021-03-23,2.05,2.0538,2.03,2.03,59771,2.03,2.1949057797737583,2.4054265314790646,-0.2105207517053062,-0.19201404626591334
AGRX,2021-03-22,2.1,2.1,2.09,2.1,23408,2.1,2.2248886488235327,2.435460653997389,-0.2105720051738568,-0.18738736990606508
AGRX,2021-03-19,2.06,2.065,2.04,2.04,241454,2.04,2.2475956758823568,2.4622975063171806,-0.2147018304348238,-0.18159121108911724
AGRX,2021-03-18,2.07,2.0799,2.065,2.07,28153,2.07,2.285340344224603,2.4960813068225547,-0.2107409625979515,-0.17331355625269057
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.324493134083622,2.530167811368359,-0.2056746772847373,-0.1639567046663753
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.3725827948260987,2.567781236277828,-0.1951984414517293,-0.15352721151178478
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.407597848430844,2.5988037351800544,-0.1912058867492105,-0.14310940402679861
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.4417065481455427,2.629108033994459,-0.1874014858489161,-0.13108528334619562
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.4820168296265503,2.661836676714016,-0.1798198470874652,-0.1170062327205155
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.498747162285923,2.683583610851137,-0.1848364485652136,-0.10130282912877794
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.549428464519728,2.720670299719228,-0.1712418351995004,-0.08041942426966903
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.625688185341496,2.7679239236967663,-0.1422357383552701,-0.057713821537211295
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.71070421903995,2.816709837592508,-0.1060056185525577,-0.036583342332696576
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.7893231679563044,2.8597826245999087,-0.0704594566436043,-0.019227773277731175
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,2.878145562130177,2.9045012345679013,-0.0263556724377238,-0.00641985243626289
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,2.916153846153846,2.923333333333334,-0.0071794871794876,-0.0014358974358975375
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,2.93,2.93,0.0,0.0
