Symbol,Date,Open,High,Low,Close,Volume,GSKY SMA,GSKY spanTwelveEMA,GSKY spanTwntySixEMA,GSKY_x,GSKY_y
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.3256,4.228469389879536,4.359500207389804,-0.13103081751026746,-0.2081356616673289
GSKY,2020-11-27,4.49,4.49,4.3,4.3256,79058,4.3256,4.210809278948543,4.362212223980988,-0.15140294503244522,-0.22741187270659424
GSKY,2020-11-25,4.42,4.46,4.36,4.42,59519,4.42,4.189938238757369,4.365141201899466,-0.17520296314209727,-0.24641410462513147
GSKY,2020-11-24,4.3,4.31,4.2299,4.31,198665,4.3100000000000005,4.1481088276223455,4.360752498051424,-0.2126436704290784,-0.26421688999589
GSKY,2020-11-23,4.16,4.3,4.12,4.29,489963,4.290000000000002,4.118674069008227,4.3648126978955375,-0.2461386288873104,-0.27711019488759286
GSKY,2020-11-20,4.19,4.2499,4.16,4.195,124131,4.195000000000003,4.087523899736996,4.37079771372718,-0.28327381399018403,-0.28485308638766343
GSKY,2020-11-19,4.1,4.22,4.01,4.21,182559,4.210000000000003,4.067982790598268,4.384861530825353,-0.31687874022708673,-0.28524790448703324
GSKY,2020-11-18,3.8994,4.2,3.86,4.1911,1263594,4.191100000000003,4.0421614797979535,4.398850453291383,-0.35668897349343004,-0.2773401955520203
GSKY,2020-11-17,3.6,3.6069999999999998,3.45,3.47,110094,3.470000000000004,4.0150817488521255,4.415470489554693,-0.40038874070256814,-0.257503001066668
GSKY,2020-11-16,3.69,3.71,3.58,3.6199,309463,3.619900000000003,4.1141875213706935,4.491108128719068,-0.3769206073483753,-0.22178156615769318
GSKY,2020-11-13,3.52,3.52,3.4189999999999996,3.42,214260,3.420000000000003,4.204057979801728,4.5608047790165935,-0.3567467992148652,-0.18299680586002287
GSKY,2020-11-12,3.52,3.65,3.51,3.54,701333,3.5400000000000027,4.3466139761293165,4.652069161337923,-0.30545518520860604,-0.1395593075213123
GSKY,2020-11-11,3.81,3.82,3.6,3.6001,114928,3.6001000000000016,4.493271062698283,4.741034694244957,-0.2477636315466736,-0.09808533809948883
GSKY,2020-11-10,4.26,4.34,3.72,3.955,254475,3.9550000000000014,4.655665801370699,4.832309469784552,-0.17664366841385526,-0.06066576473769264
GSKY,2020-11-09,4.4,4.5419,4.33,4.335,186259,4.335000000000003,4.783059583438098,4.902494227367319,-0.1194346439292202,-0.03167128881865243
GSKY,2020-11-06,4.54,4.63,4.32,4.32,72107,4.320000000000003,4.864524962245024,4.947893765556704,-0.0833688033116804,-0.009730450041010263
GSKY,2020-11-05,4.88,5.04,4.81,4.835,85719,4.835000000000003,4.963529500835028,4.998125266801241,-0.034595765966211715,0.008679138276657047
GSKY,2020-11-04,4.8,4.81,4.75,4.79,23306,4.7900000000000045,4.986898500986851,5.011175288145339,-0.02427678715848813,0.019497864337374462
GSKY,2020-11-03,4.96,5.03,4.89,4.94,47615,4.940000000000004,5.022698228439007,5.028869311196965,-0.006171082757959745,0.030441527211340108
GSKY,2020-11-02,4.8,4.87,4.795,4.84,26068,4.840000000000004,5.037734269973371,5.035978856092722,0.001755413880648149,0.03959467970366463
GSKY,2020-10-30,5.02,5.06,4.945,4.98,13042,4.980000000000004,5.073685955423075,5.051657164580139,0.022028790842934853,0.04905449615941852
GSKY,2020-10-29,4.96,4.97,4.83,4.88,24360,4.880000000000003,5.0907197654999985,5.057389737746552,0.03333002775344607,0.055810922488539215
GSKY,2020-10-28,5.08,5.09,4.95,4.96,35686,4.960000000000004,5.1290324501363616,5.071580916766275,0.05745153337008624,0.061431146172312504
GSKY,2020-10-27,5.1,5.12,5.02,5.03,33342,5.030000000000004,5.159765622888427,5.080507390107577,0.07925823278084998,0.06242604937286906
GSKY,2020-10-26,5.27,5.27,5.095,5.19,48979,5.190000000000004,5.183359372504505,5.084547981316184,0.09881139118832127,0.05821800352087383
GSKY,2020-10-23,5.47,5.73,5.381,5.725,187305,5.725000000000002,5.182151985687142,5.076111819821478,0.10604016586566356,0.04806965660401196
GSKY,2020-10-22,5.2,5.25,5.13,5.24,17646,5.240000000000004,5.083452346721167,5.024200765407198,0.059251581313970014,0.033577029288599056
GSKY,2020-10-21,5.15,5.1804,5.09,5.17,17032,5.170000000000004,5.054989137034107,5.006936826639771,0.04805231039433444,0.027158391282256535
GSKY,2020-10-20,4.88,5.115,4.88,5.08,41146,5.0800000000000045,5.034078071040309,4.993891772770954,0.040186298269353486,0.021934911504236834
GSKY,2020-10-19,5.08,5.23,5.07,5.2,27270,5.200000000000005,5.0257286294112715,4.987003114592631,0.038725514818641386,0.017372064812957444
GSKY,2020-10-16,5.01,5.06,4.93,5.05,29385,5.050000000000003,4.994042925667868,4.9699633637600416,0.024079561907826445,0.012033702311536675
GSKY,2020-10-15,5.06,5.06,4.961,4.97,31253,4.970000000000003,4.9838689121529365,4.963560432860845,0.020308479292090453,0.009022237412464228
GSKY,2020-10-14,5.26,5.28,5.14,5.14,47576,5.140000000000003,4.9863905325443785,4.963045267489711,0.02334526505466616,0.006200676942557451
GSKY,2020-10-13,5.04,5.08,5.0,5.06,37207,5.060000000000003,4.958461538461539,4.948888888888889,0.00957264957265025,0.0019145299145300499
GSKY,2020-10-12,4.92,4.94,4.82,4.94,23191,4.940000000000004,4.94,4.94,0.0,0.0
