Symbol,Date,Open,High,Low,Close,Volume,SFET SMA,SFET spanTwelveEMA,SFET spanTwntySixEMA,SFET_x,SFET_y
SFET,2020-11-27,1.09,1.09,1.05,1.06,60621,1.06,1.0416638761466617,1.0298307573958982,0.011833118750763429,0.0006321484380847498
SFET,2020-11-27,1.09,1.09,1.05,1.06,60621,1.06,1.0383300354460547,1.0274172179875702,0.010912817458484492,-0.0021680941400849195
SFET,2020-11-25,1.2,1.2,1.06,1.075,651058,1.0749999999999995,1.0343900418907919,1.0248105954265758,0.009579446464216268,-0.0054383220397272725
SFET,2020-11-24,1.09,1.11,1.06,1.0884,110319,1.0883999999999998,1.0270064131436634,1.0207954430607018,0.006210970082961564,-0.009192764165713102
SFET,2020-11-23,1.06,1.08,1.04,1.0501,35600,1.0500999999999996,1.0158439428061476,1.015387078505558,0.00045686430058977656,-0.013043697727881769
SFET,2020-11-20,1.08,1.1,1.062,1.07,18304,1.0699999999999998,1.0096155687709016,1.0126100447860025,-0.0029944760151008327,-0.016418838234999598
SFET,2020-11-19,1.07,1.07,1.04,1.05,28716,1.05,0.9986365812747018,1.0080188483688826,-0.009382267094180774,-0.01977492878997429
SFET,2020-11-18,1.02,1.02,0.9905,1.0087,26614,1.0087,0.9892977778701022,1.0046603562383931,-0.015362578368290912,-0.02237309421392267
SFET,2020-11-17,1.0,1.0094,0.99,0.9949,21128,0.9949,0.9857701011192116,1.0043371847374647,-0.018567083618252992,-0.02412572317533061
SFET,2020-11-16,0.9946,1.02,0.9902,0.9902,35666,0.9902,0.9841101195045228,1.0050921595164621,-0.02098204001193904,-0.025515383064599988
SFET,2020-11-13,0.99,1.0,0.98,0.9867,12478,0.9867,0.9830028685053452,1.006283532277779,-0.023280663772433763,-0.026648718827765143
SFET,2020-11-12,0.98,1.0,0.9797,0.9837,7910,0.9837,0.9823306627790444,1.0078502148600013,-0.02551955208095691,-0.02749073259159799
SFET,2020-11-11,0.9851,1.0,0.97,0.97,5221,0.97,0.9820816923752342,1.0097822320488012,-0.027700539673567004,-0.027983527719258258
SFET,2020-11-10,1.0,1.02,0.9841,0.9851,22882,0.9851,0.984278363716186,1.0129648106127054,-0.02868644689651945,-0.02805427473068107
SFET,2020-11-09,1.08,1.08,0.9701,0.9937,85943,0.9937,0.984128975300947,1.0151939954617215,-0.031065020160774726,-0.027896231689221503
SFET,2020-11-06,1.03,1.03,0.99,1.0,100565,1.0,0.9823887889920284,1.0169135150986597,-0.034524726106631036,-0.02710403457133325
SFET,2020-11-05,0.922,0.955,0.922,0.93,66292,0.9300000000000002,0.9791867506269428,1.0182665963065525,-0.03907984567960954,-0.025248861687508742
SFET,2020-11-04,0.94,0.9497,0.92051,0.9209999999999999,10944,0.9209999999999999,0.9881297961954776,1.0253279240110764,-0.037198127815598725,-0.021791115689483512
SFET,2020-11-03,0.9219,0.9446,0.92,0.941224,15191,0.941224,1.0003352136855646,1.0336741579319626,-0.03333894424639805,-0.01793936265795468
SFET,2020-11-02,0.9221,0.96,0.9221,0.9440000000000001,15330,0.9440000000000001,1.0110827070829398,1.0410701705665195,-0.029987463483579724,-0.014089467260843836
SFET,2020-10-30,0.9755,0.9777,0.94,0.96,8633,0.96,1.0232795629162017,1.0488357842118412,-0.025556221295639725,-0.010114968205159863
SFET,2020-10-29,0.97,0.98,0.9520000000000001,0.9520000000000001,10423,0.952,1.0347849379918743,1.0559426469487885,-0.02115770895691416,-0.006254654932539953
SFET,2020-10-28,0.9909,1.0,0.97,0.9998,39927,0.9998,1.049836744899488,1.0642580587046917,-0.014421313805203841,-0.0025288914264464018
SFET,2020-10-27,1.02,1.02,1.0057,1.0066,12391,1.0065999999999995,1.058934334881213,1.069414703401067,-0.010480368519854009,0.00044421416824290275
SFET,2020-10-26,1.0,1.0,0.99,0.999799,15688,0.9997989999999995,1.068449668495979,1.0744398796731525,-0.005990211177173466,0.003175359840267131
SFET,2020-10-23,1.07,1.0738,1.04,1.05,87879,1.0499999999999998,1.0809316082225209,1.0804111500470046,0.0005204581755160477,0.005466752594627281
SFET,2020-10-22,1.06,1.0694,1.055,1.06,47787,1.0599999999999998,1.0865555369902515,1.082844042050765,0.003711494939486526,0.006703326199405033
SFET,2020-10-21,1.06,1.08,1.06,1.08,12760,1.0799999999999996,1.0913838164430243,1.0846715654148262,0.0067122510281982795,0.007451284014384659
SFET,2020-10-20,1.08,1.0895,1.06,1.06,35552,1.0599999999999996,1.0934536012508471,1.085045290648012,0.00840831060283498,0.007636042260931309
SFET,2020-10-19,1.1,1.12,1.08,1.11,32417,1.11,1.0995360742055469,1.0870489138998531,0.012487160305693523,0.007442975175455335
SFET,2020-10-16,1.11,1.12,1.09,1.1,29168,1.1,1.0976335422429186,1.0852128270118415,0.012420715231077128,0.006181928892895732
SFET,2020-10-15,1.12,1.16,1.08,1.1212,151826,1.1211999999999995,1.0972032771961766,1.0840298531727888,0.013173424023387836,0.004622232308350382
SFET,2020-10-14,1.23,1.24,1.15,1.21,947598,1.2099999999999995,1.0928402366863903,1.0810562414266118,0.01178399525977869,0.0024844343795910185
SFET,2020-10-13,1.1,1.1,1.08,1.08,30927,1.0799999999999996,1.0715384615384616,1.0707407407407408,0.0007977207977207801,0.00015954415954415603
SFET,2020-10-12,1.07,1.07,1.05,1.07,19692,1.0699999999999994,1.07,1.07,0.0,0.0
