Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA,NCTY spanTwntySixEMA,NCTY_x,NCTY_y
NCTY,2020-11-27,3.56,3.67,3.43,3.5691,314616,3.5691,3.0854973369779124,2.8303761457979064,0.25512119118000554,0.09876470557581243
NCTY,2020-11-27,3.56,3.67,3.43,3.5691,314616,3.5691,2.997569580064805,2.7712782374617397,0.22629134260306616,0.059675584174764054
NCTY,2020-11-25,3.57,3.6899,3.51,3.67,110863,3.67,2.8936549582584066,2.7074524964586786,0.18620246179972755,0.01802164456768875
NCTY,2020-11-24,3.96,3.96,3.28,3.5298,569989,3.5298,2.752501314305389,2.630448696175373,0.12205261813001612,-0.02402355974032106
NCTY,2020-11-23,3.55,4.09,3.5,3.5798,2294035,3.5798000000000005,2.6111742805427323,2.5585005918694024,0.05267368867332989,-0.06054260420790535
NCTY,2020-11-20,2.63,2.74,2.61,2.6369,231276,2.6369,2.435060513368684,2.4767966392189544,-0.04173612585027087,-0.08884667742821416
NCTY,2020-11-19,2.42,2.42,2.38,2.38,20864,2.38,2.398362424890262,2.4639883703564704,-0.06562594546620781,-0.10062431532270008
NCTY,2020-11-18,2.31,2.3798,2.31,2.31,21831,2.31,2.401701047597583,2.4707074399849884,-0.06900639238740558,-0.10937390778682302
NCTY,2020-11-17,2.34,2.42,2.2827,2.37,122625,2.37,2.4183739653425977,2.4835640351837878,-0.06519006984118958,-0.11946578663667735
NCTY,2020-11-16,2.55,2.58,2.36,2.4376,103608,2.4376,2.427169231768525,2.4926491579984904,-0.06547992622996546,-0.13303471583554918
NCTY,2020-11-13,2.74,2.82,2.6,2.69,260364,2.6899999999999986,2.4252727284537112,2.4970530906383703,-0.07178036218465866,-0.1499234132369451
NCTY,2020-11-12,2.4746,2.59,2.4746,2.5643,38477,2.564299999999999,2.3771404972634773,2.481617337889439,-0.1044768406259622,-0.16945917600001661
NCTY,2020-11-11,2.41,2.55,2.405,2.53,107873,2.529999999999999,2.3431114967659266,2.475002724920594,-0.13189122815466714,-0.18570475984353033
NCTY,2020-11-10,2.3,2.32,2.255,2.2839,24669,2.2838999999999987,2.3091317689051865,2.4706029429142418,-0.1614711740090553,-0.19915814276574598
NCTY,2020-11-09,2.25,2.38,2.24,2.36,42855,2.3599999999999985,2.313719363251584,2.4855391783473806,-0.1718198150957968,-0.20857988495491864
NCTY,2020-11-06,2.5,2.61,2.42,2.4995,153507,2.499499999999999,2.3053047020246,2.495582312615172,-0.19027761059057235,-0.21776990241969907
NCTY,2020-11-05,2.235,2.2999,2.18,2.23,49294,2.229999999999999,2.2699964660290717,2.4952688976243853,-0.2252724315953132,-0.22464297537698072
NCTY,2020-11-04,2.22,2.27,2.119,2.119,85855,2.119,2.2772685507616304,2.5164904094343363,-0.239221858672706,-0.22448561132239747
NCTY,2020-11-03,2.2,2.2399,2.16,2.2,29465,2.1999999999999997,2.306044650900109,2.5482896421890837,-0.2422449912889744,-0.2208015494848203
NCTY,2020-11-02,2.14,2.19,2.12,2.14,33961,2.1399999999999992,2.3253254965183103,2.5761528135642098,-0.25082731704589944,-0.21544068903378166
NCTY,2020-10-30,2.11,2.28,2.04,2.2279,420966,2.2278999999999987,2.3590210413398207,2.6110450386493462,-0.2520239973095251,-0.2065940320307522
NCTY,2020-10-29,2.14,2.15,2.11,2.13,24416,2.129999999999999,2.382861230674334,2.641696641741294,-0.25883541106695995,-0.19523654071105886
NCTY,2020-10-28,2.2,2.35,2.08,2.09,327519,2.089999999999999,2.4288359998878497,2.682632373080597,-0.2537963731927477,-0.17933682312208357
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,2.120099999999999,2.4904425453220043,2.7300429629270453,-0.23960041760504106,-0.16072193560441764
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,2.24,2.557777553562369,2.7788383999612085,-0.22106084639883994,-0.14100231510426178
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,2.317899999999999,2.615555290573709,2.8219454719581063,-0.2063901813843967,-0.12098768228061735
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,2.259999999999999,2.669674434314384,2.8622691097147546,-0.1925946754003709,-0.09963705750467239
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,2.289999999999999,2.744160695098817,2.9104506384919357,-0.16628994339311776,-0.07639765303074786
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,2.3999,2.8267353669349666,2.96008668957129,-0.13335132263632365,-0.05392458044015515
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,2.36,2.9043417972867784,3.0049016247369926,-0.1005598274502142,-0.03406789489111313
NCTY,2020-10-16,2.784,2.8369999999999997,2.615,2.835,52517,2.8350000000000004,3.0033130331571023,3.0564937547159516,-0.05318072155884978,-0.017444911751337867
NCTY,2020-10-15,2.7560000000000002,2.7880000000000003,2.51,2.6439999999999997,252553,2.644,3.0339154028220303,3.074213255093228,-0.040297852271197865,-0.008510959299459995
NCTY,2020-10-14,3.076,3.0989999999999998,3.043,3.052,34001,3.052,3.104809112426036,3.1086303155006862,-0.003821203074650281,-0.0005642360565255267
NCTY,2020-10-13,3.165,3.165,3.08,3.12767,71200,3.12767,3.1144107692307696,3.1131607407407413,0.001250028490028754,0.000250005698005662
NCTY,2020-10-12,3.134,3.145,3.08,3.112,105871,3.112,3.112,3.112,0.0,0.0
