Symbol,Date,Open,High,Low,Close,Volume,SLS SMA,SLS spanTwelveEMA,SLS spanTwntySixEMA,SLS_x,SLS_y
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000003,3.1361022741541933,2.9108347451634384,0.2252675289907544,0.10289260541220824
SLS,2020-11-27,3.59,3.8,3.59,3.7880000000000003,49649,3.7880000000000003,3.0175754149095018,2.840661524776513,0.17691389013298764,0.07229887451757158
SLS,2020-11-25,3.17,3.29,3.1279,3.2527,86304,3.2527,2.877498217620319,2.7648744467586344,0.11262377086168485,0.04614512061371722
SLS,2020-11-24,3.03,3.1199,2.9,2.92,64013,2.92,2.8092797117331045,2.7258484024993255,0.0834313092337795,0.02952545805172531
SLS,2020-11-23,3.17,3.19,3.08,3.0954,69737,3.0954,2.7891487502300327,2.7103162746992706,0.07883247553076167,0.01604899525621187
SLS,2020-11-20,3.06,3.1,3.03,3.09,106872,3.0899999999999994,2.733466704817311,2.679509576675213,0.0539571281420983,0.0003531251875743095
SLS,2020-11-19,2.82,2.93,2.78,2.8464,64782,2.8463999999999987,2.6686424693295496,2.64667034280923,0.02197212652031944,-0.013047875551056689
SLS,2020-11-18,2.8,2.93,2.8,2.8501,69639,2.8500999999999985,2.6363229182985584,2.6306919702339684,0.005630948064589969,-0.021802876068900717
SLS,2020-11-17,2.64,2.78,2.56,2.7312,28227,2.731199999999999,2.5974543579892053,2.6131393278526858,-0.015684969863480447,-0.02866133210227339
SLS,2020-11-16,2.52,2.68,2.52,2.5972,12896,2.5971999999999986,2.5731369685326966,2.6036944740809007,-0.030557505548203686,-0.031905422661971626
SLS,2020-11-13,2.57,2.575,2.47,2.5,10610,2.499999999999999,2.5687618719022782,2.604214032007373,-0.03545216010509433,-0.032242401940413494
SLS,2020-11-12,2.54,2.5403,2.5,2.5,20902,2.499999999999999,2.5812640304299648,2.6125511545679623,-0.031287124137997065,-0.03143996239924317
SLS,2020-11-11,2.65,2.65,2.5403,2.6073,6143,2.6072999999999986,2.596039308689959,2.6215552469334,-0.025515938243440228,-0.03147817196455459
SLS,2020-11-10,2.65,2.65,2.5712,2.5906,5765,2.590599999999999,2.5939919102699514,2.6226956666880707,-0.0287037564181194,-0.032968730394833064
SLS,2020-11-09,2.69,2.7,2.5178,2.69,5547,2.6899999999999986,2.594608621228125,2.625263320023117,-0.03065469879499183,-0.03403497388901148
SLS,2020-11-06,2.68,2.68,2.625,2.6579,1345,2.6579,2.5772647341786934,2.6200843856249665,-0.04281965144627353,-0.03488004266251639
SLS,2020-11-05,2.5,2.5,2.44,2.4968,1791,2.496799999999999,2.5626037767566374,2.617059136474964,-0.054455359718326164,-0.03289514046657722
SLS,2020-11-04,2.47,2.5101,2.4198,2.4198,3915,2.419799999999999,2.5745680998032987,2.6266798673929603,-0.05211176758966163,-0.02750508565363987
SLS,2020-11-03,2.39,2.44,2.39,2.44,960,2.439999999999999,2.602707754312989,2.6432302567843973,-0.04052250247140776,-0.021353415169634425
SLS,2020-11-02,2.58,2.58,2.43,2.5224,5803,2.5223999999999998,2.6322909823698972,2.659488677327149,-0.027197694957252327,-0.016561143344190975
SLS,2020-10-30,2.59,2.5938,2.59,2.5938,267,2.593799999999999,2.6522711609826053,2.670455771513321,-0.018184610530715517,-0.013902005440925744
SLS,2020-10-29,2.63,2.63,2.54,2.6108,8658,2.6108,2.662902281161261,2.6765882332343858,-0.013685952073125396,-0.012831354168478299
SLS,2020-10-28,2.67,2.6815,2.6204,2.6204,2463,2.6204,2.6723754231905814,2.6818512918931368,-0.009475868702556234,-0.012617704692316633
SLS,2020-10-27,2.82,2.82,2.75,2.75,723,2.75,2.681825500134323,2.686767395244588,-0.00494189511026466,-0.013403163689756954
SLS,2020-10-26,2.69,2.75,2.69,2.7047,6824,2.7047,2.669430136522382,2.6817087868641547,-0.01227865034177267,-0.015518480834630026
SLS,2020-10-23,2.74,2.83,2.7,2.7264,10778,2.7264,2.6630174340719055,2.6798694898132878,-0.016852055741381378,-0.016328438457844364
SLS,2020-10-22,2.62,2.63,2.53,2.6,4710,2.6,2.6514933311758893,2.67614704899835,-0.024653717822461285,-0.016197534136959887
SLS,2020-10-21,2.6335,2.65,2.62,2.64,1807,2.64,2.6608557550260508,2.6822388129182184,-0.02138305789216721,-0.014083488215584647
SLS,2020-10-20,2.59,2.68,2.59,2.625,3220,2.6250000000000004,2.6646477104853328,2.6856179179516757,-0.020970207466342483,-0.012258595796438895
SLS,2020-10-19,2.7,2.7022,2.617,2.6188,25054,2.6188,2.6718563851190296,2.690467351387809,-0.01861096626877945,-0.010080692878962884
SLS,2020-10-16,2.6,2.7092,2.6,2.7092,1193,2.7092000000000005,2.681503000595217,2.696200739498834,-0.01469773890361692,-0.00794812453150874
SLS,2020-10-15,2.6,2.73,2.57,2.57,3080,2.5700000000000003,2.67646718252162,2.6951607986587405,-0.018693616137120728,-0.006260720938481694
SLS,2020-10-14,2.7,2.7262,2.5801,2.6754,10392,2.6754,2.6958248520710058,2.70517366255144,-0.009348810480434457,-0.003152497138822046
SLS,2020-10-13,2.61,2.66,2.61,2.6145,1631,2.6145000000000005,2.6995384615384608,2.7075555555555555,-0.008017094017094273,-0.0016034188034189435
SLS,2020-10-12,2.8,2.8,2.65,2.715,8079,2.7150000000000003,2.715,2.715,0.0,0.0
