Symbol,Date,Open,High,Low,Close,Volume,KERN SMA,KERN spanTwelveEMA,KERN spanTwntySixEMA,KERN_x,KERN_y
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.39,3.2399897418930568,3.2876438328602577,-0.047654090967200524,-0.14916917984499217
KERN,2020-11-27,3.5,3.5499,3.36,3.39,100678,3.39,3.2127151495099766,3.2794553394890777,-0.06674018997910157,-0.17454795206443996
KERN,2020-11-25,3.47,3.4987,3.35,3.4379,144703,3.4378999999999995,3.1804815403299718,3.2706117666482037,-0.09013022631823198,-0.20149989258577464
KERN,2020-11-24,3.84,3.98,3.6,3.96,755477,3.96,3.1336781840263312,3.2572287079800613,-0.12355052395373,-0.22934230915266027
KERN,2020-11-23,3.28,3.34,3.1504,3.18,231723,3.1800000000000006,2.9834378538492996,3.2010070046184653,-0.21756915076916528,-0.2557902554523928
KERN,2020-11-20,2.75,2.79,2.7,2.75,54368,2.7500000000000004,2.9476992818219,3.2026875649879427,-0.2549882831660426,-0.26534553162319957
KERN,2020-11-19,2.75,2.7632,2.61,2.67,287437,2.67,2.9836446057895185,3.238902570186978,-0.25525796439746,-0.26793484373748877
KERN,2020-11-18,2.86,2.95,2.7901,2.8201,144933,2.8201,3.0406708977512484,3.2844147758019364,-0.24374387805068756,-0.27110406357249606
KERN,2020-11-17,2.83,2.95,2.76,2.9013,390946,2.9013,3.0807746973423846,3.3215599578660915,-0.2407852605237069,-0.27794410995294805
KERN,2020-11-16,2.88,3.04,2.8,2.845,226465,2.845,3.1134064604955447,3.3551807544953784,-0.2417742939998333,-0.28723382231025835
KERN,2020-11-13,2.86,2.87,2.74,2.83,183587,2.83,3.162207635131099,3.3959952148550085,-0.2337875797239097,-0.2985987043878645
KERN,2020-11-12,3.0,3.12,2.76,3.1,508388,3.1,3.2226090233367533,3.441274832043409,-0.218665808706656,-0.3148014855538532
KERN,2020-11-11,3.5,3.5,3.17,3.2236,464630,3.223599999999999,3.2449015730343453,3.468576818606881,-0.2236752455725366,-0.33883540476565255
KERN,2020-11-10,3.72,4.19,3.65,4.0456,690836,4.0456,3.2487745863133166,3.4881749640954323,-0.2394003777821152,-0.36762544456393176
KERN,2020-11-09,4.76,4.86,3.8,3.87,1513545,3.87,3.1038972383702834,3.4435809612230672,-0.33968372285278337,-0.39968171125938573
KERN,2020-11-06,3.42,3.64,3.25,3.34,1442262,3.34,2.9646058271648803,3.409467438120912,-0.444861610956032,-0.41468120836103617
KERN,2020-11-05,2.6,2.75,2.52,2.68,192660,2.68,2.8963523411948584,3.4150248331705853,-0.5186724919757268,-0.40713610771228725
KERN,2020-11-04,2.4,2.4,2.28,2.3,29746,2.2999999999999994,2.9356891305030146,3.4738268198242324,-0.5381376893212177,-0.37925201164642736
KERN,2020-11-03,2.52,2.53,2.42,2.4383,89917,2.438299999999999,3.0512689724126534,3.5677329654101713,-0.5164639929975171,-0.33953059222772974
KERN,2020-11-02,2.38,2.4192,2.335,2.39,30468,2.3899999999999992,3.1627178764876818,3.658087602642985,-0.4953697261553027,-0.29529724203528274
KERN,2020-10-30,2.35,2.44,2.35,2.42,31141,2.4199999999999986,3.303212035849078,3.759534610854424,-0.4563225750053448,-0.24527912100527757
KERN,2020-10-29,2.3,2.38,2.28,2.3569,75712,2.3568999999999987,3.4637960423670933,3.866697379722777,-0.4029013373556838,-0.19251825750526053
KERN,2020-10-28,2.35,2.39,2.17,2.245,765612,2.2449999999999988,3.6650498682520194,3.9874811701005983,-0.3224313018485798,-0.13992248754265468
KERN,2020-10-27,3.43,3.4504,3.22,3.29,110937,3.2899999999999983,3.9232407533887503,4.126879663708647,-0.20363891031989656,-0.0942952839661736
KERN,2020-10-26,3.77,3.8,3.7,3.77,8074,3.7699999999999987,4.038375435823069,4.1938300368053385,-0.15545460098226993,-0.06695937737774285
KERN,2020-10-23,3.72,3.7458,3.67,3.69,13495,3.689999999999999,4.087170969609081,4.227736439749766,-0.1405654701406842,-0.04483557147661109
KERN,2020-10-22,3.69,3.71,3.6,3.71,7173,3.7099999999999986,4.159383873174368,4.270755354929747,-0.1113714817553788,-0.020903096810592804
KERN,2020-10-21,3.72,3.78,3.52,3.5573,24887,3.557299999999999,4.2410900319333455,4.315615783324128,-0.07452575139078288,0.0017139994256036989
KERN,2020-10-20,4.06,4.1,3.8111,3.8301,108026,3.8301,4.365415492284861,4.3762810459900585,-0.01086555370519715,0.020773937129700343
KERN,2020-10-19,4.42,4.45,4.3701,4.44,10365,4.44,4.4627455817912,4.419975529669263,0.04277005212193696,0.028683809838424716
KERN,2020-10-16,4.47,4.58,4.47,4.5145,10401,4.514499999999999,4.466881142116874,4.418373572042804,0.048507570074068695,0.02516224926754665
KERN,2020-10-15,4.51,4.53,4.42,4.49,12231,4.49,4.458223167956304,4.410683457806228,0.04753971015007519,0.019325919065915916
KERN,2020-10-14,4.83,4.89,4.8,4.8,11490,4.799999999999999,4.452445562130178,4.404338134430727,0.04810742769945087,0.01227247129487587
KERN,2020-10-13,4.7,4.74,4.5005,4.565,28856,4.564999999999999,4.389253846153847,4.372685185185186,0.01656866096866061,0.003313732193732122
KERN,2020-10-12,4.53,4.6,4.26,4.3573,37681,4.3573,4.3573,4.3573,0.0,0.0
