Symbol,Date,Open,High,Low,Close,Volume,DNN SMA,DNN spanTwelveEMA,DNN spanTwntySixEMA,DNN_x,DNN_y
DNN,2020-11-27,0.39299999999999996,0.39299999999999996,0.376601,0.3789,387028,0.3789,0.3590793244295681,0.3527163751754783,0.0063629492540898105,0.0031262187088494835
DNN,2020-11-27,0.39299999999999996,0.39299999999999996,0.376601,0.3789,387028,0.3789,0.35547556523494417,0.3506216851895166,0.004853880045427583,0.002317036072539415
DNN,2020-11-25,0.369,0.3749,0.354,0.374263,466598,0.374263,0.3512165770958431,0.3483594200046779,0.0028571570911651856,0.0016828250793173732
DNN,2020-11-24,0.35,0.3504,0.341,0.3487,204370,0.3487,0.3470263183859964,0.3462871336050521,0.0007391847809442575,0.0013892420763554202
DNN,2020-11-23,0.35,0.35,0.33799999999999997,0.345,250861,0.345,0.3467220126379957,0.3460941042934563,0.0006279083445394629,0.001551756400208197
DNN,2020-11-20,0.34,0.3449,0.3356,0.3363,123524,0.33630000000000004,0.34703510584490405,0.3461816326369328,0.0008534732079712447,0.0017827184141253943
DNN,2020-11-19,0.359,0.359,0.34,0.3419,280441,0.34190000000000004,0.3489869432712502,0.34697216324788743,0.00201478002336275,0.0020150297156639315
DNN,2020-11-18,0.3403,0.3498,0.34,0.3432,131580,0.3432000000000001,0.3502754784114775,0.3473779363077185,0.002897542103759032,0.0020150921387392267
DNN,2020-11-17,0.38,0.38,0.3409,0.3538,563231,0.3538000000000001,0.3515619290317461,0.34771217121233594,0.00384975781941016,0.0017944796474842894
DNN,2020-11-16,0.35,0.36,0.35,0.3528,58697,0.3528000000000001,0.3511550070375181,0.3472251449093228,0.003929862128195294,0.0012806601045028216
DNN,2020-11-13,0.3698,0.3698,0.3556,0.3579,68099,0.3579000000000001,0.35085591740797595,0.34677915650206864,0.004076760905907306,0.0006183595985797033
DNN,2020-11-12,0.3738,0.3738,0.3572,0.3615,81582,0.3615,0.34957517511851705,0.3458894890222341,0.0036856860962828923,-0.0002462407282521975
DNN,2020-11-11,0.375,0.3799,0.3662,0.3674,90546,0.3674000000000001,0.3474070251400656,0.34464064814401285,0.002766376996052755,-0.0012292224343859836
DNN,2020-11-10,0.35,0.3586,0.34700000000000003,0.358599,135275,0.3585990000000001,0.3437719388018957,0.34281989999553386,0.0009520388063618547,-0.0022281222919956684
DNN,2020-11-09,0.35,0.3597,0.35,0.3596,149534,0.35960000000000003,0.3410761094931495,0.34155757199517656,-0.0004814625020270745,-0.0030231625665850487
DNN,2020-11-06,0.35,0.35,0.34,0.3468,127564,0.34680000000000005,0.3377081294009949,0.3401141777547907,-0.00240604835379582,-0.003658587582724542
DNN,2020-11-05,0.33399999999999996,0.34,0.33,0.3395,116943,0.3395000000000001,0.3360550620193576,0.33957931197517394,-0.00352424995581635,-0.003971722389956736
DNN,2020-11-04,0.345,0.345,0.3323,0.33299999999999996,125587,0.3330000000000001,0.3354287096592408,0.3395856569331879,-0.004156947273947109,-0.004083590498491833
DNN,2020-11-03,0.34,0.3405,0.3397,0.33975,29639,0.3397500000000001,0.3358702932336481,0.3401125094878429,-0.0042422162541947426,-0.0040652513046280266
DNN,2020-11-02,0.34,0.3499,0.34,0.3419,145418,0.3419000000000001,0.3351648920034023,0.3401415102468703,-0.004976618243467956,-0.004021010067236334
DNN,2020-10-30,0.3227,0.3295,0.3227,0.3295,116110,0.3295000000000001,0.3339403269131119,0.34000083106661994,-0.006060504153508062,-0.003782108023178428
DNN,2020-10-29,0.316,0.32,0.3103,0.319,28326,0.3190000000000001,0.3347476590791322,0.3408408975519495,-0.0060932384728173425,-0.0032125089905960195
DNN,2020-10-28,0.3315,0.3315,0.3202,0.322848,159784,0.3228480000000001,0.3376108698207926,0.3425881693561055,-0.004977299535312896,-0.002492326620040689
DNN,2020-10-27,0.32,0.3249,0.32,0.321201,93755,0.3212010000000001,0.34029502797002764,0.3441673829045939,-0.0038723549345662796,-0.0018710833912226371
DNN,2020-10-26,0.33,0.3354,0.325,0.327,344610,0.327,0.3437666694191236,0.3460046935369614,-0.0022380241178378,-0.0013707655053867263
DNN,2020-10-23,0.3497,0.3497,0.34299999999999997,0.3476,53481,0.3476000000000001,0.34681515476805513,0.3475250690199183,-0.0007099142518631751,-0.001153950852273958
DNN,2020-10-22,0.3496,0.3539,0.342,0.349,131735,0.3490000000000001,0.34667245563497423,0.34751907454151176,-0.0008466189065375329,-0.0012649600023766534
DNN,2020-10-21,0.35700000000000004,0.35700000000000004,0.35,0.3537,78456,0.3537000000000001,0.3462492657504241,0.34740060050483274,-0.0011513347544086505,-0.0013695452763364336
DNN,2020-10-20,0.3481,0.3499,0.345,0.3451,55860,0.3451000000000001,0.3448945867959557,0.3468966485452193,-0.0020020617492636505,-0.001424097906818379
DNN,2020-10-19,0.35,0.3543,0.34051,0.34544899999999995,404201,0.3454490000000001,0.3448572389406749,0.3470403804288369,-0.0021831414881620104,-0.0012796069462070751
DNN,2020-10-16,0.3411,0.349,0.3318,0.3378,567794,0.33780000000000004,0.34474964602079755,0.34716769086314386,-0.002418044842346312,-0.0010537233107183411
DNN,2020-10-15,0.35,0.35,0.34,0.34105,708753,0.3410500000000001,0.34601321802457896,0.3479171061321953,-0.0019038881076163805,-0.0007126429278113485
DNN,2020-10-14,0.3425,0.344,0.3356,0.33689,690001,0.3368900000000001,0.3469156213017752,0.3484664746227709,-0.001550853320995749,-0.0004148316328601043
DNN,2020-10-13,0.35,0.3517,0.3411,0.3418,392455,0.3418,0.34873846153846155,0.3493925925925926,-0.0006541310541310352,-0.00013082621082620706
DNN,2020-10-12,0.3551,0.3595,0.35,0.35,741517,0.35,0.35,0.35,0.0,0.0
