Symbol,Date,Open,High,Low,Close,Volume,GALT SMA,GALT spanTwelveEMA,GALT spanTwntySixEMA,GALT_x,GALT_y
GALT,2021-07-14,2.96,3.0,2.96,2.98,44526,2.98,3.2398169303873665,3.3866898848108065,-0.1468729544234399,-0.15802989031758186
GALT,2021-07-13,3.19,3.21,3.15,3.2066,18708,3.2066,3.287056372275979,3.419225075595671,-0.1321687033196918,-0.1608191242911173
GALT,2021-07-12,3.32,3.34,3.27,3.27,136454,3.27,3.301684803598884,3.4362350816433245,-0.1345502780444403,-0.16798172953397364
GALT,2021-07-09,3.96,4.04,3.85,3.94,1147775,3.94,3.3074456769805,3.4495338881747903,-0.1420882111942907,-0.17633959240635697
GALT,2021-07-08,2.8,2.84,2.7915,2.84,9420,2.84,3.192435800067863,3.410296599228774,-0.2178607991609107,-0.18490243770937362
GALT,2021-07-07,2.9,2.9,2.86,2.86,4729,2.86,3.2565150364438384,3.4559203271670755,-0.1994052907232371,-0.17666284734648932
GALT,2021-07-06,3.17,3.17,3.17,3.17,917,3.17,3.328608679433628,3.503593953340441,-0.1749852739068136,-0.17097723650230234
GALT,2021-07-06,3.17,3.17,3.17,3.17,917,3.17,3.3574466211488327,3.5302814696076763,-0.1728348484588435,-0.16997522715117463
GALT,2021-07-02,3.27,3.36,3.27,3.3,1343,3.3,3.3915278249940752,3.5591039871762904,-0.1675761621822151,-0.16926032182425738
GALT,2021-07-01,3.21,3.2117,3.21,3.2117,5835,3.2117,3.408169247720271,3.5798323061503936,-0.1716630584301226,-0.16968136173476794
GALT,2021-06-30,3.51,3.51,3.4,3.4,8358,3.4,3.443890929123957,3.6092828906424255,-0.1653919615184684,-0.16918593756092926
GALT,2021-06-29,3.53,3.53,3.46,3.461,11808,3.461,3.4518710980555856,3.626025521893819,-0.1741544238382335,-0.17013443157154445
GALT,2021-06-28,3.45,3.46,3.45,3.46,3892,3.46,3.450211297702056,3.6392275636453246,-0.1890162659432688,-0.1691294335048722
GALT,2021-06-25,3.37,3.37,3.37,3.37,3502,3.37,3.4484315336478844,3.6535657687369514,-0.2051342350890661,-0.164157725395273
GALT,2021-06-24,3.27,3.285,3.27,3.285,3238,3.285,3.4626918124929547,3.676251030235907,-0.2135592177429521,-0.15391359797182452
GALT,2021-06-23,3.28,3.28,3.271,3.278,2313,3.278,3.494999414764401,3.7075511126547793,-0.2125516978903783,-0.1390021930290426
GALT,2021-06-22,3.13,3.145,3.13,3.145,3657,3.145,3.534453853812474,3.7419152016671617,-0.2074613478546876,-0.12061481681370864
GALT,2021-06-21,3.14,3.14,3.0616,3.102,12803,3.102,3.605263645414742,3.789668417800535,-0.1844047723857929,-0.09890318405346388
GALT,2021-06-18,3.3,3.3,3.3,3.3,39000,3.3,3.69676612639924,3.8446818912245777,-0.1479157648253375,-0.07752778697038162
GALT,2021-06-17,3.47,3.47,3.47,3.47,2390,3.47,3.768905422108193,3.888256442522544,-0.119351020414351,-0.05993079250664265
GALT,2021-06-16,3.46,3.48,3.45,3.45,9411,3.45,3.823251862491501,3.921716957924348,-0.0984650954328474,-0.04507573552971554
GALT,2021-06-15,3.63,3.67,3.63,3.67,10470,3.67,3.8911158374899553,3.959454314558296,-0.0683384770683406,-0.03172839555393268
GALT,2021-06-14,3.7,3.745,3.7,3.745,4276,3.745,3.9313187170335833,3.98261065972296,-0.0512919426893763,-0.02257587517533069
GALT,2021-06-11,3.79,3.82,3.79,3.8,2738,3.8,3.9651948474033256,4.001619512500796,-0.0364246650974706,-0.01539685829681917
GALT,2021-06-10,3.88,3.88,3.88,3.88,1730,3.88,3.99523027420393,4.01774907350086,-0.0225187992969297,-0.010139906596656296
GALT,2021-06-09,4.05,4.05,4.0058,4.0388,6608,4.0388,4.0161812331501,4.028768999380929,-0.0125877662308289,-0.007045183421587922
GALT,2021-06-08,3.97,3.98,3.9597,3.98,4526,3.98,4.012068730086481,4.027966519331403,-0.0158977892449216,-0.005659537719277673
GALT,2021-06-07,3.88,3.89,3.88,3.89,1266,3.89,4.017899408284023,4.031803840877915,-0.0139044325938915,-0.0030999748378666685
GALT,2021-06-04,4.02,4.02,4.02,4.02,2275,4.02,4.041153846153846,4.043148148148148,-0.0019943019943022,-0.00039886039886045667
GALT,2021-06-03,4.0,4.045,4.0,4.045,4146,4.045,4.045,4.045,0.0,0.0
