Symbol,Date,Open,High,Low,Close,Volume,AXU SMA,AXU spanTwelveEMA,AXU spanTwntySixEMA,AXU_x,AXU_y
AXU,2021-07-14,2.29,2.29,2.28,2.28,9022,2.28,2.3885790598550782,2.546861019433975,-0.1582819595788969,-0.13740482492671185
AXU,2021-07-13,2.2,2.2,2.19,2.19,11001,2.19,2.408320707101456,2.568209900988693,-0.1598891938872371,-0.13218554126366558
AXU,2021-07-12,2.26,2.27,2.15,2.21,115903,2.21,2.4480153811199026,2.598466693067788,-0.1504513119478856,-0.1252596281077727
AXU,2021-07-09,2.26,2.26,2.26,2.26,29395,2.26,2.491290904959885,2.6295440285132115,-0.1382531235533264,-0.11896170714774444
AXU,2021-07-08,2.36,2.36,2.36,2.36,5579,2.36,2.5333437967707733,2.6591075507942685,-0.1257637540234952,-0.11413885304634894
AXU,2021-07-07,2.43,2.455,2.43,2.455,7603,2.455,2.5648608507290955,2.68303615485781,-0.1181753041287145,-0.11123262780206233
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.5848355508616585,2.701279047246435,-0.1164434963847766,-0.10949695872039926
AXU,2021-07-06,2.53,2.53,2.51,2.53,13798,2.53,2.594805651018324,2.71498137102615,-0.1201757200078263,-0.10776032430430489
AXU,2021-07-02,2.59,2.59,2.5,2.5,30661,2.5,2.606588496658019,2.729779880708242,-0.123191384050223,-0.10465647537842462
AXU,2021-07-01,2.51,2.55,2.51,2.55,16009,2.55,2.6259682233231136,2.7481622711649014,-0.1221940478417877,-0.10002274821047502
AXU,2021-06-30,2.48,2.5,2.48,2.48,16729,2.48,2.63978062756368,2.7640152528580937,-0.1242346252944139,-0.09447992330264682
AXU,2021-06-29,2.45,2.47,2.45,2.45,15589,2.45,2.668831650757076,2.786736473086741,-0.1179048223296654,-0.08704124780470512
AXU,2021-06-28,2.55,2.56,2.55,2.55,8759,2.55,2.708619223621999,2.8136753909336805,-0.1050561673116816,-0.07932535417346515
AXU,2021-06-25,2.68,2.68,2.62,2.63,12081,2.63,2.737459082462362,2.834769422208375,-0.0973103397460128,-0.07289265088891102
AXU,2021-06-24,2.66,2.68,2.66,2.66,9027,2.66,2.756997097455519,2.851150975985045,-0.0941538785295259,-0.06678822867463555
AXU,2021-06-23,2.61,2.6201,2.61,2.6201,5647,2.6201,2.7746329333565223,2.8664430540638484,-0.091810120707326,-0.059946816210912954
AXU,2021-06-22,2.68,2.68,2.64,2.64,17630,2.64,2.8027298303304358,2.886150498388956,-0.0834206680585207,-0.051980990086809675
AXU,2021-06-21,2.65,2.66,2.65,2.66,37034,2.66,2.832317072208696,2.9058425382600728,-0.0735254660513766,-0.04412107059388201
AXU,2021-06-18,2.77,2.77,2.74,2.75,38177,2.75,2.863647448973913,2.9255099413208785,-0.061862492346965,-0.03676997172950835
AXU,2021-06-17,2.71,2.73,2.7,2.71,41696,2.71,2.884310621514625,2.9395507366265488,-0.0552401151119239,-0.030496841575144054
AXU,2021-06-16,2.8,2.82,2.8,2.8099,6274,2.8099,2.916003461790011,2.957914795556672,-0.0419113337666612,-0.024311023190949077
AXU,2021-06-15,2.8,2.82,2.8,2.82,3469,2.82,2.9352950002972857,2.9697559792012065,-0.0344609789039207,-0.01991094554702115
AXU,2021-06-14,2.88,2.9,2.88,2.8999,20524,2.8999,2.956257727624065,2.9817364575373038,-0.0254787299132384,-0.01627343720779625
AXU,2021-06-11,2.99,2.99,2.97,2.97,31633,2.97,2.9665045871920768,2.988283374140288,-0.0217787869482108,-0.013972114031435598
AXU,2021-06-10,2.91,2.92,2.91,2.92,9896,2.92,2.9658690575906363,2.9897460440715102,-0.0238769864808738,-0.012020445802241661
AXU,2021-06-09,2.91,2.91,2.9,2.9,5638,2.9,2.974208886243479,2.995325727597231,-0.0211168413537521,-0.009056310632583605
AXU,2021-06-08,2.96,2.96,2.95,2.95,8540,2.95,2.9877014110150206,3.002951785805009,-0.0152503747899888,-0.0060411779522914705
AXU,2021-06-07,2.92,2.97,2.92,2.935,35839,2.935,2.994556213017752,3.0071879286694103,-0.0126317156516586,-0.003738878742867247
AXU,2021-06-04,2.96,2.96,2.925,2.925,34448,2.925,3.0053846153846155,3.012962962962963,-0.0075783475783475,-0.0015156695156695044
AXU,2021-06-03,3.02,3.04,3.0,3.02,123043,3.02,3.02,3.02,0.0,0.0
