Symbol,Date,Open,High,Low,Close,Volume,GENE SMA,GENE spanTwelveEMA,GENE spanTwntySixEMA,GENE_x,GENE_y
GENE,2021-07-14,3.63,3.63,3.63,3.63,1628,3.63,3.93977144105556,4.001046599019994,-0.0612751579644341,0.01603635333003217
GENE,2021-07-13,3.66,3.66,3.6392,3.6392,1657,3.6392,3.99609352124748,4.030730326941594,-0.0346368056941139,0.035364231153648756
GENE,2021-07-12,3.84,3.84,3.84,3.84,2183,3.84,4.0609832523833855,4.062052753096921,-0.0010695007135357,0.052864490365589434
GENE,2021-07-09,4.0,4.0,3.94,3.9999,3154,3.9999,4.101162025544001,4.079816973344675,0.0213450521993259,0.06634798813537073
GENE,2021-07-08,3.78,3.8316,3.75,3.805,2197,3.805,4.119573302915637,4.086210331212249,0.0333629717033883,0.07759872211938192
GENE,2021-07-07,4.08,4.08,4.08,4.08,269,4.08,4.176768448900299,4.108707157709229,0.0680612911910705,0.08865765972338031
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.1943627123367175,4.111003730325967,0.0833589820107505,0.09380675185645776
GENE,2021-07-06,4.2,4.21,4.18,4.21,2145,4.21,4.191519569125211,4.103084028752044,0.0884355403731671,0.09641869431788457
GENE,2021-07-02,4.28,4.28,4.28,4.28,461,4.28,4.188159490784341,4.094530751052208,0.0936287397321331,0.09841448280406391
GENE,2021-07-01,4.24,4.24,4.21,4.2104,2289,4.2104,4.171461216381494,4.079693211136384,0.0917680052451102,0.0996109185720466
GENE,2021-06-30,4.22,4.22,4.2,4.2,741,4.2,4.164381437541765,4.069236668027294,0.0951447695144711,0.1015716469037807
GENE,2021-06-29,4.29,4.29,4.2237,4.2237,4469,4.2237,4.157905335276632,4.058775601469478,0.0991297338071541,0.10317836625110809
GENE,2021-06-28,4.27,4.35,4.27,4.28,4971,4.28,4.145942668963292,4.045581649587036,0.1003610193762556,0.10419052436209657
GENE,2021-06-25,4.19,4.19,4.16,4.1799,2561,4.1799,4.121568608774799,4.026828181553999,0.0947404272208007,0.10514790060855679
GENE,2021-06-24,4.1,4.1033,4.1,4.1033,1245,4.1033,4.110962901279308,4.014582436078318,0.0963804652009896,0.10774976895549579
GENE,2021-06-23,4.06,4.08,4.06,4.08,9897,4.08,4.1123561560573645,4.007485030964584,0.1048711250927807,0.1105920948941223
GENE,2021-06-22,4.12,4.1201,4.12,4.1201,2462,4.1201,4.118239093522339,4.00168383344175,0.116555260080589,0.11202233734445768
GENE,2021-06-21,4.18,4.18,4.18,4.18,1526,4.18,4.1179007468900375,3.99221054011709,0.1256902067729473,0.11088910666042485
GENE,2021-06-18,4.13,4.13,4.1201,4.1201,7288,4.1201,4.106609973597317,3.9771873833264575,0.1294225902708596,0.10718883163229424
GENE,2021-06-17,4.14,4.14,4.14,4.14,1914,4.14,4.104157241524102,3.965754373992574,0.138402867531528,0.10163039197265288
GENE,2021-06-16,4.05,4.0992,4.05,4.0992,2592,4.0992,4.097640376346666,3.95181472391198,0.1458256524346861,0.09243727308293406
GENE,2021-06-15,4.27,4.282,4.27,4.2768,3606,4.2768,4.097356808409696,3.9400239018249374,0.1573329065847577,0.07909017824499603
GENE,2021-06-14,4.45,4.4923,4.4212,4.4923,11473,4.4923,4.064730773575096,3.913081813970933,0.1516489596041621,0.05952949616005537
GENE,2021-06-11,4.76,4.8,4.76,4.7699,60331,4.7699,3.986990914225113,3.866744359088608,0.120246555136505,0.03649963029902835
GENE,2021-06-10,4.24,4.28,4.21,4.21,20715,4.21,3.844643807720588,3.794491907815696,0.0501518999048915,0.015562899089659172
GENE,2021-06-09,3.85,3.85,3.8396,3.8396,4145,3.8396,3.778215409124331,3.761251260440952,0.0169641486833795,0.0069156488858509646
GENE,2021-06-08,3.8,3.8,3.8,3.8,1617,3.8,3.767054574419664,3.754983361276228,0.0120712131434359,0.004403523936468919
GENE,2021-06-07,3.83,3.83,3.83,3.83,1105,3.83,3.7610644970414207,3.7513820301783274,0.0096824668630941,0.0024866016347270484
GENE,2021-06-04,3.79,3.79,3.785,3.785,3365,3.785,3.7485307692307694,3.745092592592592,0.003438176638177,0.0006876353276354941
GENE,2021-06-03,3.75,3.75,3.7419,3.7419,3586,3.7419,3.7419,3.7419,0.0,0.0
