Symbol,Date,Open,High,Low,Close,Volume,RMED SMA,RMED spanTwelveEMA,RMED spanTwntySixEMA,RMED_x,RMED_y
RMED,2020-09-02,0.32,0.326,0.3,0.3,1083706,0.3,0.3254052110655655,0.3370551737436805,-0.011649962678114969,-0.013837163655947908
RMED,2020-09-01,0.331,0.332,0.321,0.3221,599759,0.3221,0.33002434035021383,0.34001958764317497,-0.00999524729296114,-0.014383963900406143
RMED,2020-08-31,0.3374,0.34,0.32,0.3245,612738,0.3245000000000001,0.3314651295047981,0.34145315465462894,-0.00998802514983088,-0.015481143052267395
RMED,2020-08-28,0.3267,0.33,0.311,0.322,1366998,0.3220000000000001,0.33273151668748874,0.3428094070269993,-0.010077890339510565,-0.016854422527876535
RMED,2020-08-27,0.35,0.35,0.34,0.345,511886,0.34500000000000003,0.33468270153975943,0.3444741595891592,-0.009791458049399793,-0.01854855557496803
RMED,2020-08-26,0.3503,0.369,0.35,0.36459899999999995,961790,0.364599,0.33280682909244297,0.344432092356292,-0.011625263263848995,-0.020737829956360084
RMED,2020-08-25,0.3488,0.358,0.33299999999999996,0.358,825248,0.35800000000000004,0.32702643438197804,0.3428187397447953,-0.015792305362817283,-0.02301597162948784
RMED,2020-08-24,0.355,0.360799,0.33,0.335,2900192,0.3350000000000001,0.3213948769968831,0.34160423892437897,-0.02020936192749584,-0.024821888196155478
RMED,2020-08-21,0.3151,0.3153,0.301,0.308299,1469882,0.30829900000000005,0.3189212182690437,0.3421325780383293,-0.023211359769285626,-0.025975019763320385
RMED,2020-08-20,0.33,0.344,0.3106,0.3151,1943037,0.31510000000000005,0.3208525306815971,0.3448392642813957,-0.023986733599798585,-0.026665934761829074
RMED,2020-08-19,0.2965,0.318,0.295,0.314,734523,0.314,0.3218984453509784,0.34721840542390736,-0.025319960072928967,-0.02733573505233668
RMED,2020-08-18,0.3,0.3088,0.3,0.3021,333420,0.3021,0.32333452632388354,0.34987587785781993,-0.026541351533936386,-0.027839678797188606
RMED,2020-08-17,0.315,0.315,0.301,0.304,922603,0.304,0.3271953492918624,0.3536979480864455,-0.02650259879458311,-0.02816426061300166
RMED,2020-08-14,0.3112,0.3247,0.3112,0.3139,759317,0.3139,0.3314126855267465,0.3576737839333612,-0.026261098406614725,-0.028579676067606294
RMED,2020-08-13,0.33,0.33,0.314,0.32,760053,0.32,0.3345968101679731,0.3611756866480301,-0.026578876480056968,-0.029159320482854197
RMED,2020-08-12,0.317,0.33,0.3103,0.3151,2203941,0.3151,0.3372507756530591,0.3644697415798725,-0.02721896592681333,-0.029804431483553488
RMED,2020-08-11,0.39,0.39,0.37151,0.37809899999999996,2477025,0.3780989999999999,0.3412781894081608,0.3684193209062623,-0.02714113149810149,-0.030450797872738508
RMED,2020-08-10,0.331,0.3438,0.325,0.326,1449419,0.326,0.33458349657328096,0.3676449465787633,-0.03306145000548233,-0.03127821446639776
RMED,2020-08-07,0.34299999999999997,0.355,0.332,0.3401,5008161,0.3400999999999999,0.33614413231387746,0.3709765423050643,-0.03483240999118686,-0.030832405581626615
RMED,2020-08-06,0.299,0.3199,0.297,0.3164,3602228,0.31639999999999985,0.3354248836436734,0.37344666568946944,-0.03802178204579604,-0.029832404479236553
RMED,2020-08-05,0.3,0.3,0.293,0.294,631939,0.2939999999999998,0.33888395339706856,0.37801039894462707,-0.03912644554755845,-0.02778506008759668
RMED,2020-08-04,0.2999,0.2999,0.2911,0.2959,959728,0.2958999999999999,0.3470446721965356,0.3847312308601972,-0.037686558663661614,-0.024949713722606223
RMED,2020-08-03,0.3,0.3,0.2821,0.2867,1058410,0.2866999999999999,0.35634370350499656,0.39183772932901295,-0.035494025824016395,-0.021765502487342377
RMED,2020-07-31,0.3,0.3,0.285,0.2891,1705548,0.28909999999999986,0.3690061950513596,0.400248747675334,-0.03124255262397435,-0.01833337165317387
RMED,2020-07-30,0.3395,0.37,0.2895,0.29145,8002689,0.2914499999999999,0.3835345941516069,0.4091406474893607,-0.02560605333775384,-0.015106076410473734
RMED,2020-07-29,0.365,0.371,0.3626,0.368,201571,0.3679999999999999,0.4002772476337172,0.4185558992885096,-0.01827865165479237,-0.01248108217865372
RMED,2020-07-28,0.3977,0.3977,0.3695,0.3786,514331,0.3786,0.4061458381125749,0.4226003712315903,-0.01645453311901546,-0.011031689809619044
RMED,2020-07-27,0.3963,0.4,0.39,0.391,72079,0.391,0.4111541723148612,0.4261204009301176,-0.014966228615256372,-0.009675978982269955
RMED,2020-07-24,0.4,0.4,0.3801,0.3806,241402,0.3806,0.4148185672811997,0.42893003300452703,-0.01411146572332733,-0.008353416574023336
RMED,2020-07-23,0.415,0.415,0.402,0.405,68850,0.405,0.4210401249686905,0.4327964356448891,-0.011756310676198643,-0.006913904286697336
RMED,2020-07-22,0.4089,0.4299,0.4001,0.4193,348709,0.4193,0.4239565113266342,0.43502015049648013,-0.01106363916984604,-0.005703302689322009
RMED,2020-07-21,0.38799999999999996,0.40299999999999997,0.38799999999999996,0.3969,468729,0.3969,0.4248031497496586,0.4362777625361987,-0.011474612786540106,-0.004363218569191028
RMED,2020-07-20,0.39,0.395,0.37,0.37,853102,0.3700000000000001,0.42987644970414207,0.4394279835390946,-0.009551533834952608,-0.002585370014853759
RMED,2020-07-17,0.4,0.402,0.39,0.39601,483089,0.3960100000000001,0.4407630769230769,0.4449822222222222,-0.004219145299145299,-0.0008438290598290599
RMED,2020-07-16,0.4375,0.4489,0.4301,0.4489,91533,0.4489000000000001,0.4489,0.4489,0.0,0.0
