Symbol,Date,Open,High,Low,Close,Volume,NXXGF SMA,NXXGF spanTwelveEMA,NXXGF spanTwntySixEMA,NXXGF_x,NXXGF_y
NXXGF,2020-09-02,0.085,0.085,0.085,0.085,1050,0.085,0.08542763938079716,0.08212717379880714,0.003300465581990014,0.00389655043896906
NXXGF,2020-09-01,0.1231,0.1231,0.09293,0.09293,10100,0.09293,0.08550539199548754,0.0818973477027117,0.003608044292775836,0.004045571653213821
NXXGF,2020-08-31,0.0824,0.0824,0.0824,0.0824,2000,0.08239999999999999,0.08415546326739436,0.08101473551892864,0.003140727748465716,0.004154953493323317
NXXGF,2020-08-28,0.083,0.083,0.083,0.083,10000,0.08299999999999999,0.08447463840692061,0.08090391436044292,0.0035707240464776936,0.004408509929537717
NXXGF,2020-08-27,0.0711,0.09,0.0711,0.09,16500,0.08999999999999997,0.08474275448090618,0.08073622750927835,0.00400652697162783,0.004617956400302723
NXXGF,2020-08-26,0.0811,0.0811,0.0811,0.0811,600,0.08109999999999998,0.08378689165925278,0.07999512571002061,0.0037917659492321533,0.004770813757471445
NXXGF,2020-08-25,0.09,0.09,0.09,0.09,10000,0.08999999999999997,0.08427541741548054,0.07990673576682226,0.004368681648658279,0.005015575709531265
NXXGF,2020-08-24,0.083,0.083,0.08,0.08,7000,0.07999999999999999,0.0832345842182952,0.07909927462816804,0.004135309590127159,0.005177299224749511
NXXGF,2020-08-21,0.079,0.079039,0.0739,0.0739,103014,0.07389999999999998,0.08382269043980342,0.07902721659842148,0.004795473841381946,0.005437796633405098
NXXGF,2020-08-20,0.087,0.087,0.08693,0.08693,5727,0.08692999999999998,0.08562681597431314,0.07943739392629519,0.006189422048017951,0.005598377331410886
NXXGF,2020-08-19,0.09,0.09,0.09,0.09,15886,0.08999999999999997,0.08538987342418826,0.07883798544039881,0.006551887983789445,0.005450616152259119
NXXGF,2020-08-18,0.1,0.10205,0.09245,0.095047,205860,0.095047,0.08455166859222249,0.07794502427563071,0.006606644316591775,0.005175298194376537
NXXGF,2020-08-17,0.09,0.09,0.09,0.09,125,0.08999999999999997,0.08264342651808113,0.07657686621768117,0.0060665603003999535,0.004817461663822726
NXXGF,2020-08-14,0.0818,0.09300000000000001,0.0818,0.09,31000,0.09,0.08130586770318679,0.07550301551509568,0.005802852188091122,0.00450518700467842
NXXGF,2020-08-13,0.0884,0.0884,0.0884,0.0884,50000,0.0884,0.07972511637649349,0.07434325675630332,0.005381859620190166,0.004180770708825247
NXXGF,2020-08-12,0.0812,0.0812,0.0742,0.0742,16390,0.07420000000000003,0.07814786480858321,0.07321871729680758,0.0049291475117756315,0.003880498480984017
NXXGF,2020-08-11,0.08800000000000001,0.0921,0.0809,0.0921,95376,0.0921,0.0788656584101438,0.07314021468055219,0.005725443729591606,0.003618336223286113
NXXGF,2020-08-10,0.09085,0.095,0.0878,0.091,133153,0.09099999999999996,0.0764594144847154,0.07162343185499638,0.004835982629719016,0.0030915593467097393
NXXGF,2020-08-07,0.0895,0.09,0.084,0.086,552500,0.086,0.07381567166375455,0.0700733064033961,0.0037423652603584545,0.00265545352595742
NXXGF,2020-08-06,0.0754,0.0754,0.0754,0.0754,500,0.0754,0.07160033923898265,0.06879917091566777,0.002801168323314868,0.002383725592357161
NXXGF,2020-08-05,0.0661,0.0794,0.0661,0.078,22500,0.07799999999999999,0.07090949182788857,0.06827110458892123,0.0026383872389673657,0.002279364909617731
NXXGF,2020-08-04,0.071,0.071,0.0655,0.07,41200,0.06999999999999999,0.06962030852386833,0.06749279295603491,0.002127515567833416,0.002189609327280329
NXXGF,2020-08-03,0.075,0.075,0.075,0.075,2000,0.07499999999999997,0.0695512737100262,0.0672922163925177,0.0022590573175085005,0.002205132767142057
NXXGF,2020-07-31,0.0683,0.0683,0.063,0.063,29350,0.06299999999999999,0.06856059620275823,0.06667559370391912,0.0018850024988391054,0.0021916516295504463
NXXGF,2020-07-30,0.0693,0.0693,0.065,0.065,54000,0.065,0.06957161369416882,0.06696964120023265,0.0026019724939361773,0.0022683139122282813
NXXGF,2020-07-29,0.0693,0.0746,0.0693,0.0746,34000,0.0746,0.07040281618401771,0.06712721249625125,0.003275603687766457,0.0021848992668013073
NXXGF,2020-07-28,0.0772,0.0772,0.0732,0.0732,4000,0.07319999999999999,0.06963969185383911,0.06652938949595136,0.0031103023578877564,0.0019122231615600197
NXXGF,2020-07-27,0.075,0.0796,0.072119,0.07715,205400,0.07714999999999997,0.06899236309999167,0.06599574065562748,0.0029966224443642026,0.0016127033624780854
NXXGF,2020-07-24,0.067,0.0888,0.067,0.068425,47302,0.06842499999999999,0.06750915639089924,0.06510339990807766,0.0024057564828215837,0.0012667235920065592
NXXGF,2020-07-23,0.0656,0.0756,0.0656,0.0756,23700,0.07559999999999999,0.06734263937106275,0.06483767190072387,0.0025049674703388762,0.0009819653693028032
NXXGF,2020-07-22,0.1,0.1,0.0729,0.0793,961167,0.07929999999999998,0.06584130107489232,0.06397668565278178,0.0018646154221105546,0.0006012148440437848
