Symbol,Date,Open,High,Low,Close,Volume,RENN SMA,RENN spanTwelveEMA,RENN spanTwntySixEMA,RENN_x,RENN_y
RENN,2020-09-02,1.86,1.9,1.86,1.9,821,1.9,2.137671295013516,2.44137162151582,-0.30370032650230394,-0.29047393059945104
RENN,2020-09-01,1.86,1.91,1.86,1.9,2718,1.9,2.180884257743246,2.4846813512370853,-0.3037970934938392,-0.2871673316237378
RENN,2020-08-31,1.95,2.0031,1.95,2.0031,1386,2.0031,2.2319541227874726,2.5314558593360514,-0.2995017365485793,-0.28300989115621245
RENN,2020-08-28,1.95,1.99,1.95,1.98,769,1.98,2.2735639632942863,2.5737243280829363,-0.3001603647886504,-0.27888692980812085
RENN,2020-08-27,1.88,1.96,1.7901,1.9598,46971,1.9598,2.326939229347792,2.6212222743295714,-0.2942830449817793,-0.27356857106298854
RENN,2020-08-26,2.12,2.1503,2.12,2.1503,1074,2.1503,2.3936918165019363,2.674136056275937,-0.28044423977400124,-0.26838995258329085
RENN,2020-08-25,2.2,2.2501,2.2,2.25,870,2.25,2.437944874047743,2.7160429407780127,-0.2780980667302697,-0.2653763807856133
RENN,2020-08-24,2.27,2.29,2.23,2.23,5993,2.2299999999999995,2.4721166693291505,2.7533263760402535,-0.28120970671110346,-0.26219595929944917
RENN,2020-08-21,2.14,2.14,2.14,2.14,491,2.1399999999999992,2.5161378819344504,2.7951924861234745,-0.2790546041890241,-0.25744252244653565
RENN,2020-08-20,2.29,2.3,2.25,2.25,2657,2.2499999999999987,2.5845265877407138,2.8476078850133524,-0.2630812972726382,-0.2520395020109136
RENN,2020-08-19,2.45,2.55,2.45,2.5,1206,2.4999999999999982,2.6453496036935706,2.8954165158144214,-0.25006691212084986,-0.24927905319548227
RENN,2020-08-18,2.52,2.56,2.52,2.56,1767,2.5599999999999987,2.671776804365129,2.9270498370795752,-0.25527303271444524,-0.24908208846414015
RENN,2020-08-17,2.49,2.5,2.4865,2.49,2113,2.4899999999999998,2.692099859704244,2.9564138240459408,-0.26431396434169674,-0.24753435240156363
RENN,2020-08-14,2.41,2.5,2.41,2.5,1181,2.4999999999999982,2.728845288741379,2.993726929969616,-0.2648816412282371,-0.24333944941653035
RENN,2020-08-13,2.4,2.47,2.4,2.45,4962,2.4499999999999984,2.770453523057993,3.033225084367185,-0.2627715613091923,-0.23795390146360362
RENN,2020-08-12,2.64,2.64,2.57,2.58,2683,2.5799999999999983,2.8287177999776283,3.07988309111656,-0.25116529113893193,-0.23174948650220656
RENN,2020-08-11,2.69,2.7,2.62,2.68,2790,2.679999999999998,2.8739392181553787,3.1198737384058846,-0.24593452025050636,-0.2268955353430253
RENN,2020-08-10,2.68,2.6910000000000003,2.62,2.62,2885,2.619999999999998,2.9092008941836296,3.1550636374783565,-0.2458627432947265,-0.22213578911615517
RENN,2020-08-07,2.89,2.89,2.84,2.84,516,2.839999999999997,2.96178287494429,3.1978687284766245,-0.2360858535323347,-0.2162040505715122
RENN,2020-08-06,2.8,2.85,2.8,2.85,2637,2.8499999999999983,2.9839252158432514,3.2264982267547544,-0.24257301091150296,-0.21123359983130657
RENN,2020-08-05,2.83,2.88,2.83,2.88,717,2.8799999999999977,3.008275255087479,3.2566180848951345,-0.24834282980765554,-0.2033987470612575
RENN,2020-08-04,2.8,2.8499,2.79,2.8499,707,2.849899999999997,3.031598028739748,3.2867475316867454,-0.25514950294699723,-0.19216272637465798
RENN,2020-08-03,2.7,2.7,2.64,2.66,3340,2.659999999999997,3.0646340339651568,3.321695334221685,-0.2570613002565283,-0.17641603223157312
RENN,2020-07-31,2.76,2.81,2.71,2.755,3763,2.7549999999999972,3.1382038583224583,3.3746309609594203,-0.236427102636962,-0.1562547152253343
RENN,2020-07-30,2.88,2.89,2.85,2.8673,1392,2.867299999999997,3.20787728710836,3.4242014378361736,-0.216324150727814,-0.13621161837242735
RENN,2020-07-29,2.77,2.85,2.7,2.85,1937,2.8499999999999983,3.2698004302189703,3.4687535528630677,-0.19895312264409706,-0.1161834852835808
RENN,2020-07-28,3.0,3.075,3.0,3.02,2072,3.0199999999999974,3.3461277811678736,3.5182538370921126,-0.17212605592423902,-0.09549107594345162
RENN,2020-07-27,3.19,3.39,3.19,3.3499,26786,3.3498999999999977,3.405423741380214,3.558114144059481,-0.15269040267926748,-0.07633233094825476
RENN,2020-07-24,2.6601,2.6601,2.51,2.6,12465,2.599999999999998,3.415518967085708,3.57477127558424,-0.15925230849853245,-0.05724281301550169
RENN,2020-07-23,3.14,3.14,3.1002,3.11,1630,3.109999999999997,3.5637951429194725,3.6527529776309793,-0.08895783471150676,-0.03174043914474411
RENN,2020-07-22,3.46,3.5,3.28,3.39,5607,3.389999999999997,3.646303350723013,3.696173215841458,-0.0498698651184446,-0.01743609025305344
RENN,2020-07-21,3.65,3.65,3.58,3.58,508,3.579999999999997,3.69290395994538,3.7206670731087743,-0.02776311316339486,-0.009327646536705538
RENN,2020-07-20,3.52,3.6128,3.5,3.58,3045,3.5799999999999965,3.7134319526627215,3.731920438957476,-0.018488486294754747,-0.004718779880033317
RENN,2020-07-17,3.67,3.67,3.67,3.67,100,3.669999999999997,3.737692307692308,3.7440740740740734,-0.006381766381766685,-0.0012763532763530707
RENN,2020-07-16,3.73,3.76,3.73,3.75,1021,3.749999999999997,3.75,3.75,0.0,0.0
