Symbol,Date,Open,High,Low,Close,Volume
SPPI,2021-02-12,3.73,3.7376,3.58,3.68,236469
SPPI,2021-02-11,3.85,3.86,3.7476,3.815,254022
SPPI,2021-02-10,3.93,3.99,3.87,3.9676,377216
SPPI,2021-02-09,4.02,4.02,3.86,3.9076,392651
SPPI,2021-02-08,3.98,3.98,3.83,3.9306,599287
SPPI,2021-02-05,3.74,3.74,3.655,3.71,170616
SPPI,2021-02-04,3.79,3.8,3.7122,3.755,143738
SPPI,2021-02-03,3.7618,3.81,3.71,3.8,152568
SPPI,2021-02-02,3.76,3.79,3.64,3.65,221963
SPPI,2021-02-01,3.63,3.66,3.51,3.5524,193355
SPPI,2021-01-29,3.6,3.69,3.55,3.68,206308
SPPI,2021-01-28,3.72,3.8,3.705,3.72,173953
SPPI,2021-01-27,3.78,3.79,3.56,3.6368,529433
SPPI,2021-01-26,4.02,4.03,3.94,3.9662,235835
SPPI,2021-01-25,4.05,4.06,3.91,3.9583,249976
SPPI,2021-01-22,3.93,3.93,3.79,3.819,333148
SPPI,2021-01-21,4.07,4.09,3.8,3.82,575355
SPPI,2021-01-20,4.31,4.35,4.02,4.02,905067
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553
SPPI,2021-01-19,3.7664,3.86,3.72,3.78,514553
SPPI,2021-01-15,3.79,3.83,3.7,3.7508,217344
SPPI,2021-01-14,3.75,3.79,3.71,3.78,120035
SPPI,2021-01-13,3.69,3.73,3.6473,3.65,208019
SPPI,2021-01-12,3.65,3.67,3.61,3.64,47741
SPPI,2021-01-11,3.7,3.73,3.61,3.685,160219
SPPI,2021-01-08,3.78,3.79,3.71,3.715,167231
SPPI,2021-01-07,3.73,3.75,3.64,3.7,300842
SPPI,2021-01-06,3.52,3.57,3.43,3.48,200841
SPPI,2021-01-05,3.46,3.5,3.43,3.4346,105044
