Symbol,Date,Open,High,Low,Close,Volume
ASC,2021-02-12,3.89,4.05,3.89,4.05,47529
ASC,2021-02-11,3.94,3.99,3.91,3.96,90067
ASC,2021-02-10,3.87,3.98,3.86,3.94,75562
ASC,2021-02-09,3.95,3.96,3.855,3.92,126079
ASC,2021-02-08,3.81,3.99,3.77,3.9411,127830
ASC,2021-02-05,3.6,3.645,3.57,3.59,57254
ASC,2021-02-04,3.46,3.52,3.435,3.45,27893
ASC,2021-02-03,3.37,3.5,3.37,3.5,81522
ASC,2021-02-02,3.37,3.42,3.29,3.31,32827
ASC,2021-02-01,3.26,3.33,3.25,3.3193,61294
ASC,2021-01-29,3.19,3.33,3.19,3.2827,26223
ASC,2021-01-28,3.32,3.35,3.27,3.27,33576
ASC,2021-01-27,3.33,3.59,3.33,3.41,95967
ASC,2021-01-26,3.33,3.45,3.295,3.45,52901
ASC,2021-01-25,3.31,3.35,3.24,3.28,78770
ASC,2021-01-22,3.3,3.35,3.2686,3.3,23325
ASC,2021-01-21,3.31,3.3473,3.25,3.25,21895
ASC,2021-01-20,3.29,3.35,3.23,3.28,40219
ASC,2021-01-19,3.63,3.64,3.5285,3.54,38798
ASC,2021-01-19,3.63,3.64,3.5285,3.54,38798
ASC,2021-01-15,3.89,3.9,3.72,3.72,17170
ASC,2021-01-14,3.65,3.7168,3.65,3.7168,5236
ASC,2021-01-13,3.83,3.8849,3.76,3.7781,63707
ASC,2021-01-12,3.68,3.77,3.67,3.77,24308
ASC,2021-01-11,3.6,3.65,3.58,3.64,47442
ASC,2021-01-08,3.55,3.59,3.5,3.57,53074
ASC,2021-01-07,3.36,3.36,3.3,3.34,3980
ASC,2021-01-06,3.35,3.38,3.32,3.35,15048
ASC,2021-01-05,3.34,3.38,3.27,3.38,29730
