Symbol,Date,Open,High,Low,Close,Volume
BXRX,2021-02-12,1.81,1.84,1.75,1.7889,925646
BXRX,2021-02-11,2.0,2.0,1.88,1.885,780743
BXRX,2021-02-10,2.0,2.06,1.95,1.9987,1928362
BXRX,2021-02-09,2.01,2.1,1.96,2.025,4685647
BXRX,2021-02-08,1.77,1.95,1.7,1.9299,3112570
BXRX,2021-02-05,1.6,1.63,1.57,1.5911,744567
BXRX,2021-02-04,1.58,1.63,1.5,1.52,930541
BXRX,2021-02-03,1.45,1.46,1.43,1.44,400974
BXRX,2021-02-02,1.32,1.33,1.29,1.315,477185
BXRX,2021-02-01,1.35,1.35,1.28,1.3,595101
BXRX,2021-01-29,1.38,1.38,1.31,1.3499,566574
BXRX,2021-01-28,1.36,1.36,1.31,1.335,643948
BXRX,2021-01-27,1.42,1.45,1.21,1.3702,2155126
BXRX,2021-01-26,1.54,1.5548,1.5,1.5,879982
BXRX,2021-01-25,1.5,1.57,1.5,1.52,605701
BXRX,2021-01-22,1.51,1.53,1.39,1.4601,1338293
BXRX,2021-01-21,1.72,1.85,1.64,1.65,2807947
BXRX,2021-01-20,1.5507,1.59,1.46,1.509,1964191
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394
BXRX,2021-01-19,1.32,1.34,1.31,1.3312,501394
BXRX,2021-01-15,1.31,1.37,1.3,1.35,416923
BXRX,2021-01-14,1.29,1.3,1.27,1.285,532913
BXRX,2021-01-13,1.37,1.38,1.3,1.32,903747
BXRX,2021-01-12,1.41,1.44,1.33,1.345,2912102
BXRX,2021-01-11,1.23,1.3,1.22,1.2787,2528722
BXRX,2021-01-08,1.18,1.18,1.12,1.125,475093
BXRX,2021-01-07,1.19,1.19,1.14,1.1413,1152287
BXRX,2021-01-06,1.05,1.08,1.02,1.04,1414758
BXRX,2021-01-05,1.02,1.02,1.0,1.0,348085
