Symbol,Date,Open,High,Low,Close,Volume
MRKR,2021-02-12,3.23,3.23,2.929,2.95,151215
MRKR,2021-02-11,3.38,3.381,3.15,3.2001,104850
MRKR,2021-02-10,3.175,3.2718,3.0,3.22,149574
MRKR,2021-02-09,3.23,3.77,3.22,3.7,760244
MRKR,2021-02-08,2.27,2.4423,2.23,2.43,217561
MRKR,2021-02-05,2.18,2.18,2.1,2.14,93347
MRKR,2021-02-04,2.08,2.09,2.03,2.06,153233
MRKR,2021-02-03,1.85,1.9434,1.85,1.93,41969
MRKR,2021-02-02,1.91,1.94,1.8501,1.8796,27235
MRKR,2021-02-01,1.96,1.96,1.84,1.86,33584
MRKR,2021-01-29,1.9,1.9,1.81,1.84,17840
MRKR,2021-01-28,1.89,2.01,1.89,1.9,114063
MRKR,2021-01-27,1.98,1.9826,1.88,1.92,77516
MRKR,2021-01-26,2.03,2.03,1.99,2.02,19391
MRKR,2021-01-25,2.03,2.05,2.02,2.0216,19133
MRKR,2021-01-22,2.02,2.0262,1.974,2.0199,67434
MRKR,2021-01-21,2.27,2.27,2.05,2.0644,110988
MRKR,2021-01-20,2.06,2.0646,2.01,2.05,37643
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036
MRKR,2021-01-19,2.07,2.09,1.94,2.02,136036
MRKR,2021-01-15,2.14,2.18,2.13,2.14,77896
MRKR,2021-01-14,2.1,2.18,2.08,2.12,124681
MRKR,2021-01-13,2.0896,2.14,2.0501,2.12,265878
MRKR,2021-01-12,1.86,1.9,1.85,1.88,71200
MRKR,2021-01-11,1.78,1.8039,1.76,1.785,86844
MRKR,2021-01-08,1.72,1.74,1.66,1.6998,23342
MRKR,2021-01-07,1.71,1.74,1.68,1.7128,81488
MRKR,2021-01-06,1.71,1.7243,1.65,1.675,84867
MRKR,2021-01-05,1.74,1.85,1.65,1.75,494208
