Symbol,Date,Open,High,Low,Close,Volume
XAN,2021-02-12,4.02,4.1,4.02,4.06,73790
XAN,2021-02-11,4.05,4.15,4.045,4.12,86287
XAN,2021-02-10,4.03,4.13,4.01,4.09,139332
XAN,2021-02-09,3.92,3.9699,3.9,3.94,76167
XAN,2021-02-08,3.99,4.01,3.91,3.95,157907
XAN,2021-02-05,3.94,3.99,3.91,3.92,128643
XAN,2021-02-04,4.05,4.17,4.05,4.11,89642
XAN,2021-02-03,4.06,4.19,4.06,4.16,93062
XAN,2021-02-02,4.0,4.08,4.0,4.075,49518
XAN,2021-02-01,3.98,4.04,3.95,3.95,66901
XAN,2021-01-29,4.05,4.16,4.0401,4.11,110214
XAN,2021-01-28,4.07,4.26,4.07,4.08,47428
XAN,2021-01-27,4.34,4.42,4.16,4.22,141601
XAN,2021-01-26,4.26,4.46,4.26,4.45,163757
XAN,2021-01-25,4.15,4.28,4.15,4.24,79071
XAN,2021-01-22,4.22,4.27,4.185,4.21,54349
XAN,2021-01-21,4.02,4.1,3.99,4.09,66761
XAN,2021-01-20,4.02,4.0801,4.02,4.0801,67829
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122
XAN,2021-01-19,4.12,4.14,4.02,4.045,85122
XAN,2021-01-15,4.08,4.17,4.05,4.1037,33451
XAN,2021-01-14,4.09,4.2001,4.09,4.2,116783
XAN,2021-01-13,4.08,4.19,4.08,4.1,60162
XAN,2021-01-12,4.06,4.07,3.95,4.07,89658
XAN,2021-01-11,4.2,4.31,4.2,4.29,115589
XAN,2021-01-08,4.03,4.03,3.86,3.92,125341
XAN,2021-01-07,3.93,4.015,3.93,4.01,38610
XAN,2021-01-06,3.85,3.97,3.85,3.9601,41600
XAN,2021-01-05,3.79,3.85,3.78,3.8,60229
