Symbol,Date,Open,High,Low,Close,Volume,AGEN SMA,AGEN spanTwelveEMA,AGEN spanTwntySixEMA,AGEN_x,AGEN_y
AGEN,2021-06-21,5.28,5.3119,5.2784,5.29,45311,5.29,4.931333390077201,4.488542906692931,0.4427904833842699,0.41487751094599506
AGEN,2021-06-18,5.22,5.27,5.2,5.21,285294,5.21,4.866121279182147,4.424426339228366,0.4416949399537815,0.4078992678364263
AGEN,2021-06-17,5.21,5.22,5.14,5.16,129379,5.16,4.803597875397084,4.361580446366635,0.4420174290304484,0.3994503498070875
AGEN,2021-06-16,5.04,5.08,5.0,5.08,22217,5.08,4.738797489105645,4.297706882075966,0.4410906070296789,0.3888085800012472
AGEN,2021-06-15,5.11,5.12,5.1,5.1115,20309,5.1115,4.676760668943035,4.235123432642044,0.4416372363009913,0.3757380732441392
AGEN,2021-06-14,5.16,5.21,5.16,5.2,64856,5.2,4.597717154205405,4.165013307253407,0.4327038469519983,0.35926328247992617
AGEN,2021-06-11,5.07,5.1245,5.0405,5.09,147978,5.09,4.488211182242751,4.082214371833679,0.4059968104090723,0.34090314136190814
AGEN,2021-06-10,5.09,5.0948,5.06,5.0718,33056,5.0718,4.378795033559616,4.001591521580374,0.3772035119792418,0.3246297241001171
AGEN,2021-06-09,4.865,4.96,4.842,4.96,109930,4.96,4.252794130570455,3.915974843306804,0.3368192872636504,0.3114862771303359
AGEN,2021-06-08,4.36,4.47,4.36,4.47,144611,4.47,4.1242112452196285,3.832452830771349,0.2917584144482799,0.3051530245970071
AGEN,2021-06-07,4.03,4.1,4.03,4.07,31353,4.07,4.061340562532288,3.781449057233057,0.279891505299231,0.308501677134189
AGEN,2021-06-04,4.07,4.07,4.0325,4.0461,34749,4.0461,4.05976611935634,3.758364981811701,0.3014011375446386,0.31565422009292854
AGEN,2021-06-03,4.03,4.08,4.0201,4.06,56046,4.06,4.06225086833022,3.735346180356637,0.3269046879735828,0.31921749073000094
AGEN,2021-06-02,4.23,4.2863,4.23,4.235,36341,4.235,4.062660117117533,3.709373874785168,0.3532862423323646,0.31729569141910546
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,4.031325592957084,3.667323784767982,0.3640018081891023,0.30829805369079066
AGEN,2021-06-01,4.39,4.4,4.35,4.36,115306,4.36,3.971566609858373,3.61190968754942,0.3596569223089521,0.29437211506621275
AGEN,2021-05-28,4.18,4.24,4.18,4.24,34139,4.24,3.900942357105349,3.5520624625533737,0.3488798945519757,0.2780509132555277
AGEN,2021-05-27,4.15,4.19,4.15,4.1682,38113,4.1682,3.8392955129426856,3.497027459557644,0.3422680533850419,0.2603436679314158
AGEN,2021-05-26,4.05,4.0528,4.015,4.05,40048,4.05,3.779494697114083,3.443333656322255,0.3361610407918278,0.23986257156800933
AGEN,2021-05-25,4.06,4.08,4.0301,4.039,28537,4.039,3.730311914771189,3.394800348828036,0.3355115659431531,0.21578795426205466
AGEN,2021-05-24,4.2256,4.25,4.22,4.22,53607,4.22,3.674186808365951,3.343264376734279,0.3309224316316719,0.18585705134178004
AGEN,2021-05-21,4.24,4.25,4.23,4.241,90732,4.241,3.574948046250669,3.273125526873021,0.301822519377648,0.1495907062693071
AGEN,2021-05-20,4.16,4.28,4.1338,4.2629,172004,4.2629,3.4538476910235185,3.1956955690228623,0.2581521220006562,0.11153275299222185
AGEN,2021-05-19,4.0,4.08,3.9876,4.0,668005,4.0,3.3067472712096126,3.110319214544691,0.1964280566649217,0.07487791074011325
AGEN,2021-05-18,4.22,4.23,4.1573,4.1699,762213,4.1699,3.1807013205204515,3.039144751708266,0.1415565688121853,0.04449037425891114
AGEN,2021-05-17,3.26,3.27,3.22,3.25,90496,3.25,3.000847015160533,2.948684331844928,0.0521626833156059,0.020223825620592578
AGEN,2021-05-14,3.05,3.05,3.03,3.03,13973,3.03,2.9555464724624487,2.9245790783925214,0.0309673940699273,0.01223911119683946
AGEN,2021-05-13,3.07,3.07,3.0521,3.07,13479,3.07,2.9420094674556214,2.916145404663923,0.0258640627916983,0.007557040478567494
AGEN,2021-05-12,3.05,3.0768,3.05,3.0768,11371,3.0768,2.918738461538461,2.903837037037037,0.0149014245014242,0.0029802849002847688
AGEN,2021-05-11,2.89,2.8946,2.87,2.89,27180,2.89,2.89,2.89,0.0,0.0
