Symbol,Date,Open,High,Low,Close,Volume,SPPI SMA,SPPI spanTwelveEMA,SPPI spanTwntySixEMA,SPPI_x,SPPI_y
SPPI,2021-06-21,4.2864,4.3,4.272,4.2816,27442,4.2816,4.172343887704399,3.8835970605388046,0.2887468271655939,0.29050654062209746
SPPI,2021-06-18,4.25,4.28,4.24,4.28,206378,4.28,4.1524791400142895,3.851756825381909,0.3007223146323805,0.2909464689862233
SPPI,2021-06-17,4.22,4.245,4.22,4.24,21510,4.24,4.129293529107796,3.8174973714124616,0.3117961576953347,0.28850250757468393
SPPI,2021-06-16,4.22,4.25,4.22,4.23,37767,4.23,4.109165079854669,3.7836971611254575,0.3254679187292102,0.2826790950445212
SPPI,2021-06-15,4.42,4.42,4.39,4.4,24594,4.4,4.0871950943736985,3.747992934015495,0.3392021603582038,0.27198188912334875
SPPI,2021-06-14,4.44,4.45,4.4336,4.4418,58051,4.4418,4.0303214751689165,3.6958323687367343,0.3344891064321822,0.25517682131463504
SPPI,2021-06-11,4.4,4.42,4.38,4.38,23656,4.38,3.955507197926901,3.636154958235673,0.3193522396912285,0.23534875003524822
SPPI,2021-06-10,4.38,4.42,4.37,4.42,64105,4.42,3.878326688459065,3.5766473548945266,0.3016793335645387,0.21434787762125324
SPPI,2021-06-09,4.2149,4.26,4.2144,4.245,27870,4.245,3.779840631815259,3.509179143286089,0.27066148852917,0.19251501363543194
SPPI,2021-06-08,4.32,4.34,4.31,4.32,58979,4.32,3.695266201236216,3.450313474748976,0.2449527264872393,0.17297839491199743
SPPI,2021-06-07,3.8568,3.88,3.85,3.8501,42307,3.8501,3.581678237824618,3.3807385527288942,0.2009396850957236,0.15498481201818684
SPPI,2021-06-04,3.85,3.8582,3.8,3.81,35331,3.81,3.5328742810654576,3.343189636947206,0.1896846441182518,0.14349609374880262
SPPI,2021-06-03,3.85,3.85,3.84,3.84,49023,3.84,3.482487786713723,3.3058448079029823,0.1766429788107406,0.1319489561564403
SPPI,2021-06-02,3.75,3.79,3.69,3.69,74896,3.69,3.417485566116218,3.263112392535221,0.1543731735809972,0.12077545049286523
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.3679374872282577,3.228961383938038,0.1389761032902194,0.11237601972083222
SPPI,2021-06-01,3.59,3.59,3.52,3.568,95220,3.568,3.3315624849061227,3.201838294653081,0.1297241902530412,0.1057259988284854
SPPI,2021-05-28,3.4964,3.4964,3.48,3.4808,26012,3.4808,3.288573845798145,3.172545358225328,0.1160284875728168,0.09972645097234631
SPPI,2021-05-27,3.3,3.32,3.2832,3.32,61705,3.32,3.2536236359432618,3.1478849868833545,0.1057386490599072,0.09565094182222868
SPPI,2021-05-26,3.25,3.28,3.25,3.28,15637,3.28,3.2415552061147643,3.1341157858340227,0.1074394202807416,0.09312901501280901
SPPI,2021-05-25,3.21,3.239,3.21,3.21,32467,3.21,3.234565243590176,3.122445048700744,0.1121201948894317,0.08955141369582587
SPPI,2021-05-24,3.38,3.389,3.36,3.36,28798,3.36,3.2390316515156625,3.115440652596804,0.1235909989188588,0.0839092183974243
SPPI,2021-05-21,3.45,3.45,3.41,3.42,27480,3.42,3.217037406336692,3.095875904804548,0.1211615015321436,0.07398877326706577
SPPI,2021-05-20,3.33,3.35,3.33,3.33,20291,3.33,3.180135116579727,3.069945977188912,0.1101891393908154,0.06219559120079618
SPPI,2021-05-19,3.3352,3.43,3.3,3.3401,59908,3.3401,3.152886955957859,3.0491416553640245,0.1037453005938346,0.05019720415329147
SPPI,2021-05-18,3.45,3.51,3.45,3.4792,64509,3.4792,3.11884822067747,3.0258649877931467,0.0929832328843232,0.03681018004315566
SPPI,2021-05-17,3.4764,3.4764,3.41,3.425,90172,3.425,3.053329715346101,2.9895981868165986,0.0637315285295025,0.022766916832863776
SPPI,2021-05-14,3.07,3.08,3.0178,3.02,50933,3.02,2.985753299954484,2.9547660417619266,0.0309872581925567,0.012525763908704069
SPPI,2021-05-13,3.2173,3.2332,3.17,3.18,39337,3.18,2.979526627218935,2.9495473251028805,0.0299793021160543,0.007910390337740783
SPPI,2021-05-12,3.08,3.08,3.06,3.07,15402,3.07,2.943076923076923,2.931111111111111,0.0119658119658119,0.002393162393162385
SPPI,2021-05-11,2.95,2.95,2.91,2.92,46460,2.92,2.92,2.92,0.0,0.0
