Symbol,Date,Open,High,Low,Close,Volume,EGLX SMA,EGLX spanTwelveEMA,EGLX spanTwntySixEMA,EGLX_x,EGLX_y
EGLX,2021-06-21,5.55,5.55,5.43,5.46,9022,5.46,6.051875723816893,6.330389527529654,-0.2785138037127606,-0.15985264626615725
EGLX,2021-06-18,5.56,5.58,5.53,5.58,4254,5.58,6.159489491783601,6.400020689732026,-0.2405311979484246,-0.1301873569045064
EGLX,2021-06-17,5.62,5.73,5.55,5.67,6231,5.67,6.264851217562438,6.465622344910588,-0.2007711273481502,-0.10260139664352685
EGLX,2021-06-16,5.73,5.83,5.73,5.83,4821,5.83,6.373005984391972,6.529272132503435,-0.1562661481114631,-0.07805896396737098
EGLX,2021-06-15,6.05,6.1,6.02,6.02,41862,6.02,6.471734345190511,6.585213903103709,-0.1134795579131973,-0.05850716793134817
EGLX,2021-06-14,6.31,6.34,6.2601,6.2601,37780,6.2601,6.553867862497877,6.630431015352006,-0.0765631528541286,-0.04476407043588588
EGLX,2021-06-11,6.09,6.25,6.09,6.2,110185,6.2,6.607280201133855,6.6600574965801655,-0.0527772954463108,-0.03681429983132519
EGLX,2021-06-10,6.5,6.64,6.5,6.6,38978,6.6,6.681331146794555,6.696862096306579,-0.0155309495120237,-0.03282355092757878
EGLX,2021-06-09,6.72,6.72,6.68,6.7086,1372,6.7086,6.696118628029929,6.704611064011106,-0.0084924359811768,-0.03714670128146754
EGLX,2021-06-08,6.85,6.91,6.79,6.91,4330,6.91,6.693849287671734,6.704291949131994,-0.0104426614602601,-0.04431026760654021
EGLX,2021-06-07,6.64,6.64,6.61,6.61,7776,6.61,6.654549158157503,6.687835305062553,-0.0332861469050493,-0.05277716914311021
EGLX,2021-06-04,6.45,6.5,6.44,6.5,2937,6.5,6.662649005095231,6.694062129467557,-0.0314131243723263,-0.057649924702625414
EGLX,2021-06-03,6.68,6.68,6.68,6.68,2679,6.68,6.692221551476182,6.709587099824962,-0.0173655483487795,-0.06420912478520018
EGLX,2021-06-02,6.98,6.98,6.98,6.98,984,6.98,6.694443651744578,6.711954067810959,-0.017510416066381,-0.07592001889430532
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.642524315698138,6.690510393235836,-0.0479860775376979,-0.09052241960128639
EGLX,2021-06-01,6.88,6.88,6.88,6.88,2502,6.88,6.599346918552344,6.675351224694702,-0.0760043061423578,-0.10115650511718349
EGLX,2021-05-28,6.55,6.63,6.55,6.63,2193,6.63,6.548319085561861,6.658979322670279,-0.1106602371084175,-0.1074445548608899
EGLX,2021-05-27,6.27,6.27,6.27,6.27,1722,6.27,6.533468010209472,6.661297668483901,-0.1278296582744298,-0.10664063429900775
EGLX,2021-05-26,6.62,6.62,6.5,6.5,4617,6.5,6.581371284793012,6.692601481962614,-0.1112301971696014,-0.10134337830515244
EGLX,2021-05-25,6.54,6.57,6.54,6.57,1546,6.57,6.596166063846287,6.708009600519622,-0.1118435366733354,-0.09887167358904017
EGLX,2021-05-24,6.7,6.7,6.7,6.7,1107,6.7,6.6009235300001565,6.719050368561192,-0.1181268385610359,-0.09562870781796635
EGLX,2021-05-21,6.7,6.8829,6.7,6.8829,2506,6.8829,6.582909626363821,6.720574398046088,-0.1376647716822665,-0.09000417513219897
EGLX,2021-05-20,6.3,6.35,6.3,6.35,3588,6.35,6.5283659220663335,6.707588349889775,-0.1792224278234417,-0.07808902599468207
EGLX,2021-05-19,5.79,5.79,5.75,5.78,4983,5.78,6.560796089714758,6.736195417880957,-0.1753993281661987,-0.052805675537492144
EGLX,2021-05-18,5.86,6.02,5.86,5.99,16342,5.99,6.702759015117441,6.812691051311433,-0.1099320361939923,-0.02215726238031549
EGLX,2021-05-17,6.39,6.39,6.34,6.3619,6832,6.3619,6.832351563320612,6.878506335416349,-0.0461547720957362,-0.0002135689268962654
EGLX,2021-05-14,6.35,6.56,6.26,6.5199,15413,6.5199,6.917888211197087,6.9198348422496565,-0.0019466310525695,0.011271731865313734
EGLX,2021-05-13,7.25,7.25,6.95,6.9747,23786,6.9747,6.990249704142012,6.9518296296296285,0.0384200745123832,0.01457632259478455
EGLX,2021-05-12,7.51,7.51,7.4178,7.45,11503,7.45,6.993076923076924,6.949999999999999,0.0430769230769243,0.00861538461538487
EGLX,2021-05-11,7.4,7.4,6.87,6.91,69149,6.91,6.91,6.91,0.0,0.0
