Symbol,Date,Open,High,Low,Close,Volume,ATOS SMA,ATOS spanTwelveEMA,ATOS spanTwntySixEMA,ATOS_x,ATOS_y
ATOS,2021-06-21,5.6,5.69,5.6,5.65,224051,5.65,4.760947093542984,4.216855367585266,0.5440917259577178,0.5038007222814886
ATOS,2021-06-18,5.1282,5.2164,5.08,5.2099,152808,5.2099,4.599301110550799,4.102203796992087,0.4970973135587124,0.4937279713624313
ATOS,2021-06-17,4.66,4.66,4.62,4.63,81337,4.63,4.488283130650944,4.013588100751454,0.4746950298994905,0.492885635813361
ATOS,2021-06-16,4.64,4.67,4.625,4.6615,59104,4.6615,4.462516427132934,3.96427514881157,0.4982412783213643,0.49743328729182856
ATOS,2021-06-15,4.63,4.66,4.57,4.6518,423818,4.6518,4.426337595702559,3.908497160716496,0.5178404349860628,0.49723128953444456
ATOS,2021-06-14,4.41,4.43,4.36,4.37,588454,4.37,4.3853444312848415,3.849032933573816,0.5363114977110262,0.4920790031715401
ATOS,2021-06-11,4.48,4.49,4.2,4.2601,657517,4.2601,4.388134327882085,3.80735556825972,0.5807787596223646,0.4810208795366686
ATOS,2021-06-10,4.15,4.3,4.14,4.2901,513394,4.2901,4.411413296587919,3.771136013720498,0.6402772828674212,0.45608140951524445
ATOS,2021-06-09,5.57,5.8,5.57,5.7869,608973,5.7869,4.433470259603904,3.7296188948181377,0.7038513647857667,0.4100324411772003
ATOS,2021-06-08,6.3,6.48,6.22,6.4799,549246,6.4799,4.187392124986433,3.5650364064035887,0.6223557185828441,0.3365777102750587
ATOS,2021-06-07,4.9,4.97,4.9,4.97,261346,4.97,3.770572511347603,3.331847318915876,0.4387251924317272,0.2651332081981123
ATOS,2021-06-04,4.5453,4.59,4.5453,4.5797,181734,4.5797,3.5524947861380767,3.2007951044291456,0.351699681708931,0.22173521213970865
ATOS,2021-06-03,3.94,3.96,3.92,3.9501,139295,3.9501,3.365730201799545,3.0904827127834773,0.2752474890160679,0.189244094747403
ATOS,2021-06-02,3.99,4.0,3.97,3.991,225175,3.991,3.2594811475812806,3.021713329806156,0.2377678177751248,0.16774324618023678
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.1264777198687863,2.944170396190648,0.1823073236781383,0.15023710328151477
ATOS,2021-06-01,3.32,3.34,3.32,3.34,140205,3.34,3.0876554871176563,2.9125040278859,0.1751514592317562,0.14221954818235888
ATOS,2021-05-28,3.16,3.2,3.16,3.195,54406,3.195,3.041774666593594,2.878304350116772,0.1634703164768218,0.13398657042000953
ATOS,2021-05-27,3.14,3.16,3.13,3.16,31109,3.16,3.0139155150651566,2.852968698126113,0.1609468169390431,0.12661563390580644
ATOS,2021-05-26,3.0,3.01,2.96,2.97,236770,2.97,2.9873546996224576,2.8284061939762024,0.1589485056462551,0.11803283814749715
ATOS,2021-05-25,3.17,3.19,3.16,3.18,78568,3.18,2.9905100995538136,2.8170786894942985,0.1734314100595151,0.10780392127280763
ATOS,2021-05-24,3.24,3.26,3.23,3.238,77891,3.238,2.95605739038178,2.788044984653842,0.1680124057279375,0.09139704907613075
ATOS,2021-05-21,3.26,3.3,3.26,3.29,55069,3.29,2.9047950977239214,2.752048583426149,0.1527465142977719,0.07224320991317894
ATOS,2021-05-20,3.27,3.27,3.24,3.25,29518,3.25,2.8347578427646343,2.7090124701002414,0.1257453726643929,0.052117383817030564
ATOS,2021-05-19,3.09,3.1,3.0,3.0113,422689,3.0113,2.7592592687218405,2.6657334677082605,0.0935258010135799,0.033710386605189976
ATOS,2021-05-18,3.27,3.3,3.1804,3.2021,328889,3.2021,2.713433681216721,2.6380881451249216,0.0753455360917993,0.01875653300309247
ATOS,2021-05-17,3.17,3.18,3.06,3.075,532580,3.075,2.624585259619761,2.5929671967349157,0.0316180628848457,0.004609282230915741
ATOS,2021-05-14,2.41,2.48,2.41,2.4344,87656,2.4344,2.5426916704597176,2.5544045724737083,-0.0117129020139907,-0.0021429129325666384
ATOS,2021-05-13,2.56,2.56,2.48,2.5099,125984,2.5099,2.5623810650887573,2.564004938271605,-0.0016238731828477,0.000249584337789397
ATOS,2021-05-12,2.59,2.61,2.57,2.61,77573,2.61,2.5719230769230768,2.5683333333333334,0.0035897435897433,0.0007179487179486799
ATOS,2021-05-11,2.65,2.65,2.535,2.565,258066,2.565,2.565,2.565,0.0,0.0
