Symbol,Date,Open,High,Low,Close,Volume,SESN SMA,SESN spanTwelveEMA,SESN spanTwntySixEMA,SESN_x,SESN_y
SESN,2021-06-21,4.3144,4.39,4.3144,4.36,141455,4.36,4.126426793343155,3.682063547076152,0.4443632462670033,0.430986875998693
SESN,2021-06-18,4.64,4.65,4.58,4.58,167396,4.58,4.083958937587365,3.627828630842244,0.4561303067451212,0.42764278343161544
SESN,2021-06-17,4.26,4.27,4.2295,4.2611,67151,4.2611,3.9937696535123406,3.551654921309624,0.4421147322027172,0.42052090260323893
SESN,2021-06-16,4.16,4.168,4.15,4.16,64915,4.16,3.9451641359691294,3.494899315014393,0.4502648209547364,0.41512244520336944
SESN,2021-06-15,4.29,4.29,4.2615,4.2695,28855,4.2695,3.906103069781698,3.4416912602155447,0.4644118095661533,0.40633685126552765
SESN,2021-06-14,4.35,4.37,4.3,4.33,176703,4.33,3.8400309006510978,3.3754665610327885,0.4645643396183092,0.3918181116903712
SESN,2021-06-11,4.279,4.279,4.22,4.22,42041,4.22,3.7509456098603886,3.299103885915412,0.4518417239449768,0.3736315547083866
SESN,2021-06-10,4.19,4.22,4.17,4.17,43520,4.17,3.665662993471369,3.225432196788645,0.4402307966827234,0.35407901239923906
SESN,2021-06-09,4.17,4.18,4.14,4.14,107186,4.14,3.5739653559207083,3.1498667725317366,0.4240985833889716,0.3325410663283678
SESN,2021-06-08,3.9971,4.04,3.9971,4.02,47357,4.02,3.4710499660881093,3.0706561143342754,0.4003938517538339,0.30965168706321683
SESN,2021-06-07,3.81,3.85,3.81,3.85,85575,3.85,3.3712408690132203,2.9947086034810178,0.3765322655322025,0.2869661458905626
SESN,2021-06-04,3.74,3.75,3.73,3.75,30396,3.75,3.284193754288351,2.9262852917594997,0.3579084625288518,0.2645746159801526
SESN,2021-06-03,3.61,3.61,3.585,3.6074,71202,3.6074,3.199501709613505,2.8603881151002595,0.3391135945132459,0.24124115434297788
SESN,2021-06-02,3.9,3.93,3.88,3.88,83529,3.88,3.125338384088688,2.8006271643082803,0.3247112197804078,0.21677304430041094
SESN,2021-06-01,3.47,3.475,3.44,3.455,116527,3.455,2.988127181195722,2.714277337452943,0.273849843742779,0.18978850043041173
SESN,2021-06-01,3.47,3.475,3.44,3.455,116527,3.455,2.9032412141403987,2.6550195244491785,0.2482216896912201,0.1687731646023199
SESN,2021-05-28,3.2,3.2,3.14,3.14,64387,3.14,2.802921434893199,2.591021086405113,0.2119003484880859,0.14891103333009484
SESN,2021-05-27,2.9812,3.01,2.9812,3.0001,29101,3.0001,2.741634423055599,2.5471027733175218,0.1945316497380771,0.13316370454059706
SESN,2021-05-26,2.95,2.9639,2.95,2.955,40736,2.955,2.694640681792981,2.510862995182924,0.1837776866100573,0.11782171824122703
SESN,2021-05-25,2.92,2.929,2.91,2.9217,19087,2.9217,2.647302623937159,2.4753320347975576,0.1719705891396015,0.10133272614901956
SESN,2021-05-24,2.97,2.98,2.97,2.98,14106,2.98,2.5974121919257334,2.439622597581362,0.1577895943443712,0.08367326040137407
SESN,2021-05-21,2.95,2.95,2.91,2.91,55816,2.91,2.5278507722758667,2.396392405387871,0.1314583668879958,0.06514417691562477
SESN,2021-05-20,2.83,2.84,2.83,2.8385,17058,2.8385,2.4583690945078427,2.3553037978189004,0.1030652966889422,0.04856562942253201
SESN,2021-05-19,2.6,2.6,2.54,2.57,63538,2.57,2.38925438441836,2.3166481016444127,0.0726062827739473,0.034940712605929444
SESN,2021-05-18,2.69,2.69,2.65,2.673,34154,2.673,2.3563915452216984,2.2963799497759654,0.0600115954457329,0.025524320063924973
SESN,2021-05-17,2.34,2.35,2.34,2.35,14061,2.35,2.298826371625644,2.2662503457580425,0.0325760258676011,0.016902501218472966
SESN,2021-05-14,2.3,2.32,2.3,2.31,30949,2.31,2.2895220755575787,2.259550373418686,0.0299717021388925,0.012984120056190818
SESN,2021-05-13,2.4,2.47,2.4,2.4425,11713,2.4425,2.285798816568048,2.255514403292181,0.0302844132758668,0.008737224535515384
SESN,2021-05-12,2.4,2.4557,2.4,2.435,29242,2.435,2.2573076923076925,2.2405555555555554,0.016752136752137,0.0033504273504274098
SESN,2021-05-11,2.25,2.28,2.225,2.225,128439,2.225,2.225,2.225,0.0,0.0
