Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-05,4.29,4.3699,4.2,4.247,1743355,4.247,4.319587573706263,4.5164054015638815,-0.1968178278576182,-0.17255209825553883
AUY,2021-03-04,4.19,4.27,4.16,4.175,1404592,4.175,4.332785314380129,4.537957833688991,-0.2051725193088618,-0.16648566585501898
AUY,2021-03-03,4.12,4.1401,4.08,4.14,2345235,4.14,4.361473553358334,4.566994460384111,-0.2055209070257762,-0.15681395249155825
AUY,2021-03-02,4.07,4.12,4.06,4.115,2047874,4.115,4.401741472150759,4.60115401721484,-0.1994125450640806,-0.14463721385800377
AUY,2021-03-01,4.1,4.16,4.07,4.13,2584365,4.13,4.453876285269079,4.640046338592026,-0.1861700533229475,-0.1309433810564843
AUY,2021-02-26,4.2,4.21,4.1,4.111,2977330,4.111,4.51276288259073,4.680850045679389,-0.1680871630886589,-0.11713671298986847
AUY,2021-02-25,4.45,4.52,4.43,4.4355,2140474,4.4355,4.585810679425408,4.72643804933374,-0.1406273699083318,-0.10439910046517084
AUY,2021-02-24,4.42,4.42,4.3,4.36,3075063,4.36,4.613139893866391,4.749713093280438,-0.1365731994140473,-0.0953420331043806
AUY,2021-02-23,4.55,4.57,4.38,4.43,2630765,4.43,4.659165329114826,4.780890140742873,-0.1217248116280469,-0.08503424152696391
AUY,2021-02-22,4.48,4.58,4.43,4.55,3427006,4.55,4.700831752590249,4.808961352002302,-0.1081295994120532,-0.07586159900169315
AUY,2021-02-19,4.53,4.57,4.49,4.55,1926853,4.55,4.728255707606658,4.829678260162487,-0.101422552555829,-0.06779459889910312
AUY,2021-02-18,4.59,4.64,4.54,4.553,1333894,4.553,4.7606658362624135,4.8520525209754855,-0.0913866847130719,-0.05938761048492165
AUY,2021-02-17,4.59,4.615,4.49,4.555,4975195,4.555,4.798423261037399,4.875976722653524,-0.0775534616161257,-0.051387841927884065
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.842682035771471,4.901654860465807,-0.0589728246943357,-0.04484643700582386
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.875896951366284,4.920987249303071,-0.0450902979367873,-0.04131484008369589
AUY,2021-02-12,4.87,4.9,4.76,4.8979,2047737,4.8979,4.915150942523789,4.941866229247316,-0.0267152867235269,-0.040370975620423244
AUY,2021-02-11,4.94,5.01,4.93,5.01,1760765,5.01,4.918287477528114,4.945383527587102,-0.0270960500589874,-0.043784897844647314
AUY,2021-02-10,4.98,5.0,4.91,4.915,1327266,4.915,4.9016124734423165,4.940214209794069,-0.0386017363517527,-0.04795710979106229
AUY,2021-02-09,5.03,5.05,4.9548,5.0018,2218405,5.0018,4.8991783777045566,4.942231346577595,-0.0430529688730381,-0.050295953150889666
AUY,2021-02-08,4.97,4.99,4.9301,4.98,2066466,4.98,4.880519900923567,4.937465854303802,-0.056945953380235,-0.052106699220352555
AUY,2021-02-05,4.79,4.8,4.74,4.78,1550083,4.78,4.862432610182397,4.934063122648107,-0.0716305124657097,-0.050896885680381934
AUY,2021-02-04,4.75,4.75,4.625,4.7001,3170540,4.7001,4.877420357488288,4.946388172459955,-0.0689678149716677,-0.04571347898404998
AUY,2021-02-03,4.86,4.91,4.81,4.905,1091139,4.905,4.909660422486159,4.966091226256752,-0.0564308037705929,-0.03989989498714555
AUY,2021-02-02,4.84,4.85,4.71,4.81,3169968,4.81,4.9105077720290975,4.970978524357292,-0.0604707523281939,-0.035767167791283694
AUY,2021-02-01,4.95,4.96,4.82,4.84,4545061,4.84,4.9287819123980245,4.983856806305875,-0.0550748939078502,-0.02959127165705589
AUY,2021-01-29,4.93,4.97,4.83,4.9214,2553027,4.9214,4.944924078288575,4.995365350810344,-0.0504412725217688,-0.0232203660943573
AUY,2021-01-28,4.75,4.82,4.7,4.765,3243277,4.765,4.949201183431952,5.001282578875172,-0.0520813954432197,-0.0164151394875044
AUY,2021-01-27,4.87,4.87,4.545,4.585,4174240,4.585,4.982692307692307,5.020185185185185,-0.0374928774928777,-0.007498575498575555
AUY,2021-01-26,5.11,5.11,4.94,5.055,4258284,5.055,5.055,5.055,0.0,0.0
