Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-05,3.01,3.04,2.93,2.955,623530,2.955,3.0698250847306383,3.2049738460607875,-0.1351487613301492,-0.10111868594113965
IAG,2021-03-04,2.97,3.02,2.94,2.955,554940,2.955,3.0907023728634817,3.2249717537456504,-0.1342693808821686,-0.09261116709388725
IAG,2021-03-03,2.94,2.98,2.9,2.9,823182,2.9,3.115375531565933,3.2465694940453025,-0.1311939624793696,-0.08219661364681691
IAG,2021-03-02,2.88,2.92,2.87,2.89,701363,2.89,3.154534719123375,3.2742950535689266,-0.1197603344455515,-0.06994727643867871
IAG,2021-03-01,3.07,3.07,2.97,2.98,1250983,2.98,3.2026319407821706,3.305038657854441,-0.1024067170722702,-0.05749401193696048
IAG,2021-02-26,3.06,3.08,2.97,2.99,1215119,2.99,3.2431104754698383,3.331041750482796,-0.0879312750129575,-0.04626583565313304
IAG,2021-02-25,3.2,3.25,3.18,3.2,656443,3.2,3.2891305619189,3.3583250905214195,-0.0691945286025195,-0.03584947581317692
IAG,2021-02-24,3.17,3.18,3.11,3.16,702334,3.16,3.3053361186314274,3.370991097763133,-0.0656549791317058,-0.027513212615841266
IAG,2021-02-23,3.3,3.3,3.13,3.185,1571642,3.185,3.3317608674735046,3.387870385584184,-0.0561095181106789,-0.017977770986875127
IAG,2021-02-22,3.26,3.28,3.18,3.19,3825621,3.19,3.3584446615595964,3.404100016430918,-0.0456553548713216,-0.00844483420592405
IAG,2021-02-19,3.23,3.24,3.18,3.18,1399123,3.18,3.389070963661341,3.4212280177453915,-0.0321570540840503,0.0008577959604253527
IAG,2021-02-18,3.38,3.43,3.26,3.285,1700687,3.285,3.427083866145221,3.440526259165023,-0.0134423930198015,0.009111508471544277
IAG,2021-02-17,3.31,3.31,3.22,3.2699,1476090,3.2699,3.452917296353444,3.452968359898225,-5.106354478146002e-05,0.014749983844380843
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.4861931684177057,3.467613828690083,0.0185793397276228,0.018450245691671308
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.493682835402743,3.46942293498529,0.0242599004174532,0.01841797218268343
IAG,2021-02-12,3.51,3.52,3.445,3.5,634926,3.5,3.502534260021424,3.4713767697841127,0.031157490237311,0.016957490123990962
IAG,2021-02-11,3.61,3.63,3.575,3.61,260697,3.61,3.502995034570773,3.469086911366842,0.0339081232039313,0.013407490095660824
IAG,2021-02-10,3.59,3.6,3.5513,3.5681,371863,3.5681,3.483539586310914,3.457813864276189,0.0257257220347248,0.008282331818593197
IAG,2021-02-09,3.6,3.6,3.54,3.57,720128,3.57,3.468164965640171,3.4489909734182844,0.0191739922218867,0.003921484264560273
IAG,2021-02-08,3.54,3.59,3.54,3.55,419515,3.55,3.449649504847475,3.4393102512917477,0.0103392535557276,0.00010835727522865097
IAG,2021-02-05,3.49,3.5,3.43,3.46,470506,3.46,3.431403960274288,3.430455071395087,0.000948888879201,-0.002449366794895981
IAG,2021-02-04,3.425,3.425,3.3647,3.41,725796,3.41,3.4262046803241586,3.428091477106694,-0.0018867967825353,-0.0032989307134202468
IAG,2021-02-03,3.44,3.5,3.44,3.49,272768,3.49,3.4291509858376417,3.429538795275229,-0.0003878094375875,-0.003651964196141474
IAG,2021-02-02,3.44,3.44,3.355,3.4,835177,3.4,3.418087528717213,3.4247018988972475,-0.0066143701800345,-0.004468002885779958
IAG,2021-02-01,3.5,3.52,3.39,3.39,1270609,3.39,3.421376170302161,3.426678050809027,-0.0053018805068663,-0.0039314110622163155
IAG,2021-01-29,3.51,3.55,3.45,3.5111,1016160,3.5111,3.427080928538917,3.429612294873749,-0.002531366334832,-0.003588793701053817
IAG,2021-01-28,3.39,3.48,3.3775,3.39,1264398,3.39,3.411804733727811,3.423093278463649,-0.0112885447358381,-0.0038531505426092497
IAG,2021-01-27,3.4,3.4,3.27,3.31,912787,3.31,3.415769230769231,3.425740740740741,-0.00997150997151,-0.001994301994302017
IAG,2021-01-26,3.39,3.44,3.3744,3.435,512458,3.435,3.435,3.435,0.0,0.0
