Symbol,Date,Open,High,Low,Close,Volume,NGD SMA,NGD spanTwelveEMA,NGD spanTwntySixEMA,NGD_x,NGD_y
NGD,2021-03-05,1.58,1.585,1.525,1.5401,674423,1.5401,1.6235426756643572,1.6979271162011962,-0.074384440536839,-0.07026378103329259
NGD,2021-03-04,1.6,1.6201,1.56,1.57,602758,1.57,1.6387140712396948,1.7105532854972918,-0.0718392142575969,-0.06923361615740597
NGD,2021-03-03,1.65,1.66,1.61,1.61,1192877,1.61,1.6512075387378211,1.721797548337075,-0.0705900095992537,-0.06858221663235821
NGD,2021-03-02,1.56,1.625,1.56,1.62,803044,1.62,1.6586998185083344,1.7307413522040411,-0.0720415336957067,-0.06808026839063426
NGD,2021-03-01,1.66,1.68,1.61,1.63,1406721,1.63,1.6657361491462137,1.7396006603803642,-0.0738645112341507,-0.06708995206436613
NGD,2021-02-26,1.61,1.62,1.55,1.55,1307139,1.55,1.6722336308091614,1.7483687132107932,-0.0761350824016318,-0.06539631227192004
NGD,2021-02-25,1.67,1.74,1.66,1.7,566279,1.7,1.694457927319918,1.7642382102676568,-0.0697802829477387,-0.0627116197394921
NGD,2021-02-24,1.68,1.69,1.62,1.6381,837215,1.6381,1.6934502777417215,1.7693772670890693,-0.0759269893473477,-0.060944453937430434
NGD,2021-02-23,1.72,1.72,1.58,1.64,2165365,1.64,1.7035139646038528,1.7798794484561948,-0.0763654838523419,-0.05719882008495109
NGD,2021-02-22,1.56,1.62,1.54,1.6094,1466085,1.6094,1.7150619581681896,1.7910698043326905,-0.0760078461645006,-0.05240715414310337
NGD,2021-02-19,1.62,1.62,1.55,1.585,784206,1.585,1.7342732232896787,1.8056033886793053,-0.0713301653896267,-0.04650698113775399
NGD,2021-02-18,1.63,1.66,1.61,1.63,1172389,1.63,1.7614138093423477,1.82325165977365,-0.0618378504313024,-0.04030118507478585
NGD,2021-02-17,1.7,1.7,1.63,1.675,2568131,1.675,1.7853072292227743,1.8387117925555416,-0.0534045633327673,-0.034917018735656766
NGD,2021-02-16,1.74,1.74,1.705,1.72,1504290,1.72,1.805363089081461,1.8518087359599853,-0.0464456468785243,-0.03029513258637912
NGD,2021-02-16,1.74,1.74,1.705,1.72,1504290,1.72,1.820883650732636,1.862353434836784,-0.0414697841041484,-0.026257504013342804
NGD,2021-02-12,1.74,1.76,1.72,1.7481,616212,1.7481,1.839226132684024,1.8737417096237268,-0.0345155769397029,-0.022454433990641495
NGD,2021-02-11,1.82,1.84,1.7901,1.8213,713933,1.8213,1.8557945204447557,1.8837930463936248,-0.0279985259488693,-0.019439148253376178
NGD,2021-02-10,1.83,1.85,1.8081,1.815,934379,1.815,1.862066251434711,1.8887924901051147,-0.0267262386704036,-0.01729930382950295
NGD,2021-02-09,1.89,1.9,1.835,1.8513,813424,1.8513,1.870623751695568,1.894695889313524,-0.0240721376179562,-0.014942570119277765
NGD,2021-02-08,1.9,1.9,1.86,1.89,1014446,1.89,1.8741371610947617,1.898167560458606,-0.0240303993638442,-0.012660178244608201
NGD,2021-02-05,1.79,1.8,1.75,1.77,2374632,1.77,1.8712530085665364,1.8988209652952943,-0.0275679567287581,-0.009817622964799197
NGD,2021-02-04,1.82,1.83,1.69,1.7293,4047201,1.7293,1.8896626464877249,1.909126642518918,-0.019463996031193,-0.005380039523809523
NGD,2021-02-03,1.89,1.92,1.83,1.855,2038136,1.855,1.918819491303675,1.9235127739204316,-0.0046932826167565,-0.0018590503969636313
NGD,2021-02-02,1.98,2.0,1.91,1.94,2475378,1.94,1.9304230351770704,1.928993795834066,0.0014292393430044,-0.0011504923420153587
NGD,2021-02-01,2.05,2.08,1.935,1.935,2528083,1.935,1.9286817688456288,1.9281132995007912,0.0005684693448373,-0.0017954252632703057
NGD,2021-01-29,1.99,2.02,1.92,1.995,2263241,1.995,1.9275329995448336,1.9275623634608543,-2.9363916020708203e-05,-0.002386398915297273
NGD,2021-01-28,1.89,1.96,1.88,1.94,1650511,1.94,1.9152662721893488,1.9221673525377228,-0.0069010803483735,-0.002975657665116414
NGD,2021-01-27,1.87,1.87,1.78,1.805,1545968,1.805,1.9107692307692308,1.9207407407407409,-0.0099715099715098,-0.001994301994302017
NGD,2021-01-26,1.9,1.93,1.88,1.93,532746,1.93,1.93,1.93,0.0,0.0
