Symbol,Date,Open,High,Low,Close,Volume,QTNT SMA,QTNT spanTwelveEMA,QTNT spanTwntySixEMA,QTNT_x,QTNT_y
QTNT,2021-03-05,4.0,4.11,3.895,3.9,291079,3.9,4.639025534185933,5.019218955388933,-0.3801934212029998,-0.3059220279654242
QTNT,2021-03-04,4.51,4.56,4.3731,4.38,49463,4.38,4.773393813128831,5.108756471820048,-0.335362658691217,-0.28735417965603033
QTNT,2021-03-03,4.55,4.66,4.465,4.51,56833,4.51,4.8449199609704365,5.167056989565651,-0.3221370285952147,-0.27535205989723366
QTNT,2021-03-02,4.62,4.62,4.47,4.58,54028,4.58,4.905814499328698,5.219621548730904,-0.3138070494022056,-0.2636558177227384
QTNT,2021-03-01,4.59,4.61,4.46,4.4771,65662,4.4771,4.965053499206643,5.270791272629375,-0.3057377734227318,-0.25111800980287136
QTNT,2021-02-26,4.65,4.65,4.46,4.485,156360,4.485,5.053772317244215,5.334286574439725,-0.2805142571955095,-0.23746306889790622
QTNT,2021-02-25,4.7,4.87,4.61,4.61,146636,4.61,5.157185465834072,5.402229500394903,-0.2450440345608306,-0.22670027182350538
QTNT,2021-02-24,4.94,5.1,4.88,4.89,128168,4.89,5.256673732349357,5.465607860426495,-0.2089341280771375,-0.22211433113917406
QTNT,2021-02-23,5.15,5.33,5.06,5.26,263758,5.26,5.323341683685604,5.511656489260615,-0.1883148055750103,-0.22540938190468318
QTNT,2021-02-22,5.46,5.46,5.32,5.46,22364,5.46,5.334858353446624,5.531789008401463,-0.1969306549548397,-0.2346830259871014
QTNT,2021-02-19,5.23,5.31,5.18,5.2729,56382,5.2729,5.312105326800555,5.53753212907358,-0.2254268022730245,-0.24412111874516676
QTNT,2021-02-18,5.35,5.36,5.21,5.27,69434,5.27,5.31923356803702,5.558702699399467,-0.2394691313624468,-0.24879469786320227
QTNT,2021-02-17,5.37,5.39,5.14,5.14,126837,5.14,5.328185125861933,5.581798915351423,-0.2536137894894903,-0.2511260894883911
QTNT,2021-02-16,5.35,5.54,5.3207,5.34,117387,5.34,5.362400603291375,5.617142828579537,-0.2547422252881617,-0.2505041644881163
QTNT,2021-02-16,5.35,5.54,5.3207,5.34,117387,5.34,5.366473440253444,5.6393142548659005,-0.272840814612457,-0.24944464928810495
QTNT,2021-02-12,5.13,5.18,5.05,5.18,36624,5.18,5.371286793026798,5.663259395255173,-0.291972602228375,-0.24359560795701712
QTNT,2021-02-11,5.08,5.17,5.05,5.13,72970,5.13,5.40606620994076,5.701920146875587,-0.2958539369348267,-0.2315013593891776
QTNT,2021-02-10,5.11,5.28,5.1,5.17,768230,5.17,5.456260066293625,5.747673758625633,-0.2914136923320081,-0.21541321500276528
QTNT,2021-02-09,5.16,5.2989,5.14,5.2905,97404,5.2905,5.508307351074285,5.7938876593156845,-0.2855803082413999,-0.19641309567045456
QTNT,2021-02-08,5.22,5.25,4.94,5.0,234126,5.0,5.547908687633246,5.83415867206094,-0.2862499844276938,-0.1741212925277182
QTNT,2021-02-05,5.36,5.39,5.23,5.32,55015,5.32,5.647528449021109,5.900891365825815,-0.253362916804706,-0.14608911955272433
QTNT,2021-02-04,5.15,5.32,5.06,5.29,161832,5.29,5.707079076115855,5.94736267509188,-0.240283598976025,-0.1192706702397289
QTNT,2021-02-03,4.98,5.07,4.9,5.0573,112073,5.0573,5.782911635409647,5.99995168909923,-0.2170400536895833,-0.08901743805565486
QTNT,2021-02-02,5.18,5.4,5.15,5.28,406040,5.28,5.9148410236659466,6.075363824227169,-0.160522800561222,-0.057011784147172735
QTNT,2021-02-01,5.0,5.5,4.86,5.1273,393292,5.1273,6.030266664332482,6.138992930165342,-0.1087262658328604,-0.03113403004366041
QTNT,2021-01-29,6.42,6.42,6.081,6.2,64411,6.2,6.194442421483842,6.2199283645785695,-0.0254859430947274,-0.011735971096360386
QTNT,2021-01-28,6.05,6.16,5.91,6.06,44825,6.06,6.193431952662722,6.221522633744856,-0.0280906810821335,-0.008298478096768633
QTNT,2021-01-27,5.87,6.04,5.81,6.04,76939,6.04,6.217692307692308,6.234444444444445,-0.016752136752137,-0.0033504273504274098
QTNT,2021-01-26,6.23,6.28,6.14,6.25,34543,6.25,6.25,6.25,0.0,0.0
