Symbol,Date,Open,High,Low,Close,Volume,TV SMA,TV spanTwelveEMA,TV spanTwntySixEMA,TV_x,TV_y
TV,2021-03-05,7.53,7.53,7.39,7.435,88331,7.435,7.719275630573678,7.993118289163078,-0.2738426585894,-0.21416157406685532
TV,2021-03-04,7.59,7.59,7.5,7.54,87064,7.54,7.770962108859802,8.037767752296125,-0.2668056434363226,-0.1992413029362191
TV,2021-03-03,7.54,7.66,7.54,7.56,55602,7.56,7.812955219561584,8.077589172479815,-0.2646339529182313,-0.18235021781119323
TV,2021-03-02,7.41,7.52,7.4,7.51,91220,7.51,7.858947077663689,8.1189963062782,-0.2600492286145108,-0.1617792840344337
TV,2021-03-01,7.57,7.57,7.37,7.42,184235,7.42,7.922392000875269,8.167716010780456,-0.245324009905187,-0.1372117978894144
TV,2021-02-26,7.41,7.55,7.18,7.305,379481,7.305,8.01373600103441,8.227533291642892,-0.2137972906084826,-0.11018374488547122
TV,2021-02-25,7.91,7.969,7.882,7.92,51860,7.92,8.142597092131576,8.301335954974324,-0.1587388628427479,-0.08428035845471837
TV,2021-02-24,7.71,7.82,7.71,7.8,77871,7.8,8.183069290700953,8.33184283137227,-0.1487735406713177,-0.06566573235771096
TV,2021-02-23,7.79,7.83,7.46,7.49,86938,7.49,8.25271825264658,8.374390257882052,-0.1216720052354709,-0.04488878027930926
TV,2021-02-22,8.0,8.08,7.935,7.94,126644,7.94,8.391394298582323,8.445141478512616,-0.0537471799302924,-0.02569297404026883
TV,2021-02-19,8.22,8.31,8.15,8.265,69054,8.265,8.473465989233654,8.485552796793625,-0.0120868075599709,-0.01867942256776293
TV,2021-02-18,8.5,8.5,8.4,8.43,71483,8.43,8.511368896367046,8.503197020537115,0.0081718758299302,-0.02032757631971093
TV,2021-02-17,8.58,8.63,8.46,8.565,88431,8.565,8.526163241161054,8.509052782180085,0.0171104589809694,-0.027452439357121237
TV,2021-02-16,8.53,8.62,8.5,8.535,102462,8.535,8.519102012281246,8.504577004754491,0.0145250075267551,-0.0385931639416439
TV,2021-02-16,8.53,8.62,8.5,8.535,102462,8.535,8.516211469059655,8.50214316513485,0.0140683039248052,-0.05187270680874365
TV,2021-02-12,8.75,8.815,8.68,8.81,64806,8.81,8.512795372525048,8.499514618345637,0.0132807541794104,-0.06835795949213089
TV,2021-02-11,8.79,8.89,8.69,8.875,52649,8.875,8.458758167529602,8.474675787813288,-0.0159176202836857,-0.08876763791001621
TV,2021-02-10,8.63,8.76,8.63,8.74,64171,8.74,8.383077834353166,8.442649850838352,-0.0595720164851858,-0.10698014231659883
TV,2021-02-09,8.43,8.61,8.405,8.6,161623,8.6,8.31818289514465,8.418861838905421,-0.1006789437607711,-0.11883217377445209
TV,2021-02-08,8.22,8.48,8.1838,8.395,112053,8.395,8.266943421534586,8.404370786017855,-0.1374273644832691,-0.12337048127787231
TV,2021-02-05,8.13,8.41,8.13,8.35,130892,8.35,8.243660407268148,8.405120448899284,-0.1614600416311358,-0.11985626047652312
TV,2021-02-04,8.05,8.05,7.96,7.96,62956,7.96,8.224325935862357,8.409530084811227,-0.1852041489488698,-0.10945531518786995
TV,2021-02-03,7.96,8.01,7.945,7.96,91571,7.96,8.27238519692824,8.445492491596125,-0.1731072946678846,-0.09051810674761998
TV,2021-02-02,7.95,7.96,7.84,7.93,78988,7.93,8.329182505460649,8.484331890923816,-0.1551493854631669,-0.0698708097675538
TV,2021-02-01,7.73,7.9,7.68,7.9,192163,7.9,8.40176114281713,8.528678442197721,-0.126917299380592,-0.04855116584365053
TV,2021-01-29,8.15,8.32,8.06,8.115,114791,8.115,8.492990441511152,8.578972717573539,-0.0859822760623867,-0.02895963245941515
TV,2021-01-28,8.18,8.3,8.1601,8.22,50838,8.22,8.56171597633136,8.616090534979422,-0.0543745586480621,-0.014703971558672252
TV,2021-01-27,8.69,8.73,8.37,8.37,100083,8.37,8.623846153846154,8.647777777777778,-0.0239316239316238,-0.00478632478632477
TV,2021-01-26,8.76,8.76,8.655,8.67,63990,8.67,8.67,8.67,0.0,0.0
