Symbol,Date,Open,High,Low,Close,Volume,RMED SMA,RMED spanTwelveEMA,RMED spanTwntySixEMA,RMED_x,RMED_y
RMED,2020-09-09,0.27,0.27,0.253,0.25709899999999997,436418,0.25709899999999997,0.2948908627639458,0.3146095017428037,-0.019718638978857842,-0.014154237161331747
RMED,2020-09-08,0.27,0.275,0.2615,0.2704,684941,0.2704,0.3017621105392088,0.319210341882228,-0.0174482313430192,-0.01276313670695021
RMED,2020-09-08,0.27,0.275,0.2615,0.2704,684941,0.2704,0.3074643124554286,0.3231151692328062,-0.015650856777377598,-0.01159186304793296
RMED,2020-09-04,0.27,0.28429899999999997,0.265,0.2751,1522393,0.2751,0.3142032783564156,0.3273323827714307,-0.01312910441501508,-0.0105771146155718
RMED,2020-09-03,0.29,0.3001,0.29,0.2995,591753,0.2995,0.3213129653303093,0.3315109733931451,-0.010198008062835771,-0.009939117165710979
RMED,2020-09-02,0.32,0.326,0.3,0.3,1083706,0.29999999999999993,0.3252789590267292,0.3340718512645967,-0.0087928922378675,-0.009874394441429766
RMED,2020-09-01,0.331,0.332,0.321,0.3221,599759,0.3220999999999999,0.32987513339522545,0.3367975993657645,-0.006922465970539028,-0.010144769992320331
RMED,2020-08-31,0.3374,0.34,0.32,0.3245,612738,0.32449999999999984,0.33128879401253913,0.3379734073150256,-0.006684613302486486,-0.010950345997765659
RMED,2020-08-28,0.3267,0.33,0.311,0.322,1366998,0.32199999999999984,0.3325231201966372,0.33905127990022765,-0.006528159703590497,-0.012016779171585449
RMED,2020-08-27,0.35,0.35,0.34,0.345,511886,0.3449999999999998,0.3344364147778439,0.3404153822922459,-0.005978967514401967,-0.0133889340385842
RMED,2020-08-26,0.3503,0.369,0.35,0.36459899999999995,961790,0.3645989999999998,0.3325157629192701,0.34004861287562554,-0.0075328499563554465,-0.015241425669629757
RMED,2020-08-25,0.3488,0.358,0.33299999999999996,0.358,825248,0.3579999999999998,0.3266824470864101,0.3380845819056756,-0.011402134819265495,-0.017168569597948335
RMED,2020-08-24,0.355,0.360799,0.33,0.335,2900192,0.33499999999999985,0.3209883465566665,0.3364913484581297,-0.015503001901463196,-0.018610178292619045
RMED,2020-08-21,0.3151,0.3153,0.301,0.308299,1469882,0.3082989999999998,0.31844077320333314,0.33661065633478005,-0.01816988313144691,-0.019386972390408003
RMED,2020-08-20,0.33,0.344,0.3106,0.3151,1943037,0.3150999999999998,0.3202847319675755,0.33887558884156244,-0.018590856873986927,-0.019691244705148277
