Symbol,Date,Open,High,Low,Close,Volume,AEZS SMA,AEZS spanTwelveEMA,AEZS spanTwntySixEMA,AEZS_x,AEZS_y
AEZS,2020-09-09,0.3744,0.3849,0.37,0.3744,275003,0.3744,0.4219656695404373,0.4507219890865755,-0.028756319546138283,-0.0174369033938441
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.37440999999999997,0.4306139730932441,0.4568277482135016,-0.026213775120257517,-0.01460704935577057
AEZS,2020-09-08,0.3799,0.3841,0.3651,0.37440999999999997,769813,0.37440999999999997,0.4408328772920157,0.4634211680705817,-0.022588290778566004,-0.011705367914648846
AEZS,2020-09-04,0.4,0.4095,0.396,0.4,741229,0.4000000000000001,0.4529097640723822,0.4705420615162282,-0.017632297443846034,-0.008984637198669557
AEZS,2020-09-03,0.423,0.4363,0.423,0.4270000000000001,517120,0.42700000000000016,0.4625297211764517,0.4761854264375265,-0.013655705261074793,-0.006822722137375449
AEZS,2020-09-02,0.43,0.4398,0.4270000000000001,0.4282,342051,0.42820000000000014,0.468989670481261,0.4801202605525286,-0.011130590071267543,-0.0051144763564506136
AEZS,2020-09-01,0.455,0.46,0.4402,0.44709899999999997,847639,0.447099,0.4764059742051268,0.4842738813967309,-0.00786790719160413,-0.0036104479277463677
AEZS,2020-08-31,0.467,0.467,0.4572,0.4649,299541,0.4649,0.4817345149696953,0.4872478719084694,-0.005513356938774082,-0.002546083111781941
AEZS,2020-08-28,0.46,0.46,0.4521,0.455,451964,0.4550000000000001,0.4847953358732762,0.4890357016611469,-0.004240365787870681,-0.0018042646550339055
AEZS,2020-08-27,0.49,0.49,0.4815,0.485,469994,0.485,0.4902126696684174,0.4917585577940387,-0.001545888125621342,-0.0011952393718247115
AEZS,2020-08-26,0.493,0.4999,0.4819,0.4889,271272,0.4889,0.4911604277899478,0.4922992424175618,-0.0011388146276139488,-0.0011075771833755678
AEZS,2020-08-25,0.462,0.4698,0.46,0.4688,222564,0.4688,0.4915714146608474,0.4925711818109668,-0.0009997671501193461,-0.0010997678223159586
AEZS,2020-08-24,0.4907,0.4907,0.475,0.48200000000000004,998026,0.4820000000000001,0.4957116718719106,0.4944728763558441,0.001238795516066482,-0.0011247679903650977
AEZS,2020-08-21,0.5075,0.51,0.493,0.51,276970,0.51,0.4982047031213489,0.4954707064643116,0.002733996657037219,-0.0017156588669730065
AEZS,2020-08-20,0.5169,0.5169,0.496,0.5044,473627,0.5044,0.4960601036888668,0.4943083629814565,0.0017517407074102984,-0.002828072747975577
AEZS,2020-08-19,0.5007,0.5075,0.5,0.50175,408433,0.5017499999999999,0.4945437589050245,0.493501032019973,0.0010427268850514149,-0.00397302611182206
AEZS,2020-08-18,0.498,0.5095,0.4932,0.494,278229,0.4939999999999999,0.4932335332513925,0.4928411145815709,0.00039241866982164813,-0.005226964361040455
AEZS,2020-08-17,0.5148,0.53,0.514,0.5213,495764,0.5212999999999999,0.4930941756607366,0.4927484037480966,0.00034577191264001383,-0.006631810118755967
AEZS,2020-08-14,0.485,0.5,0.4791,0.4996,705467,0.4995999999999999,0.4879658439626887,0.4904642760479443,-0.0024984320852555753,-0.008376205626604962
AEZS,2020-08-13,0.4901,0.4944,0.48100000000000004,0.4873,730075,0.4872999999999999,0.4858505428649957,0.4897334181317798,-0.003882875266784103,-0.009845649011942308
