Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-17,4.81,4.82,4.8,4.82,5275,4.82,5.072926639360105,5.629913238604109,-0.556986599244004,-0.5679972013775634
TCDA,2021-03-16,5.09,5.09,5.021,5.021,4325,5.021,5.118913301061942,5.694706297692437,-0.5757929966304953,-0.5707498519109532
TCDA,2021-03-15,4.875,4.89,4.86,4.89,6557,4.89,5.1367157194368405,5.748602801507832,-0.6118870820709912,-0.5694890657310676
TCDA,2021-03-12,4.9,4.9,4.85,4.85,3142,4.85,5.181573122970812,5.8172910256284585,-0.6357179026576469,-0.5588895616460867
TCDA,2021-03-11,4.95,4.95,4.84,4.84,10292,4.84,5.2418591453291405,5.894674307678735,-0.6528151623495946,-0.5396824763931969
TCDA,2021-03-10,4.79,4.79,4.69,4.7,16821,4.7,5.314924444479893,5.979048252293033,-0.66412380781314,-0.5113993049040974
TCDA,2021-03-09,4.75,4.98,4.75,4.98,38958,4.98,5.426728888930783,6.081372112476476,-0.6546432235456932,-0.47321817917683673
TCDA,2021-03-08,4.7,4.7,4.7,4.7,5907,4.7,5.507952323281834,6.169481881474594,-0.6615295581927603,-0.4278619180846226
TCDA,2021-03-05,4.5,4.5,4.4,4.44,10864,4.44,5.654852745696712,6.287040431992562,-0.6321876862958495,-0.3694450080575882
TCDA,2021-03-04,4.6,4.63,4.51,4.51,31117,4.51,5.875735063096115,6.434803666551967,-0.5590686034558523,-0.30375933849802284
TCDA,2021-03-03,5.14,5.148,5.07,5.1207,24049,5.1207,6.12405052911359,6.588787959876124,-0.4647374307625345,-0.2399320222585654
TCDA,2021-03-02,4.8,4.9299,4.79,4.92,44583,4.92,6.306477898043334,6.706234996666215,-0.3997570986228806,-0.18373067013257316
TCDA,2021-03-01,5.23,5.23,5.12,5.13,24258,5.13,6.558564788596667,6.849133796399512,-0.2905690078028451,-0.12972406300999625
TCDA,2021-02-26,5.19,5.36,5.0,5.31,120619,5.31,6.818303841068787,6.986664500111472,-0.1683606590426851,-0.08951282681178403
TCDA,2021-02-25,7.78,7.78,7.68,7.751,12244,7.751,7.092540903081295,7.12079766012039,-0.0282567570390952,-0.06980086875405875
TCDA,2021-02-24,7.08,7.08,7.03,7.03,5519,7.03,6.972821067277894,7.070381472930022,-0.0975604056521275,-0.08018689668279962
TCDA,2021-02-23,7.0,7.0,6.94,6.975,8379,6.975,6.962424897692056,7.073611990764423,-0.1111870930723668,-0.07584351944046763
TCDA,2021-02-22,6.9,6.93,6.83,6.83,14262,6.83,6.960138515454249,7.081500950025577,-0.1213624345713277,-0.06700762603249281
TCDA,2021-02-19,6.63,6.63,6.61,6.61,4548,6.61,6.9838000637186575,7.101621026027623,-0.117820962308965,-0.05341892389778407
TCDA,2021-02-18,6.9,6.9,6.84,6.84,4958,6.84,7.051763711667505,7.140950708109831,-0.0891869964423266,-0.03731841429498861
TCDA,2021-02-17,6.8,6.86,6.8,6.81,8913,6.81,7.09026620469796,7.165026764758617,-0.0747605600606577,-0.024351268758154104
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.141223696461225,7.193428905939307,-0.0522052094780818,-0.011748945932528185
TCDA,2021-02-16,6.93,6.935,6.88,6.89,8891,6.89,7.186900732181448,7.217703218414451,-0.0308024862330036,-0.0016348800461397743
TCDA,2021-02-12,7.06,7.06,7.0,7.0,5056,7.0,7.240882683487165,7.243919475887607,-0.0030367924004419,0.0056570215005759695
TCDA,2021-02-11,7.3,7.39,7.3,7.39,6059,7.39,7.284679535030285,7.263433033958615,0.0212465010716691,0.007830474975830453
TCDA,2021-02-10,7.31,7.31,7.31,7.31,5300,7.31,7.265530359581246,7.253307676675305,0.012222682905941,0.004476468451870559
TCDA,2021-02-09,7.38,7.38,7.3,7.3,6174,7.3,7.2574449704142,7.248772290809329,0.0086726796048708,0.0025399148383529278
TCDA,2021-02-08,7.4,7.41,7.3031,7.3031,11387,7.3031,7.249707692307692,7.244674074074075,0.0050336182336172,0.0010067236467234508
TCDA,2021-02-05,7.29,7.29,7.24,7.24,12490,7.24,7.24,7.24,0.0,0.0
