Symbol,Date,Open,High,Low,Close,Volume,CIG SMA,CIG spanTwelveEMA,CIG spanTwntySixEMA,CIG_x,CIG_y
CIG,2021-03-17,2.08,2.08,2.07,2.07,24307,2.07,2.1227447345251824,2.228034962699303,-0.1052902281741205,-0.12304903604406513
CIG,2021-03-16,2.16,2.16,2.16,2.16,51967,2.16,2.1323346862570336,2.2406777597152474,-0.1083430734582138,-0.12748873801155125
CIG,2021-03-15,2.14,2.14,2.13,2.135,36354,2.135,2.127304629212858,2.247131980492467,-0.1198273512796093,-0.1322751541498856
CIG,2021-03-12,2.13,2.13,2.13,2.13,32983,2.13,2.125905470887923,2.2561025389318647,-0.1301970680439419,-0.13538710486745467
CIG,2021-03-11,2.13,2.13,2.12,2.1211,143717,2.1211,2.1251610110493635,2.266190742046414,-0.1410297309970505,-0.13668461407333285
CIG,2021-03-10,2.02,2.02,2.0,2.01,105139,2.01,2.125899376694702,2.277798001410128,-0.1518986247154252,-0.1355983348424034
CIG,2021-03-09,1.99,1.99,1.9695,1.97,145851,1.97,2.146971990639193,2.2992218415229373,-0.1522498508837437,-0.13152326237414783
CIG,2021-03-08,2.05,2.06,2.04,2.055,62194,2.055,2.179148716209956,2.325559588844772,-0.1464108726348163,-0.12634161524674872
CIG,2021-03-05,2.11,2.11,2.095,2.095,37066,2.095,2.2017212100663115,2.3472043559523543,-0.1454831458860428,-0.1213243008997318
CIG,2021-03-04,2.13,2.132,2.12,2.13,102279,2.13,2.2211250664420046,2.3673807044285424,-0.1462556379865378,-0.11528458965315404
CIG,2021-03-03,2.05,2.05,2.03,2.04,55963,2.04,2.237693260340551,2.386371160782826,-0.1486779004422751,-0.10754182756980808
CIG,2021-03-02,2.0,2.0001,1.991,2.0001,102043,2.0001,2.273637489493378,2.4140808536454523,-0.1404433641520741,-0.0972578093516913
CIG,2021-03-01,2.11,2.11,2.1,2.1,61694,2.1,2.323371578492174,2.447199321937089,-0.1238277434449148,-0.0864614206515956
CIG,2021-02-26,2.2,2.21,2.195,2.21,57572,2.21,2.363984592763478,2.474975267692056,-0.110990674928578,-0.07711983995326577
CIG,2021-02-25,2.28,2.28,2.26,2.26,38807,2.26,2.3919817914477477,2.496173289107421,-0.1041914976596736,-0.06865213120943779
CIG,2021-02-24,2.28,2.28,2.26,2.265,42688,2.265,2.415978480801883,2.515067152236014,-0.0990886714341314,-0.059767289596878936
CIG,2021-02-23,2.24,2.25,2.23,2.23,77094,2.23,2.443429113674953,2.535072524414896,-0.0916434107399428,-0.049936944137565914
CIG,2021-02-22,2.2,2.22,2.19,2.21,185247,2.21,2.4822344070703988,2.559478326368088,-0.0772439192976888,-0.039510327486971676
CIG,2021-02-19,2.38,2.38,2.375,2.375,8789,2.375,2.5317315719922897,2.5874365924775344,-0.0557050204852447,-0.03007692953429228
CIG,2021-02-18,2.43,2.43,2.42,2.43,65152,2.43,2.560228221445433,2.604431519875737,-0.0442032984303035,-0.023669906796554167
CIG,2021-02-17,2.46,2.48,2.46,2.48,70977,2.48,2.583906079890057,2.618386041465796,-0.0344799615757382,-0.018536558888116703
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.6027980944155225,2.6294569247830597,-0.0266588303675368,-0.014550708216211194
CIG,2021-02-16,2.54,2.56,2.54,2.56,28630,2.56,2.610579566127436,2.635013478765704,-0.0244339126382682,-0.011523677678379682
CIG,2021-02-12,2.53,2.55,2.52,2.52,188889,2.52,2.619775850877878,2.64101455706696,-0.0212387061890817,-0.008296118938407659
CIG,2021-02-11,2.6,2.61,2.6,2.61,14906,2.61,2.637916914673856,2.650695721632317,-0.0127788069584608,-0.005060472125739135
CIG,2021-02-10,2.59,2.59,2.57,2.575,63188,2.575,2.642992717341829,2.653951379362902,-0.0109586620210726,-0.0031308884175586943
CIG,2021-02-09,2.62,2.63,2.61,2.615,26751,2.615,2.655355029585799,2.6602674897119343,-0.0049124601261354,-0.0011739450166800935
CIG,2021-02-08,2.64,2.6501,2.64,2.65,16376,2.65,2.6626923076923075,2.6638888888888888,-0.0011965811965812,-0.00023931623931625624
CIG,2021-02-05,2.65,2.665,2.65,2.665,35380,2.665,2.665,2.665,0.0,0.0
