Symbol,Date,Open,High,Low,Close,Volume,AGRX SMA,AGRX spanTwelveEMA,AGRX spanTwntySixEMA,AGRX_x,AGRX_y
AGRX,2021-03-17,2.06,2.07,2.05,2.06,22398,2.06,2.3542014929103185,2.6205127516410367,-0.2663112587307181,-0.21702385900732088
AGRX,2021-03-16,2.18,2.18,2.17,2.18,11490,2.18,2.4076926734394672,2.6653537717723195,-0.2576610983328522,-0.20470200907647154
AGRX,2021-03-15,2.2465,2.26,2.22,2.22,48484,2.22,2.449091341337552,2.704182073514105,-0.2550907321765527,-0.19146223676237634
AGRX,2021-03-12,2.23,2.23,2.2,2.22,43877,2.22,2.4907443124898343,2.7429166393952333,-0.252172326905399,-0.17555511290883222
AGRX,2021-03-11,2.3882,2.3905,2.3882,2.39,25695,2.39,2.5399705511243496,2.784749970546852,-0.2447794194225023,-0.15640080940969048
AGRX,2021-03-10,2.24,2.24,2.21,2.22,29715,2.22,2.567237924056049,2.8163299681906,-0.2490920441345507,-0.1343061569064875
AGRX,2021-03-09,2.14,2.15,2.13,2.13,34613,2.13,2.6303720920662403,2.8640363656458483,-0.2336642735796079,-0.10560968509947158
AGRX,2021-03-08,2.22,2.26,2.15,2.1581,164290,2.1581,2.7213488360782843,2.9227592748975164,-0.2014104388192321,-0.07359603797943748
AGRX,2021-03-05,2.28,2.28,2.2701,2.2783,16281,2.2783,2.823757715365245,2.9839320168893178,-0.1601743015240728,-0.041642437769488796
AGRX,2021-03-04,2.35,2.35,2.3008,2.3008,21576,2.3008,2.922931845431653,3.040382578240463,-0.1174507328088103,-0.012009471830842776
AGRX,2021-03-03,2.65,2.6691,2.65,2.6691,39345,2.6691,3.036046726419226,3.0995491844997,-0.0635024580804741,0.014350843413649119
AGRX,2021-03-02,2.87,2.88,2.84,2.84,58531,2.84,3.1027643130409035,3.1339851192596764,-0.0312208062187728,0.03381416878717994
AGRX,2021-03-01,2.91,2.95,2.9,2.93,11589,2.93,3.150539642684704,3.15750392880045,-0.0069642861157461,0.05007291253866814
AGRX,2021-02-26,2.99,3.01,2.9601,2.9601,8129,2.9601,3.190637759536468,3.175704243104486,0.0149335164319821,0.06433221220227171
AGRX,2021-02-25,3.1335,3.19,3.13,3.15,41454,3.15,3.232553715815826,3.192952582552845,0.0396011332629808,0.0766818861448441
AGRX,2021-02-24,2.97,3.03,2.9623,2.97,9684,2.97,3.247563482327794,3.196388789157073,0.0511746931707213,0.08595207436530991
AGRX,2021-02-23,3.08,3.08,3.04,3.05,15001,3.05,3.2980295700237567,3.214499892289638,0.0835296777341185,0.09464641966395705
AGRX,2021-02-22,3.34,3.34,3.33,3.33,8448,3.33,3.3431258554826218,3.227659883672809,0.1154659718098125,0.09742560514641666
AGRX,2021-02-19,3.37,3.4388,3.37,3.3982,14176,3.3982,3.34551237466128,3.219472674366634,0.1260397002946458,0.09291551348056767
AGRX,2021-02-18,3.48,3.55,3.48,3.532,13236,3.532,3.335932806417876,3.205174488315965,0.1307583181019112,0.08463446677704814
AGRX,2021-02-17,3.61,3.66,3.56,3.6,51320,3.6,3.300284225766581,3.1790284473812425,0.1212557783853385,0.07310350394583238
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.245790448633232,3.145350723171742,0.1004397254614897,0.06106543533595585
AGRX,2021-02-16,3.38,3.38,3.37,3.3718,19579,3.3718,3.222879621112001,3.1272347810254817,0.0956448400865195,0.051221862804572374
AGRX,2021-02-12,3.33,3.33,3.3055,3.3055,6949,3.3055,3.1958031885869107,3.10766956350752,0.0881336250793904,0.04011611848408558
AGRX,2021-02-11,3.46,3.5,3.442,3.4451,16493,3.4451,3.175858313784531,3.091843128588122,0.0840151851964092,0.02811174183525935
AGRX,2021-02-10,3.74,3.74,3.69,3.6998,25121,3.6998,3.1269052799271733,3.063582578875172,0.0633227010520016,0.014135880994971869
AGRX,2021-02-09,3.14,3.15,3.1323,3.14,38038,3.14,3.022742603550296,3.012685185185185,0.0100574183651103,0.0018391759807145293
AGRX,2021-02-08,3.0,3.0,2.99,2.99,19146,2.99,3.0014230769230767,3.0025,-0.0010769230769231,-0.0002153846153846395
AGRX,2021-02-05,3.02,3.02,3.0035,3.0035,42657,3.0035,3.0035,3.0035,0.0,0.0
