Symbol,Date,Open,High,Low,Close,Volume,OPK SMA,OPK spanTwelveEMA,OPK spanTwntySixEMA,OPK_x,OPK_y
OPK,2021-03-17,4.59,4.62,4.57,4.5701,44450,4.5701,4.534785692607152,4.703396194966289,-0.1686105023591366,-0.202722325403879
OPK,2021-03-16,4.7,4.72,4.7,4.71,37152,4.71,4.528364909444816,4.714059890563592,-0.1856949811187762,-0.21125028116506456
OPK,2021-03-15,4.53,4.55,4.455,4.52,214924,4.52,4.495340347525692,4.71438468180868,-0.2190443342829873,-0.21763910617663662
OPK,2021-03-12,4.4,4.41,4.31,4.32,92235,4.32,4.490856774348546,4.729935456353374,-0.2390786820048278,-0.21728779915004895
OPK,2021-03-11,4.4,4.4,4.3484,4.3484,70227,4.3484,4.521921642411918,4.762730292861644,-0.2408086504497255,-0.21184007843635422
OPK,2021-03-10,4.54,4.57,4.527,4.54,87675,4.54,4.553471031941358,4.795876716290575,-0.242405684349217,-0.20459793543301136
OPK,2021-03-09,4.47,4.47,4.45,4.45,56218,4.45,4.55592031047615,4.816346853593822,-0.2604265431176715,-0.1951459982039599
OPK,2021-03-08,4.23,4.24,4.2,4.2084,71109,4.2084,4.575178548744541,4.845654601881327,-0.270476053136786,-0.178825861975532
OPK,2021-03-05,4.18,4.19,4.15,4.15,82052,4.15,4.6418655576071846,4.896634970031832,-0.2547694124246478,-0.15591331418521848
OPK,2021-03-04,4.3,4.3,4.23,4.25,168133,4.25,4.731295658990309,4.956365767634378,-0.2250701086440694,-0.13119928962536115
OPK,2021-03-03,4.58,4.58,4.552,4.5716,37485,4.5716,4.81880396062491,5.012875029045128,-0.194071068420218,-0.10773158487068407
OPK,2021-03-02,4.68,4.69,4.62,4.6301,62575,4.6301,4.863750135283985,5.048177031368739,-0.1844268960847532,-0.08614671398330057
OPK,2021-03-01,4.57,4.58,4.56,4.5733,67651,4.5733,4.906231978062891,5.0816231938782375,-0.1753912158153463,-0.0615766684579374
OPK,2021-02-26,4.61,4.6334,4.55,4.56,99450,4.56,4.9667650649834165,5.122289049388497,-0.1555239844050806,-0.03312303161858516
OPK,2021-02-25,4.52,4.53,4.49,4.52,93386,4.52,5.040722349525855,5.167272173339577,-0.1265498238137219,-0.002522793421961291
OPK,2021-02-24,4.62,4.64,4.5801,4.5801,121447,4.5801,5.1353991403487385,5.219053947206744,-0.0836548068580054,0.028483964175978867
OPK,2021-02-23,4.6,4.63,4.48,4.52,332229,4.52,5.236362620412145,5.270170262983283,-0.033807642571138,0.056518656934474935
OPK,2021-02-22,4.97,5.0,4.95,4.98,241529,4.98,5.36661036957799,5.330183884021946,0.0364264855560438,0.07910023181087816
OPK,2021-02-19,5.09,5.15,5.05,5.135,356496,5.135,5.436903164046715,5.358198594743702,0.0787045693030128,0.08976866837458673
OPK,2021-02-18,5.49,5.5,5.46,5.49,41688,5.49,5.4917946484188445,5.376054482323198,0.1157401660956463,0.0925346931424802
OPK,2021-02-17,5.64,5.66,5.541,5.595,103764,5.595,5.492120948131361,5.366938840909055,0.1251821072223062,0.08673332490418867
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.473415665973427,5.348693948181779,0.1247217177916475,0.07712112932465925
OPK,2021-02-16,5.66,5.69,5.63,5.66,113804,5.66,5.43949124160496,5.323789464036322,0.1157017775686375,0.06522098220791217
OPK,2021-02-12,5.52,5.53,5.45,5.48,77057,5.48,5.399398740078589,5.296892621159227,0.1025061189193623,0.052600783367730594
OPK,2021-02-11,5.67,5.73,5.66,5.675,82349,5.675,5.384743965547424,5.282244030851965,0.1024999346954587,0.040124449479822646
OPK,2021-02-10,5.7883,5.82,5.78,5.81,120817,5.81,5.331970141101501,5.250823553320123,0.0811465877813786,0.024530578175913625
OPK,2021-02-09,5.51,5.53,5.46,5.4998,76157,5.4998,5.245055621301775,5.206089437585733,0.0389661837160417,0.010376575774547377
OPK,2021-02-08,5.37,5.4,5.34,5.37,108167,5.37,5.198738461538461,5.182592592592592,0.0161458689458688,0.0032291737891737785
OPK,2021-02-05,5.19,5.2,5.14,5.1676,98580,5.1676,5.1676,5.1676,0.0,0.0
