Symbol,Date,Open,High,Low,Close,Volume,GFI SMA,GFI spanTwelveEMA,GFI spanTwntySixEMA,GFI_x,GFI_y
GFI,2021-03-02,8.32,8.52,8.32,8.485,1440133,8.485,8.669466082776637,8.964270989211245,-0.2948049064346083,-0.2454030772630262
GFI,2021-03-01,8.36,8.43,8.305,8.335,773497,8.335,8.703005370554209,9.002612668348146,-0.299607297793937,-0.23305261997013066
GFI,2021-02-26,8.5,8.51,8.3,8.325,948890,8.325,8.7699154379277,9.056021681815997,-0.2861062438882964,-0.21641395051417905
GFI,2021-02-25,8.54,8.73,8.52,8.65,1069999,8.65,8.850809153914556,9.114503416361275,-0.2636942624467195,-0.19899087717064973
GFI,2021-02-24,8.47,8.49,8.34,8.42,1012841,8.42,8.887319909171747,9.151663689670178,-0.2643437804984305,-0.18281503085163228
GFI,2021-02-23,8.78,8.79,8.48,8.65,1073977,8.65,8.972287165384794,9.210196784843792,-0.237909619458998,-0.1624328434399327
GFI,2021-02-22,8.66,8.7923,8.61,8.735,1054318,8.735,9.030884831818392,9.255012527631294,-0.2241276958129017,-0.14356364943516636
GFI,2021-02-19,8.55,8.6,8.5,8.565,1049423,8.565,9.08468207396719,9.296613529841798,-0.2119314558746072,-0.12342263784073251
GFI,2021-02-18,8.64,8.79,8.48,8.55,603805,8.55,9.179169723779406,9.355142612229145,-0.1759728884497367,-0.10129543333226382
GFI,2021-02-17,8.86,8.9,8.751,8.81,1313569,8.81,9.293564219012024,9.419554021207476,-0.1259898021954502,-0.08262606955289514
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.38148498610512,9.468318342904071,-0.0868333567989534,-0.07178513639225592
GFI,2021-02-16,9.25,9.3,9.16,9.19,1653234,9.19,9.416300438124232,9.4905838103364,-0.0742833722121663,-0.06802308129058197
GFI,2021-02-12,9.35,9.37,9.22,9.335,754143,9.335,9.45744597232864,9.514630515163311,-0.0571845428346726,-0.06645800856018545
GFI,2021-02-11,9.59,9.67,9.57,9.63,707095,9.63,9.479708876388392,9.529000956376375,-0.0492920799879836,-0.06877637499156408
GFI,2021-02-10,9.86,9.875,9.7,9.73,703829,9.73,9.45238321754992,9.520921032886488,-0.068537815336569,-0.07364744874245918
GFI,2021-02-09,9.5,9.5,9.335,9.385,573403,9.385,9.401907438922631,9.504194715517407,-0.1022872765947759,-0.07492485709393218
GFI,2021-02-08,9.59,9.63,9.4,9.485,1071301,9.485,9.404981518726746,9.5137302927588,-0.1087487740320529,-0.06808425221872122
GFI,2021-02-05,9.14,9.165,9.05,9.1,373214,9.1,9.390432703949791,9.516028716179504,-0.1255960122297121,-0.05791812176538828
GFI,2021-02-04,8.9,9.04,8.67,8.955,1672616,8.955,9.44323865012248,9.549311013473863,-0.106072363351382,-0.0409986491493073
GFI,2021-02-03,9.2,9.31,9.18,9.22,510786,9.22,9.532009313781115,9.596855894551773,-0.0648465807706557,-0.024730220598788176
GFI,2021-02-02,9.36,9.36,9.22,9.28,831328,9.28,9.588738279923136,9.627004366115912,-0.0382660861927757,-0.014701130555820839
GFI,2021-02-01,9.61,9.66,9.45,9.5,2525527,9.5,9.644872512636434,9.654764715405184,-0.00989220276875,-0.008809891646582118
GFI,2021-01-29,10.02,10.05,9.8,9.89,1360931,9.89,9.671212969479422,9.6671458926376,0.0040670768418227,-0.00853931386604014
GFI,2021-01-28,9.79,9.835,9.695,9.745,1109456,9.745,9.63143350938477,9.649317564048609,-0.0178840546638365,-0.011690911543005411
GFI,2021-01-27,9.52,9.54,9.285,9.36,694845,9.36,9.61078505654564,9.641662969172495,-0.0308779126268561,-0.010142625762797173
GFI,2021-01-26,9.63,9.71,9.555,9.64,504162,9.64,9.656382339553938,9.664196006706296,-0.0078136671523569,-0.004958804046782434
GFI,2021-01-25,9.74,9.93,9.71,9.765,952941,9.765,9.65936094674556,9.666131687242798,-0.0067707404972363,-0.004245088270388352
GFI,2021-01-22,9.41,9.45,9.24,9.4485,728008,9.4485,9.640153846153844,9.658222222222223,-0.0180683760683777,-0.0036136752136759044
GFI,2021-01-21,9.72,9.74,9.51,9.675,1821713,9.675,9.675,9.675,0.0,0.0
