Symbol,Date,Open,High,Low,Close,Volume,AUY SMA,AUY spanTwelveEMA,AUY spanTwntySixEMA,AUY_x,AUY_y
AUY,2021-03-02,4.07,4.12,4.06,4.115,2047874,4.115,4.403317064532214,4.6184566901290935,-0.2151396255968798,-0.16508701586724406
AUY,2021-03-01,4.1,4.16,4.07,4.13,2584365,4.13,4.455738348992616,4.658733225339421,-0.2029948763468043,-0.15257386343483512
AUY,2021-02-26,4.2,4.21,4.1,4.111,2977330,4.111,4.51496350335491,4.701031883366575,-0.1860683800116653,-0.1399686102068428
AUY,2021-02-25,4.45,4.52,4.43,4.4355,2140474,4.4355,4.588411413055803,4.748234434035901,-0.1598230209800979,-0.12844366775563715
AUY,2021-02-24,4.42,4.42,4.3,4.36,3075063,4.36,4.616213488156857,4.773253188758773,-0.1570397006019153,-0.12059882944952194
AUY,2021-02-23,4.55,4.57,4.38,4.43,2630765,4.43,4.662797758730831,4.806313443859474,-0.1435156851286425,-0.1114886116614236
AUY,2021-02-22,4.48,4.58,4.43,4.55,3427006,4.55,4.705124623954619,4.836418519368231,-0.131293895413612,-0.10348184329461886
AUY,2021-02-19,4.53,4.57,4.49,4.55,1926853,4.55,4.733329101037277,4.859332000917689,-0.1260028998804125,-0.09652883026487055
AUY,2021-02-18,4.59,4.64,4.54,4.553,1333894,4.553,4.766661664862236,4.884078560991104,-0.1174168961288675,-0.08916031286098504
AUY,2021-02-17,4.59,4.615,4.49,4.555,4975195,4.555,4.805509240291735,4.910564845870392,-0.1050556055786575,-0.0820961670440144
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.851056374890232,4.939010033540024,-0.0879536586497913,-0.07635630741035361
AUY,2021-02-16,4.76,4.76,4.61,4.66,4578341,4.66,4.885793897597547,4.961330836223226,-0.075536938625679,-0.07345696960049396
AUY,2021-02-12,4.87,4.9,4.76,4.8979,2047737,4.8979,4.926847333524373,4.985437303121084,-0.0585899695967109,-0.07293697734419768
AUY,2021-02-11,4.94,5.01,4.93,5.01,1760765,5.01,4.932110485074259,4.99244028737077,-0.0603298022965113,-0.07652372928106937
AUY,2021-02-10,4.98,5.0,4.91,4.915,1327266,4.915,4.91794875508776,4.991035510360431,-0.073086755272671,-0.08057221102720889
AUY,2021-02-09,5.03,5.05,4.9548,5.0018,2218405,5.0018,4.918484892376444,4.997118351189266,-0.0786334588128214,-0.08244357496584336
AUY,2021-02-08,4.97,4.99,4.9301,4.98,2066466,4.98,4.903336690990344,4.996743819284407,-0.0934071282940633,-0.08339610400409883
AUY,2021-02-05,4.79,4.8,4.74,4.78,1550083,4.78,4.8893979075340415,4.998083324827159,-0.1086854172931177,-0.0808933479316079
AUY,2021-02-04,4.75,4.75,4.625,4.7001,3170540,4.7001,4.9092884361765945,5.015529990813333,-0.1062415546367381,-0.07394533059123044
AUY,2021-02-03,4.86,4.91,4.81,4.905,1091139,4.905,4.947322697299612,5.040764390078399,-0.0934416927787875,-0.06587127457985352
AUY,2021-02-02,4.84,4.85,4.71,4.81,3169968,4.81,4.9550177331722685,5.051625541284671,-0.0966078081124024,-0.05897867003012
AUY,2021-02-01,4.95,4.96,4.82,4.84,4545061,4.84,4.981384593749044,5.070955584587445,-0.0895709908384008,-0.049571385509549384
AUY,2021-01-29,4.93,4.97,4.83,4.9214,2553027,4.9214,5.007090883521598,5.08943203135444,-0.0823411478328424,-0.039571484177336524
AUY,2021-01-28,4.75,4.82,4.7,4.765,3243277,4.765,5.022671044161888,5.102874593862795,-0.080203549700907,-0.028879068263460046
AUY,2021-01-27,4.87,4.87,4.545,4.585,4174240,4.585,5.069520324918596,5.129904561371818,-0.0603842364532223,-0.016047947904098296
AUY,2021-01-26,5.11,5.11,4.94,5.055,4258284,5.055,5.157614929449249,5.173496926281564,-0.0158819968323147,-0.004963875766817289
AUY,2021-01-25,5.21,5.27,5.16,5.16,1548023,5.16,5.176272189349112,5.182976680384089,-0.0067044910349762,-0.0022343455004427072
AUY,2021-01-22,5.11,5.16,5.0415,5.12,1951449,5.12,5.179230769230769,5.184814814814816,-0.0055840455840465,-0.0011168091168093142
AUY,2021-01-21,5.29,5.31,5.1621,5.19,1593641,5.19,5.19,5.19,0.0,0.0
