Symbol,Date,Open,High,Low,Close,Volume,TCDA SMA,TCDA spanTwelveEMA,TCDA spanTwntySixEMA,TCDA_x,TCDA_y
TCDA,2021-03-02,4.8,5.04,4.79,4.94,212247,4.94,6.246422265351202,6.624615985408086,-0.3781937200568839,-0.15972864912144907
TCDA,2021-03-01,5.23,5.23,4.9199,5.0001,337852,5.0001,6.483953586324148,6.759385264240733,-0.2754316779165853,-0.10511238138759037
TCDA,2021-02-26,5.19,5.59,5.0,5.125,849626,5.125,6.753745147473993,6.900128085379992,-0.1463829379059982,-0.06253255725534163
TCDA,2021-02-25,7.78,7.78,7.4501,7.49,63179,7.49,7.049880628832901,7.04213833221039,0.0077422966225109,-0.04156996209267747
TCDA,2021-02-24,7.08,7.3397,7.01,7.3397,121262,7.3397,6.9698589249843375,7.006309398787221,-0.0364504738028834,-0.053898026771474566
TCDA,2021-02-23,7.0,7.04,6.81,6.955,105735,6.955,6.902615093163308,6.979638150690199,-0.0770230575268904,-0.058259915013622335
TCDA,2021-02-22,6.9,6.935,6.829,6.89,30498,6.89,6.8930905646475455,6.981609202745414,-0.0885186380978684,-0.053569129385305086
TCDA,2021-02-19,6.63,6.85,6.5614,6.63,43851,6.63,6.893652485492554,6.988937938965046,-0.095285453472492,-0.04483175220716425
TCDA,2021-02-18,6.9,6.9,6.73,6.73,25684,6.73,6.941589301036656,7.01765297408225,-0.0760636730455948,-0.03221832689083229
TCDA,2021-02-17,6.8,6.86,6.57,6.63,77898,6.63,6.98006008304332,7.040665212008831,-0.0606051289655109,-0.021256990352141653
TCDA,2021-02-16,6.93,6.935,6.74,6.865,63000,6.865,7.043707370869377,7.073518428969537,-0.0298110581001598,-0.011419955698799328
TCDA,2021-02-16,6.93,6.935,6.74,6.865,63000,6.865,7.076199620118356,7.0901999032871,-0.0140002831687446,-0.006822180098459203
TCDA,2021-02-12,7.06,7.06,6.86,6.86,69074,6.86,7.114599551048966,7.108215895550068,0.0063836554988974,-0.005027654330887832
TCDA,2021-02-11,7.3,7.39,7.21,7.26,81005,7.26,7.160890378512414,7.128073167194073,0.0328172113183402,-0.007880481788334143
TCDA,2021-02-10,7.31,7.4067,7.28,7.34,37729,7.34,7.142870447332853,7.117519020569599,0.0253514267632537,-0.018054905065002742
TCDA,2021-02-09,7.38,7.39,7.18,7.3611,130398,7.3611,7.107028710484281,7.099720542215167,0.0073081682691142,-0.028906488022066863
TCDA,2021-02-08,7.4,7.41,7.19,7.25,64137,7.25,7.060833930572333,7.07881018559238,-0.0179762550200468,-0.03796015209486215
TCDA,2021-02-05,7.29,7.29,7.04,7.11,155938,7.11,7.026440099767303,7.06511500043977,-0.0386749006724667,-0.042956126363565744
TCDA,2021-02-04,6.99,7.38,6.89,7.13,357646,7.13,7.011247390634086,7.061524200474952,-0.0502768098408656,-0.0440264327863405
TCDA,2021-02-03,6.92,7.1,6.9,7.01,79457,7.01,6.989656007113011,7.056046136512948,-0.0663901293999371,-0.0424638385227092
TCDA,2021-02-02,7.0,7.0,6.75,6.89,58090,6.89,6.985957099315376,7.059729827433984,-0.0737727281186071,-0.03648226580340221
TCDA,2021-02-01,6.8,6.8,6.6,6.7899,55430,6.7899,7.003403844645444,7.073308213628702,-0.0699043689832583,-0.027159650224600762
TCDA,2021-01-29,6.89,6.955,6.79,6.8499,108211,6.8499,7.0422227254900704,7.095980870718998,-0.0537581452289277,-0.016473470534936363
TCDA,2021-01-28,6.88,7.03,6.83,6.88,24724,6.88,7.077190493760992,7.115667340376518,-0.0384768466155263,-0.007152301861438515
TCDA,2021-01-27,6.86,6.86,6.45,6.63,131234,6.63,7.113043310808445,7.13452072760664,-0.021477416798195,0.0006788343270834338
TCDA,2021-01-26,7.21,7.4,7.21,7.37,50169,7.37,7.200869367319071,7.174882385815171,0.0259869815038999,0.006217897108403051
TCDA,2021-01-25,7.39,7.45,7.19,7.34,25331,7.34,7.170118343195266,7.159272976680385,0.0108453665148813,0.0012756260095288141
TCDA,2021-01-22,7.15,7.15,6.94,7.08,14471,7.08,7.139230769230769,7.144814814814816,-0.0055840455840465,-0.0011168091168093142
TCDA,2021-01-21,7.15,7.2299,6.99,7.15,37322,7.15,7.15,7.15,0.0,0.0
