Symbol,Date,Open,High,Low,Close,Volume,IAG SMA,IAG spanTwelveEMA,IAG spanTwntySixEMA,IAG_x,IAG_y
IAG,2021-03-02,2.88,2.92,2.87,2.89,701363,2.89,3.1544855178975086,3.274020569878342,-0.1195350519808333,-0.069693497144316
IAG,2021-03-01,3.07,3.07,2.97,2.98,1250983,2.98,3.202573793878874,3.304742215468609,-0.1021684215897353,-0.05723310843518664
IAG,2021-02-26,3.06,3.08,2.97,2.99,1215119,2.99,3.243041756402306,3.330721592706098,-0.087679836303792,-0.04599928014654957
IAG,2021-02-25,3.2,3.25,3.18,3.2,656443,3.2,3.2890493484754524,3.3579793201225856,-0.0689299716471332,-0.03557914110723895
IAG,2021-02-24,3.17,3.18,3.11,3.16,702334,3.16,3.3052401391073527,3.3706176657323925,-0.0653775266250398,-0.027241433472265382
IAG,2021-02-23,3.3,3.3,3.13,3.185,1571642,3.185,3.3316474371268714,3.387467078990984,-0.0558196418641125,-0.01770741018407177
IAG,2021-02-22,3.26,3.28,3.18,3.19,3825621,3.19,3.358310607513575,3.4036644453102625,-0.0453538377966875,-0.008179352264061563
IAG,2021-02-19,3.23,3.24,3.18,3.18,1399123,3.18,3.388912536152407,3.4207576009350835,-0.0318450647826766,0.0011142691190949372
IAG,2021-02-18,3.38,3.43,3.26,3.285,1700687,3.285,3.4268966336346627,3.44001820900989,-0.0131215753752274,0.009354102594537842
IAG,2021-02-17,3.31,3.31,3.22,3.2699,1476090,3.2699,3.4526960215682374,3.4524196657306816,0.0002763558375558,0.014973022086979152
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.485931661853372,3.467021238989136,0.018910422864236,0.018647188649334987
IAG,2021-02-16,3.46,3.4788,3.42,3.445,988275,3.445,3.493373782190349,3.4687829381082667,0.0245908440820823,0.01858138009560972
IAG,2021-02-12,3.51,3.52,3.445,3.5,634926,3.5,3.502169015315867,3.470685573156928,0.0314834421589393,0.01707901409899156
IAG,2021-02-11,3.61,3.63,3.575,3.61,260697,3.61,3.502563381736933,3.468340419009482,0.0342229627274512,0.013477907084004717
IAG,2021-02-10,3.59,3.6,3.5513,3.5681,371863,3.5681,3.483029451143649,3.457007652530241,0.0260217986134079,0.008291643173143183
IAG,2021-02-09,3.6,3.6,3.54,3.57,720128,3.57,3.4675620786243124,3.44812026473266,0.0194418138916523,0.0038591043130769983
IAG,2021-02-08,3.54,3.59,3.54,3.55,419515,3.55,3.448937002010552,3.438369885911273,0.0105671160992786,-3.657308156683643e-05
IAG,2021-02-05,3.49,3.5,3.43,3.46,470506,3.46,3.430561911467015,3.4294394767841747,0.0011224346828404,-0.0026874953767783137
IAG,2021-02-04,3.425,3.425,3.3647,3.41,725796,3.41,3.425209531733745,3.426994634926909,-0.0017851031931637,-0.003639977891683006
IAG,2021-02-03,3.44,3.5,3.44,3.49,272768,3.49,3.427974901139881,3.4283542057210616,-0.0003793045811808,-0.004103696566312828
IAG,2021-02-02,3.44,3.44,3.355,3.4,835177,3.4,3.4166976104380407,3.4234225421787468,-0.006724931740706,-0.005034794562595822
IAG,2021-02-01,3.5,3.52,3.39,3.39,1270609,3.39,3.4197335396085937,3.4252963455530465,-0.0055628059444527,-0.0046122602680682525
IAG,2021-01-29,3.51,3.55,3.45,3.5111,1016160,3.5111,3.425139637719247,3.42812005319729,-0.002980415478043,-0.004374623848972116
IAG,2021-01-28,3.39,3.48,3.3775,3.39,1264398,3.39,3.4095104809409285,3.4214816574530733,-0.0119711765121448,-0.004723175941704379
IAG,2021-01-27,3.4,3.4,3.27,3.31,912787,3.31,3.413057841112006,3.424000190049319,-0.0109423489373128,-0.0029111757990942606
IAG,2021-01-26,3.39,3.44,3.3744,3.435,512458,3.435,3.431795630405098,3.4331202052532643,-0.0013245748481662,-0.0009033825145396187
IAG,2021-01-25,3.48,3.51,3.43,3.44,414110,3.44,3.4312130177514795,3.4329698216735256,-0.0017568039220461,-0.0007980844311329528
IAG,2021-01-22,3.34,3.41,3.3248,3.4,747744,3.4,3.4296153846153845,3.432407407407408,-0.0027920227920232,-0.0005584045584046571
IAG,2021-01-21,3.49,3.5,3.405,3.435,886706,3.435,3.435,3.435,0.0,0.0
