Symbol,Date,Open,High,Low,Close,Volume,VERB SMA,VERB spanTwelveEMA,VERB spanTwntySixEMA,VERB_x,VERB_y
VERB,2021-01-15,1.88,1.88,1.76,1.83,128970,1.83,1.7941801067952188,1.7504761509665574,0.0437039558286616,0.034317157516920216
VERB,2021-01-14,2.07,2.1399,1.97,1.9801,269387,1.9801,1.7876673989398042,1.7441142430438819,0.043553155895922124,0.031970457938984925
VERB,2021-01-13,1.82,1.895,1.81,1.8705,231186,1.8705,1.752679653292496,1.7252353824873925,0.02744427080510348,0.029074783449750563
VERB,2021-01-12,1.83,1.83,1.73,1.75,122231,1.7499999999999998,1.7312577720729498,1.7136142130863838,0.017643558986566003,0.029482411610912335
VERB,2021-01-11,1.79,1.79,1.71,1.725,151784,1.7249999999999996,1.7278500942680317,1.7107033501332949,0.017146744134736824,0.03244212476699892
VERB,2021-01-08,1.8,1.8,1.71,1.72,193867,1.7199999999999993,1.7283682932258555,1.7095596181439583,0.018808675081897208,0.03626596992506444
VERB,2021-01-07,1.7,1.73,1.69,1.7256,94257,1.7255999999999994,1.7298898010851018,1.708724387595475,0.02116541348962686,0.04063029363585624
VERB,2021-01-06,1.77,1.77,1.7,1.72,128804,1.7199999999999993,1.7306697649187566,1.7073743386031128,0.02329542631564374,0.045496513672413585
VERB,2021-01-05,1.7,1.7,1.66,1.68,66601,1.6799999999999995,1.7326097221767125,1.7063642856913617,0.026245436485350385,0.051046785511606046
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7421751262088416,1.708473428546671,0.03370169766217068,0.057247122768169845
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.758097876428631,1.7127833028304045,0.04531457359822655,0.06313347904466964
VERB,2020-12-31,1.68,1.7,1.65,1.6717,108525,1.6716999999999995,1.7769156721429276,1.7174379670568367,0.05947770508609085,0.06758820540628041
VERB,2020-12-30,1.63,1.679,1.61,1.675,88462,1.6749999999999998,1.7960457943507326,1.7210970044213838,0.07494878992934884,0.0696158304863278
VERB,2020-12-29,1.755,1.8299,1.75,1.76,178430,1.7599999999999996,1.8180541205963203,1.7247847647750945,0.09326935582122607,0.06828259062557254
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.8286094152501973,1.7219675459571018,0.10664186929309527,0.062035899326659205
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.8029020362047787,1.7021249496336703,0.1007770865711084,0.05088440683505013
VERB,2020-12-24,2.14,2.17,2.0,2.03,281038,2.03,1.7725205882420112,1.6806949456043638,0.09182564263764736,0.03841123690103557
VERB,2020-12-23,1.86,1.97,1.86,1.9101,309804,1.9101,1.7257061497405586,1.6527505412527133,0.07295560848784555,0.02505763546688262
VERB,2020-12-22,2.06,2.2,2.05,2.1,818152,2.1,1.692179995147933,1.6321625845529302,0.060017410595002874,0.013083142211641944
VERB,2020-12-21,1.87,1.9,1.84,1.8467,246525,1.8467,1.6180309033566482,1.5947355913171646,0.02329531203948365,0.0013495751158017107
VERB,2020-12-18,1.7,1.73,1.68,1.69,345359,1.6899999999999995,1.576454703966948,1.5745784386225377,0.0018762653444102106,-0.004136859115118774
VERB,2020-12-17,1.56,1.63,1.55,1.61,386725,1.61,1.5558101046882111,1.5653447137123406,-0.009534609024129505,-0.0056401402300010756
VERB,2020-12-16,1.47,1.48,1.45,1.4705,140574,1.4704999999999997,1.5459573964497042,1.5617722908093283,-0.015814894359623688,-0.004666523031468968
VERB,2020-12-15,1.4,1.47,1.4,1.46,189741,1.4599999999999995,1.5596769230769232,1.569074074074074,-0.009397150997150884,-0.0018794301994301767
VERB,2020-12-14,1.4366,1.58,1.43,1.5778,902105,1.5778,1.5778,1.5778,0.0,0.0
