Symbol,Date,Open,High,Low,Close,Volume,KTRA SMA,KTRA spanTwelveEMA,KTRA spanTwntySixEMA,KTRA_x,KTRA_y
KTRA,2021-01-15,1.38,1.41,1.38,1.3901,21954,1.3901,1.3726749258013058,1.3686700758964865,0.0040048499048197525,-0.005519867398769614
KTRA,2021-01-14,1.35,1.3667,1.34,1.36,82840,1.36,1.3695067304924524,1.3669556819682052,0.002551048524247257,-0.007901046724666844
KTRA,2021-01-13,1.5,1.51,1.43,1.445,122952,1.4449999999999996,1.3712352269456256,1.3675121365256615,0.003723090419964104,-0.010514070536895369
KTRA,2021-01-12,1.45,1.45,1.43,1.445,27798,1.4449999999999996,1.3578234500266484,1.3613131074477145,-0.0034896574210661053,-0.014073360776110235
KTRA,2021-01-11,1.4,1.4,1.37,1.39,74848,1.3899999999999997,1.3419731682133118,1.3546181560435315,-0.012644987830219723,-0.01671928661487127
KTRA,2021-01-08,1.39,1.39,1.33,1.33,36997,1.3299999999999998,1.3332410169793685,1.3517876085270142,-0.018546591547645708,-0.017737861311034154
KTRA,2021-01-07,1.3745,1.38,1.32,1.3467,31321,1.3466999999999998,1.333830292793799,1.3535306172091754,-0.01970032441537639,-0.017535678751881265
KTRA,2021-01-06,1.4,1.42,1.29,1.325,180159,1.3249999999999995,1.3314903460290353,1.3540770665859094,-0.02258672055687416,-0.01699451733600748
KTRA,2021-01-05,1.32,1.33,1.3,1.3111,19727,1.3110999999999997,1.3326704089434054,1.356403231912782,-0.02373282296937673,-0.01559646653079081
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.2799999999999996,1.33659230147857,1.3600274904658043,-0.023435188987234627,-0.013562377421144384
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921,1.2799999999999996,1.3468818108383098,1.3664296897030688,-0.01954787886475895,-0.011094174529621935
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751,1.2982999999999996,1.3590421400816388,1.3733440648793145,-0.014301924797675447,-0.00898074844583768
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634,1.3400999999999998,1.3700861655510277,1.3793475900696592,-0.009261424518631768,-0.007650454357878181
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303,1.35,1.3755381956512145,1.382487397275232,-0.006949201624017798,-0.00724771181768984
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.3801815039514351,1.3850863890572505,-0.004904885105815326,-0.007322339366107905
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602,1.4,1.376578141033514,1.3838933001818303,-0.007315159148316486,-0.00792670293118105
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954,1.4,1.3723196212214257,1.382604764196377,-0.010285142974951532,-0.008079588876897246
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000,1.3283999999999998,1.3672868250798664,1.3812131453320873,-0.013926320252220849,-0.007528200352383729
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065,1.3599999999999997,1.3743571569125694,1.3854381969586542,-0.011081040046084787,-0.005928670377424448
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709,1.3400999999999998,1.376967549078491,1.3874732527153464,-0.010505703636855436,-0.004640577960259362
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188,1.36,1.3836707398200343,1.3912631129325739,-0.0075923731125395735,-0.003174296541110344
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989,1.37,1.3879745106964043,1.3937641619671801,-0.005789651270775575,-0.0020697773982530365
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486,1.36,1.3912426035502958,1.3956652949245545,-0.004422691374258214,-0.0011398089301223459
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466,1.3799999999999997,1.3969230769230772,1.3985185185185185,-0.0015954415954415602,-0.00031908831908826767
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350,1.3999999999999997,1.4,1.4,0.0,0.0
