Symbol,Date,Open,High,Low,Close,Volume,ADTX SMA,ADTX spanTwelveEMA,ADTX spanTwntySixEMA,ADTX_x,ADTX_y
ADTX,2021-01-15,2.46,2.4715,2.305,2.36,139845,2.36,2.2666348272649195,2.257303027758548,0.009331799506371752,-0.025117369058953495
ADTX,2021-01-14,2.4,2.4,2.31,2.36,77098,2.36,2.2496593413130865,2.249087269979232,0.00057207133385484,-0.03372966120028469
ADTX,2021-01-13,2.33,2.3485,2.3036,2.3336,27158,2.3336,2.229597403370012,2.2402142515775703,-0.010616848207558592,-0.04230509433381946
ADTX,2021-01-12,2.26,2.29,2.255,2.2633,24825,2.2633,2.210687840346377,2.232743391703776,-0.02205555135739834,-0.05022715586538479
ADTX,2021-01-11,2.3,2.315,2.2598,2.3114,29086,2.3114,2.201121993136628,2.230298863040077,-0.029176869903449813,-0.05727005699238128
ADTX,2021-01-08,2.36,2.38,2.3,2.3,168298,2.3,2.1810714464341965,2.2238107720832843,-0.04273932564908733,-0.06429335376461437
ADTX,2021-01-07,2.17,2.245,2.1567,2.2445,87230,2.2444999999999995,2.159448073058596,2.2177156338499464,-0.05826756079135054,-0.06968186079349602
ADTX,2021-01-06,2.09,2.125,2.08,2.125,25701,2.125,2.143984086341977,2.2155728845579423,-0.07158879821596552,-0.07253543579403239
ADTX,2021-01-05,2.08,2.0896,2.07,2.08,26274,2.08,2.1474357384041545,2.2228187153225782,-0.07538297691842333,-0.0727720951885491
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1596967817503643,2.2342442125483846,-0.07454743079801984,-0.07211937475608043
ADTX,2021-01-04,2.08,2.1099,2.0619,2.075,60548,2.075,2.1750961966140667,2.2469837495522547,-0.07188755293818794,-0.07151236074559547
ADTX,2020-12-31,2.12,2.145,2.115,2.14,12206,2.14,2.193295505089352,2.2607424495164348,-0.0674469444270831,-0.07141856269744735
ADTX,2020-12-30,2.14,2.2,2.13,2.195,59601,2.194999999999999,2.2029855969237797,2.2704018454777493,-0.06741624855396999,-0.07241146726503853
ADTX,2020-12-29,2.2,2.2,2.09,2.136,99830,2.136,2.2044375236371936,2.2764339931159694,-0.0719964694787758,-0.07366027194280576
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.2168807097530467,2.2876687125652473,-0.0707880028122001,-0.07407622255881324
ADTX,2020-12-28,2.2,2.24,2.1551,2.24,101648,2.24,2.212677202435419,2.2914822095704666,-0.07880500713504768,-0.0748982774954664
ADTX,2020-12-24,2.21,2.255,2.195,2.25,52369,2.249999999999999,2.2077094210600405,2.295600786336104,-0.08789136527606356,-0.07392159508557108
ADTX,2020-12-23,2.22,2.23,2.13,2.191,101036,2.190999999999999,2.2000202248891387,2.2992488492429923,-0.0992286243538536,-0.07042915253794796
ADTX,2020-12-22,2.12,2.13,2.03,2.1,104641,2.0999999999999988,2.2016602657780733,2.307908757182432,-0.10624849140435844,-0.06322928458397153
ADTX,2020-12-21,2.01,2.04,2.01,2.01,35861,2.0099999999999985,2.2201439504649962,2.3245414577570265,-0.10439750729203068,-0.0524744828788747
ADTX,2020-12-18,2.01,2.025,2.0,2.005,54470,2.004999999999999,2.258351941458632,2.3497047743775883,-0.09135283291895656,-0.039493726775585804
ADTX,2020-12-17,1.97,2.06,1.97,2.05,94017,2.049999999999999,2.3044159308147467,2.3772811563277947,-0.07286522551304841,-0.02652895023974322
ADTX,2020-12-16,2.03,2.07,2.01,2.06,123466,2.06,2.3506733727810647,2.403463648834019,-0.052790276052954166,-0.014944881421417033
ADTX,2020-12-15,2.2,2.23,2.1,2.1127,124846,2.112699999999999,2.4035230769230767,2.4309407407407404,-0.02741766381766375,-0.00548353276353275
ADTX,2020-12-14,2.53,2.59,2.45,2.4564,326436,2.456399999999999,2.4564,2.4564,0.0,0.0
