Symbol,Date,Open,High,Low,Close,Volume,ACRX SMA,ACRX spanTwelveEMA,ACRX spanTwntySixEMA,ACRX_x,ACRX_y
ACRX,2021-01-15,1.95,2.13,1.91,2.1,2144890,2.1,1.597324526602251,1.468182515423336,0.12914201117891522,0.036544207921589404
ACRX,2021-01-14,1.9534,1.96,1.83,1.905,2081271,1.905,1.5059289859844789,1.4176371166572028,0.08829186932727606,0.013394757107258005
ACRX,2021-01-13,2.04,2.12,1.91,2.025,4381490,2.0249999999999995,1.4333706197998386,1.378648085989779,0.05472253381005965,-0.005329520947746509
ACRX,2021-01-12,1.35,1.37,1.345,1.36,69093,1.36,1.3258016415816274,1.3269399328689613,-0.0011382912873338926,-0.020342534637198047
ACRX,2021-01-11,1.35,1.37,1.33,1.37,112650,1.37,1.3195837582328322,1.3242951274984782,-0.0047113692656459705,-0.025143595474664084
ACRX,2021-01-08,1.4,1.4,1.36,1.38,148548,1.38,1.31041716882062,1.3206387376983564,-0.010221568877736507,-0.030251652026918614
ACRX,2021-01-07,1.37,1.41,1.3619999999999999,1.399,71346,1.399,1.2977657449698234,1.3158898367142249,-0.01812409174440144,-0.035259172814214194
ACRX,2021-01-06,1.3483,1.39,1.341,1.3668,130187,1.3668,1.2793595167825185,1.3092410236513632,-0.0298815068688445,-0.03954294308166738
ACRX,2021-01-05,1.26,1.28,1.25,1.26,130685,1.2600000000000002,1.2634612471066131,1.3046363055434718,-0.041175058436859084,-0.04195830213487304
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.2640905647623608,1.3082072099869495,-0.04411664522458891,-0.042154113059376636
ACRX,2021-01-04,1.27,1.27,1.22,1.2554,144710,1.2554000000000003,1.2656706674464264,1.312431786785906,-0.04676111933947946,-0.041663480018073615
ACRX,2020-12-31,1.23,1.24,1.22,1.22,166940,1.2200000000000004,1.2675380615275949,1.3169943297287785,-0.04945626820118365,-0.040389070187722094
ACRX,2020-12-30,1.17,1.22,1.155,1.195,261305,1.1950000000000005,1.2761813454417028,1.3247538761070807,-0.0485725306653777,-0.0381222706843567
ACRX,2020-12-29,1.23,1.23,1.17,1.1865,467852,1.1865000000000008,1.2909415900674672,1.3351341861956472,-0.04419259612817994,-0.035509705689101397
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000008,1.309930970079734,1.347024921091299,-0.03709395101156488,-0.03333898307933176
ACRX,2020-12-28,1.29,1.3,1.2719,1.2954,239593,1.2954000000000006,1.312572964639686,1.3511549147786028,-0.03858195013891685,-0.03240024109627342
ACRX,2020-12-24,1.35,1.36,1.31,1.355,150869,1.3550000000000002,1.3156953218469016,1.3556153079608908,-0.039919986113989385,-0.03085481383561256
ACRX,2020-12-23,1.24,1.25,1.23,1.23,114896,1.23,1.3085490167281564,1.3556645325977623,-0.04711551586960594,-0.028588520766018404
ACRX,2020-12-22,1.26,1.2699,1.22,1.25,251350,1.25,1.3228306561332757,1.3657176952055832,-0.042887039072307516,-0.023956771990121518
ACRX,2020-12-21,1.26,1.27,1.24,1.25,158690,1.25,1.336072593612053,1.3749751108220298,-0.03890251720997684,-0.01922420521957502
ACRX,2020-12-18,1.29,1.3,1.25,1.2642,338107,1.2641999999999998,1.351722156086972,1.3849731196877924,-0.03325096360082047,-0.014304627221974564
ACRX,2020-12-17,1.29,1.31,1.26,1.2622,236556,1.2621999999999998,1.3676352753755119,1.3946349692628155,-0.02699969388730361,-0.009568043127263143
ACRX,2020-12-16,1.31,1.3234,1.28,1.285,164568,1.2849999999999997,1.3868053254437869,1.4052297668038412,-0.018424441360054056,-0.005210130437253024
ACRX,2020-12-15,1.28,1.3299,1.28,1.3042,256072,1.3042,1.4053153846153847,1.4148481481481483,-0.009532763532763557,-0.001906552706552711
ACRX,2020-12-14,1.39,1.43,1.38,1.4237,147907,1.4237,1.4237,1.4237,0.0,0.0
