Symbol,Date,Open,High,Low,Close,Volume,RMTI SMA,RMTI spanTwelveEMA,RMTI spanTwntySixEMA,RMTI_x,RMTI_y
RMTI,2021-01-15,1.24,1.24,1.22,1.2224,68948,1.2224,1.1361325841204135,1.1034111892207463,0.03272139489966741,0.0048002595911754604
RMTI,2021-01-14,1.28,1.28,1.2101,1.22,250781,1.2200000000000002,1.1204475994150345,1.093892084358406,0.026555515056628343,-0.0021800242359474717
RMTI,2021-01-13,1.18,1.3,1.18,1.2858,1123658,1.2858000000000005,1.1023471629450408,1.0838034511070784,0.018543711837962332,-0.00936390905909148
RMTI,2021-01-12,1.1235,1.16,1.1235,1.15,355712,1.1500000000000004,1.068992101662321,1.0676437271956447,0.0013483744666762387,-0.016340814283354932
RMTI,2021-01-11,1.1,1.11,1.075,1.09,494920,1.0900000000000003,1.054263392873652,1.0610552253712962,-0.006791832497644146,-0.020763111470862725
RMTI,2021-01-08,1.08,1.1,1.08,1.0801,101610,1.0801000000000005,1.047765827941589,1.0587396434010001,-0.01097381545941123,-0.02425593121416737
RMTI,2021-01-07,1.08,1.11,1.07,1.1,85343,1.1000000000000003,1.0418868875673322,1.05703081487308,-0.015143927305747871,-0.0275764601528564
RMTI,2021-01-06,1.05,1.09,1.05,1.085,115326,1.0850000000000004,1.0313208671250291,1.0535932800629264,-0.0222724129378975,-0.03068459336463353
RMTI,2021-01-05,1.0111,1.05,1.0111,1.045,203603,1.0450000000000004,1.0215610247841251,1.0510807424679605,-0.029519717683835326,-0.03278763847131759
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.0250000000000004,1.0172993929266934,1.0515672018653972,-0.03426780893870385,-0.03360461866818815
RMTI,2021-01-04,1.04,1.04,1.0176,1.025,132557,1.0250000000000004,1.0158992825497286,1.0536925780146291,-0.03779329546490051,-0.03343882110055923
RMTI,2020-12-31,0.98,1.005,0.9759,0.9865,83615,0.9865000000000004,1.0142446066496793,1.0559879842557995,-0.041743377606120236,-0.0323502025094739
RMTI,2020-12-30,0.9247,0.97,0.924,0.962499,302598,0.9624990000000004,1.0192890805859849,1.0615470229962636,-0.04225794241027892,-0.030001908735312315
RMTI,2020-12-29,0.96,0.97,0.9447,0.9447,210854,0.9447000000000004,1.0296145497834364,1.0694708648359643,-0.03985631505252818,-0.02693790031657072
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.0050000000000003,1.0450535588349703,1.0794525340228418,-0.034398975187871494,-0.023708296632581404
RMTI,2020-12-28,1.01,1.02,0.9705,1.005,325312,1.0050000000000003,1.0523360240776922,1.085408736744669,-0.03307271266697676,-0.021035626993758882
RMTI,2020-12-24,1.02,1.03,1.0,1.02,86166,1.0200000000000005,1.0609425739099998,1.0918414356842423,-0.030898861774242507,-0.018026355575454414
RMTI,2020-12-23,1.0,1.02,0.9914,0.9999,134499,0.9999000000000008,1.0683866782572726,1.0975887505389816,-0.029202072281709013,-0.014808229025757388
RMTI,2020-12-22,1.01,1.03,1.0,1.015,136390,1.0150000000000008,1.0808388015767767,1.1054038505821002,-0.024565049005323303,-0.01120976821176948
RMTI,2020-12-21,1.0290000000000001,1.03,1.0,1.02,138164,1.0200000000000011,1.0928094927725542,1.112636158628668,-0.0198266658561137,-0.007870948013380969
RMTI,2020-12-18,1.07,1.07,1.03,1.05,278978,1.0500000000000012,1.1060475823675642,1.120047051318961,-0.013999468951397144,-0.004882018552697785
RMTI,2020-12-17,1.04,1.07,1.02,1.07,129645,1.070000000000001,1.1162380518889394,1.1256508154244782,-0.00941276353553877,-0.0026026559530230014
RMTI,2020-12-16,1.09,1.1,1.05,1.055,212327,1.0550000000000008,1.1246449704142012,1.1301028806584363,-0.005457910244235142,-0.000900129057394059
RMTI,2020-12-15,1.14,1.15,1.12,1.15,79046,1.150000000000001,1.1373076923076924,1.1361111111111113,0.0011965811965810589,0.00023931623931621184
RMTI,2020-12-14,1.15,1.15,1.125,1.135,123038,1.1350000000000011,1.135,1.135,0.0,0.0
