Symbol,Date,Open,High,Low,Close,Volume,MFH SMA,MFH spanTwelveEMA,MFH spanTwntySixEMA,MFH_x,MFH_y
MFH,2021-01-15,3.97,4.0607,3.86,3.92,33830,3.92,3.8405587787498794,3.5289658196060523,0.3115929591438276,0.27329244417919174
MFH,2021-01-14,4.25,4.35,4.02,4.1126,121325,4.112599999999999,3.8261149203407667,3.4976830851745366,0.3284318351662305,0.2637173154380329
MFH,2021-01-13,4.0,4.0702,3.9464,3.9831,15259,3.9831,3.774026724039088,3.4484897319884995,0.32553699205058884,0.24753868550598357
MFH,2021-01-12,4.25,4.25,3.89,3.95,35683,3.95,3.7360134011371047,3.40572091054758,0.33029249058952503,0.22803910886983236
MFH,2021-01-11,3.77,4.23,3.71,4.145,101674,4.144999999999999,3.697106746798396,3.3621785833913864,0.33492816340701026,0.2024757634399093
MFH,2021-01-08,4.41,5.94,4.41,5.516,1357231,5.515999999999997,3.6156716098526505,3.2995528700626973,0.3161187397899532,0.16936266344813428
MFH,2021-01-07,3.36,3.95,3.36,3.63,400675,3.6299999999999972,3.2701573570985873,3.1222370996677133,0.14792025743087356,0.13267364436267953
MFH,2021-01-06,3.4,3.49,3.3132,3.33,59205,3.3299999999999974,3.2047314220256027,3.0816160676411304,0.1231153543844723,0.1288619910956309
MFH,2021-01-05,3.34,3.37,3.24,3.33,40534,3.3299999999999974,3.1819553169393484,3.0617453530524212,0.12020996388692805,0.13029865027342055
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2099999999999973,3.155038101837412,3.0402849812966144,0.11475312054079767,0.13282082187004388
MFH,2021-01-04,3.25,3.31,3.2,3.21,36869,3.2099999999999973,3.1450450294442143,3.0267077798003434,0.11833724964386995,0.13733774720235542
MFH,2020-12-31,3.14,3.1804,3.01,3.0501,95992,3.0500999999999983,3.1332350347977074,3.0120444021843715,0.1211906326133354,0.14208787159197656
MFH,2020-12-30,3.17,3.17,3.01,3.0132,57486,3.013199999999998,3.148350495670017,3.0089999543591213,0.13935054131089594,0.1473121813366367
MFH,2020-12-29,3.15,3.19,3.09,3.09,68868,3.0899999999999976,3.1729233130645658,3.008663950707851,0.1642593623567148,0.149302591343072
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.2799999999999976,3.1880002790763053,3.0021570667644792,0.1858432123118261,0.14556339858966127
MFH,2020-12-28,3.36,3.3719,3.08,3.28,102234,3.279999999999997,3.1712730570901786,2.979929632105637,0.1913434249845416,0.13549344515912004
MFH,2020-12-24,3.15,3.2986,3.15,3.17,27431,3.1699999999999977,3.1515045220156663,2.9559240026740885,0.19558051934157786,0.12153095020276464
MFH,2020-12-23,3.66,3.8246,3.4,3.6488,97191,3.6487999999999983,3.1481417078366967,2.9387979228880154,0.2093437849486812,0.10301855791806133
MFH,2020-12-22,3.4,3.78,3.3501,3.72,420620,3.7199999999999984,3.0571129274433684,2.8819977567190564,0.17511517072431235,0.07643725116040637
MFH,2020-12-21,3.1,3.23,3.0389999999999997,3.23,67824,3.229999999999998,2.9365880051603455,2.8149575772565814,0.1216304279037641,0.05176777126942998
MFH,2020-12-18,3.29,3.4193,3.2101,3.38,55632,3.3799999999999977,2.883240369734953,2.781754183437108,0.10148618629784556,0.034302107110846455
MFH,2020-12-17,3.13,3.2229,3.1,3.1226,94019,3.1225999999999976,2.79292043695949,2.7338945181120766,0.05902591884741337,0.017506087314096783
MFH,2020-12-16,3.2,3.2,2.82,2.9862,230747,2.9861999999999984,2.7329786982248523,2.7027980795610427,0.03018061866380917,0.007126129430767634
MFH,2020-12-15,2.74,2.7899,2.74,2.7592,4728,2.759199999999998,2.6869384615384613,2.6801259259259256,0.006812535612535253,0.0013625071225071396
MFH,2020-12-14,2.73,2.73,2.6,2.6738,21881,2.6737999999999977,2.6738,2.6738,0.0,0.0
