Symbol,Date,Open,High,Low,Close,Volume,PED SMA,PED spanTwelveEMA,PED spanTwntySixEMA,PED_x,PED_y
PED,2021-01-21,1.44,1.46,1.43,1.4301,64093,1.4301,1.3833357225496528,1.3242151389588908,0.059120583590762,0.057285072856006224
PED,2021-01-20,1.44,1.4499,1.41,1.42,30986,1.42,1.3748331266495897,1.315744350075602,0.05908877657398781,0.056826195172317275
PED,2021-01-19,1.37,1.41,1.37,1.4,21760,1.4,1.366620967858606,1.3074038980816498,0.05921706977695607,0.05626054982189969
PED,2021-01-19,1.37,1.41,1.37,1.4,21760,1.4,1.3605520529238069,1.299996209928182,0.060555842995625,0.055521419833135535
PED,2021-01-15,1.41,1.41,1.39,1.3989,21583,1.3988999999999998,1.3533796989099538,1.2919959067224365,0.06138379218751733,0.05426281404251322
PED,2021-01-14,1.36,1.389,1.3566,1.385,35677,1.385,1.3451032805299454,1.2834435792602312,0.061659701269714214,0.05248256950626219
PED,2021-01-13,1.48,1.48,1.41,1.41,98183,1.41,1.33784933153539,1.2753190656010498,0.06253026593434008,0.05018828656539918
PED,2021-01-12,1.45,1.45,1.41,1.44,40663,1.4399999999999995,1.324731028178188,1.264544590849134,0.060186437329053925,0.047102791723163895
PED,2021-01-11,1.34,1.3578,1.3201,1.3578,18243,1.3577999999999997,1.3037730333014952,1.2505081581170647,0.05326487518443024,0.04383188032169132
PED,2021-01-08,1.35,1.38,1.3419999999999999,1.3543,61120,1.3542999999999996,1.2939499484472214,1.2419248107664298,0.05202513768079165,0.041473631606006534
PED,2021-01-07,1.3,1.31,1.3,1.31,24181,1.3099999999999998,1.2829772118012617,1.2329347956277443,0.05004241617351735,0.03883575508731025
PED,2021-01-06,1.28,1.34,1.27,1.335,89507,1.3349999999999995,1.2780639775833094,1.2267695792779638,0.051294398305345545,0.03603408981575847
PED,2021-01-05,1.21,1.27,1.21,1.255,90954,1.2549999999999994,1.2677119735075473,1.218111145620201,0.04960082788734632,0.0322190126933617
PED,2021-01-04,1.38,1.38,1.32,1.355,172833,1.3549999999999995,1.2700232414180104,1.2151600372698173,0.05486320414819335,0.027873558894865542
PED,2021-01-04,1.38,1.38,1.32,1.355,172833,1.3549999999999995,1.2545729216758303,1.2039728402514025,0.05060008142442807,0.021126147581533646
PED,2020-12-31,1.65,1.77,1.47,1.645,3900101,1.6449999999999996,1.2363134528896178,1.1918906674715144,0.044422785418103405,0.013757664120810097
PED,2020-12-30,1.12,1.1327,1.12,1.13,13199,1.1299999999999994,1.1620068079604573,1.1556419208692357,0.006364887091221849,0.006091383796486771
PED,2020-12-29,1.27,1.27,1.1837,1.1837,18348,1.1836999999999995,1.1678262275896314,1.1576932745387745,0.01013295305085693,0.006023007972803057
PED,2020-12-28,1.17,1.2,1.16,1.19,22461,1.1899999999999995,1.1649400871513824,1.1556127365018765,0.00932735064950596,0.004995521703289589
PED,2020-12-28,1.17,1.2,1.16,1.19,22461,1.1899999999999995,1.1603837393607248,1.1528617554220266,0.007521983938698185,0.003912564466735496
PED,2020-12-24,1.13,1.17,1.125,1.15,29102,1.1499999999999997,1.1549989646990384,1.1498906958557888,0.0051082688432495535,0.003010209598744823
PED,2020-12-23,1.16,1.2,1.14,1.1762,20543,1.1761999999999992,1.1559078673715908,1.1498819515242518,0.006025915847339025,0.0024856947876186405
PED,2020-12-22,1.17,1.17,1.16,1.16,8146,1.159999999999999,1.1522183887118798,1.147776507646192,0.00444188106568788,0.0016006395226885444
PED,2020-12-21,1.22,1.22,1.18,1.1878,3699,1.1877999999999989,1.150803550295858,1.1467986282578877,0.0040049220379705375,0.0008903291369387657
PED,2020-12-18,1.14,1.15,1.14,1.15,16644,1.1499999999999988,1.144076923076923,1.1435185185185186,0.0005584045584043906,0.00011168091168087813
PED,2020-12-17,1.14,1.16,1.14,1.143,5719,1.142999999999999,1.143,1.143,0.0,0.0
