Symbol,Date,Open,High,Low,Close,Volume,NBRV SMA,NBRV spanTwelveEMA,NBRV spanTwntySixEMA,NBRV_x,NBRV_y
NBRV,2021-01-21,3.05,3.05,2.895,2.925,66990,2.925,2.8409151328704776,2.7154497297739093,0.12546540309656828,0.10157200843013336
NBRV,2021-01-20,3.04,3.09,3.02,3.03,90200,3.03,2.8256269752105645,2.6986857081558218,0.12694126705474273,0.09559865976352462
NBRV,2021-01-19,2.96,2.96,2.83,2.85,105637,2.850000000000001,2.788468243430667,2.6721805648082877,0.11628767862237988,0.08776300794072009
NBRV,2021-01-19,2.96,2.96,2.83,2.85,105637,2.850000000000001,2.7772806513271515,2.6579550099929503,0.11932564133420208,0.08063184027030525
NBRV,2021-01-15,3.09,3.09,2.92,2.94,189197,2.9400000000000013,2.7640589515684515,2.642591410792386,0.12146754077606615,0.07095839000433125
NBRV,2021-01-14,3.028,3.13,2.9911,3.11,412198,3.1100000000000008,2.732069670035443,2.618798723655777,0.11327094637966614,0.05833110231139764
NBRV,2021-01-13,2.9,2.9,2.83,2.85,37107,2.850000000000001,2.6633550645873423,2.5795026215482397,0.083852443039103,0.04459614129433051
NBRV,2021-01-12,2.84,2.87,2.83,2.86,54489,2.8600000000000008,2.6294196217850407,2.5578628312720983,0.07155679051294239,0.03478206585813749
NBRV,2021-01-11,2.73,2.78,2.72,2.765,39364,2.765000000000001,2.5874959166550484,2.5336918577738663,0.05380405888118212,0.025588384694436264
NBRV,2021-01-08,2.8,2.86,2.76,2.82,253752,2.8200000000000007,2.5552224469559657,2.5151872063957748,0.04003524056019092,0.018534466147749798
NBRV,2021-01-07,2.66,2.68,2.61,2.61,87953,2.6100000000000008,2.5070810736752325,2.4908021829074376,0.016278890767794874,0.013159272544639515
NBRV,2021-01-06,2.67,2.67,2.5,2.51,493702,2.5100000000000007,2.4883685416161843,2.4812663575400324,0.0071021840761513735,0.012379367988850674
NBRV,2021-01-05,2.5,2.55,2.49,2.52,69945,2.5200000000000014,2.4844355491827623,2.478967666143235,0.005467883039527166,0.013698663967025388
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.4350000000000023,2.47796928539781,2.4756850794346943,0.0022842059631158484,0.015756359198899943
NBRV,2021-01-04,2.47,2.49,2.4,2.435,146289,2.4350000000000023,2.4857818827428657,2.4789398857894698,0.006841996953396379,0.019124397507845965
NBRV,2020-12-31,2.51,2.51,2.42,2.4301,59955,2.4301000000000017,2.495014952332478,2.482455076652627,0.01255987567985084,0.02219499764645847
NBRV,2020-12-30,2.42,2.46,2.395,2.395,61193,2.3950000000000022,2.5068176709383834,2.486643482784837,0.02017418815354599,0.024603778138110377
NBRV,2020-12-29,2.53,2.53,2.41,2.45,166580,2.4500000000000024,2.5271481565635434,2.493974961407624,0.033173195155919544,0.025711175634251363
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.5950000000000024,2.5411750941205518,2.4974929583202337,0.043682135800317656,0.023845670753834314
NBRV,2020-12-28,2.65,2.68,2.59,2.595,74754,2.595000000000003,2.531388747597015,2.4896923949858523,0.04169635261116289,0.018886554492213367
NBRV,2020-12-24,2.71,2.715,2.65,2.6799,39707,2.679900000000002,2.5198230653419267,2.481267786584721,0.03855527875720588,0.013184104962475988
NBRV,2020-12-23,2.7,2.72,2.61,2.6981,140204,2.698100000000002,2.490718168131368,2.465377209511498,0.02534095861987007,0.006841311513793515
NBRV,2020-12-22,2.5,2.5,2.47,2.485,89582,2.4850000000000008,2.45301238051889,2.4467593862724177,0.006252994246472189,0.002216399737274376
NBRV,2020-12-21,2.45,2.47,2.44,2.4531,77431,2.4531000000000014,2.4471964497041423,2.443700137174211,0.0034963125299314326,0.0012072511099749227
NBRV,2020-12-18,2.5,2.5,2.44,2.4798,42013,2.4798000000000022,2.446123076923077,2.442948148148148,0.003174928774928976,0.0006349857549857951
NBRV,2020-12-17,2.38,2.46,2.37,2.44,104569,2.440000000000002,2.44,2.44,0.0,0.0
