Symbol,Date,Open,High,Low,Close,Volume,REPH SMA,REPH spanTwelveEMA,REPH spanTwntySixEMA,REPH_x,REPH_y
REPH,2021-01-21,3.32,3.48,3.26,3.4357,193121,3.4357,3.062474196548723,3.0501741089119863,0.012300087636736734,-0.02345714329279185
REPH,2021-01-20,3.08,3.109,3.03,3.065,88491,3.065,2.9946149595575817,3.019332037624945,-0.02471707806736312,-0.032396451025173995
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.981817679477142,3.0156786006349403,-0.03386092115779826,-0.03431629426462671
REPH,2021-01-19,2.99,3.0,2.95,2.99,57214,2.99,2.9803299848366223,3.0177328886857357,-0.03740290384911305,-0.03443013754133382
REPH,2021-01-15,2.95,2.97,2.91,2.96,49531,2.96,2.9785718002614625,3.0199515197805935,-0.041379719519131435,-0.0336869459643889
REPH,2021-01-14,2.97,2.97,2.86,2.91,32415,2.91,2.981948491218092,3.024747641363042,-0.04279915014494984,-0.03176375257570337
REPH,2021-01-13,2.88,2.93,2.82,2.8537,89757,2.8537,2.995030035075927,3.0339274526720854,-0.0388974175961585,-0.029004903183391755
REPH,2021-01-12,3.04,3.04,2.93,2.9686,133076,2.9686000000000003,3.020726405089732,3.048345648885852,-0.02761924379612024,-0.02653177458020007
REPH,2021-01-11,2.95,3.03,2.95,3.01,61076,3.01,3.0302039332878654,3.0547253007967203,-0.024521367508855363,-0.026259907276220025
REPH,2021-01-08,3.07,3.0753,2.99,3.035,36893,3.035,3.0338773757038413,3.0583033248604576,-0.024425949156617218,-0.0266945422180613
REPH,2021-01-07,3.04,3.1,2.92,2.99,47559,2.99,3.0336732621954487,3.0601675908492947,-0.026494328653846374,-0.027261690483422543
REPH,2021-01-06,3.14,3.2,3.08,3.13,145494,3.13,3.0416138553218937,3.065780998117239,-0.02416714279534471,-0.027453530940816692
REPH,2021-01-05,3.1,3.1,3.0,3.06,48247,3.06,3.025543647198602,3.0606434779666176,-0.03509983076801548,-0.028275127977184573
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.0192788557801657,3.060694956203947,-0.04141610042378074,-0.026568952279476844
REPH,2021-01-04,2.93,3.02,2.93,2.9878,129013,2.9878,3.0250022841038327,3.0665265527002625,-0.04152426859642988,-0.022857165243400757
REPH,2020-12-31,2.95,2.98,2.81,2.84,136713,2.84,3.0317663357590754,3.072824676916284,-0.04105834115720874,-0.018190389405143476
REPH,2020-12-30,2.96,2.968,2.92,2.92,15545,2.92,3.066632942260725,3.0914506510695863,-0.024817708808861468,-0.012473401467127157
REPH,2020-12-29,3.0,3.04,2.9691,2.995,129863,2.995,3.09329347721722,3.1051667031551533,-0.011873225937933274,-0.009387324631693577
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.14,3.1111650185294417,3.1139800394075663,-0.0028150208781241304,-0.008765849305133652
REPH,2020-12-28,3.16,3.2,3.07,3.14,102144,3.1399999999999992,3.105922294625704,3.1118984425601712,-0.005976147934467324,-0.010253556411885922
REPH,2020-12-24,3.21,3.21,3.12,3.12,36832,3.12,3.099726348194014,3.109650317964985,-0.009923969770970764,-0.01132290853124057
REPH,2020-12-23,3.28,3.29,3.23,3.2675,84769,3.2674999999999987,3.096040229683835,3.108822343402184,-0.012782113718348587,-0.01167264322130802
REPH,2020-12-22,3.0,3.0116,2.84,2.98,132385,2.979999999999998,3.0648657259899865,3.0961281308743587,-0.03126240488437215,-0.011395275597047765
REPH,2020-12-21,3.0,3.0396,2.8853,2.9,121303,2.899999999999999,3.0802958579881663,3.1054183813443066,-0.02512252335614118,-0.006428493275216667
REPH,2020-12-18,3.07,3.1,2.98,3.02,168183,3.0199999999999987,3.1130769230769233,3.121851851851852,-0.008774928774928803,-0.0017549857549857607
REPH,2020-12-17,3.25,3.2935,3.05,3.13,257819,3.1299999999999986,3.13,3.13,0.0,0.0
