Symbol,Date,Open,High,Low,Close,Volume,VERB SMA,VERB spanTwelveEMA,VERB spanTwntySixEMA,VERB_x,VERB_y
VERB,2021-01-21,1.8,1.82,1.76,1.7699,88628,1.7699,1.7627147454388312,1.749542989126616,0.013171756312215122,0.019090671486081418
VERB,2021-01-20,1.86,1.864,1.76,1.8,88962,1.8,1.7614083355186183,1.7479144282567451,0.013493907261873384,0.02057040027954799
VERB,2021-01-19,1.79,1.79,1.65,1.65,357261,1.65,1.7543916692492765,1.7437475825172848,0.010644086731991688,0.022339523533966697
VERB,2021-01-19,1.79,1.79,1.65,1.65,357261,1.65,1.773371972749145,1.7512473891186675,0.02212458363047753,0.025263382734460445
VERB,2021-01-15,1.88,1.88,1.76,1.83,128970,1.83,1.7958032405217168,1.7593471802481608,0.03645606027355619,0.02604808251045617
VERB,2021-01-14,2.07,2.1399,1.97,1.9801,269387,1.9801,1.7895856478893017,1.7536949546680138,0.03589069322128813,0.023446088069681223
VERB,2021-01-13,1.82,1.895,1.81,1.8705,231186,1.8705,1.7549466747782658,1.7355825510414549,0.01936412373681073,0.02033493678177955
VERB,2021-01-12,1.83,1.83,1.73,1.75,122231,1.7499999999999998,1.733936979283405,1.7247891551247716,0.009147824158633357,0.02057764004302169
VERB,2021-01-11,1.79,1.79,1.71,1.725,151784,1.7249999999999996,1.7310164300622055,1.7227722875347533,0.008244142527452425,0.023435094014118772
VERB,2021-01-08,1.8,1.8,1.71,1.72,193867,1.7199999999999993,1.7321103264371522,1.7225940705375336,0.009516255899618686,0.027232831885785416
VERB,2021-01-07,1.7,1.73,1.69,1.7256,94257,1.7255999999999994,1.7343122039711798,1.7228015961805363,0.0115106077906435,0.031661975882327095
VERB,2021-01-06,1.77,1.77,1.7,1.72,128804,1.7199999999999993,1.7358962410568488,1.722577723874979,0.013318517181869716,0.03669981790524799
VERB,2021-01-05,1.7,1.7,1.66,1.68,66601,1.6799999999999995,1.7387864667035484,1.7227839417849773,0.016002524918571126,0.04254514308609256
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7494749151951026,1.7262066571277757,0.023268258067326908,0.04918079762797291
VERB,2021-01-04,1.68,1.6973,1.61,1.6546,147600,1.6545999999999996,1.7667248997760303,1.7319351896979978,0.034789710078032554,0.0556589325181344
VERB,2020-12-31,1.68,1.7,1.65,1.6717,108525,1.6716999999999995,1.7871112451898539,1.7381220048738375,0.048989240316016584,0.06087623812815986
VERB,2020-12-30,1.63,1.679,1.61,1.675,88462,1.6749999999999998,1.8080951079516456,1.7434357652637444,0.06465934268790141,0.06384798758119573
VERB,2020-12-29,1.755,1.8299,1.75,1.76,178430,1.7599999999999996,1.8322942184883089,1.7489106264848442,0.0833835920034649,0.06364514880451935
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.84543862184982,1.7480234766036316,0.09741514524618823,0.058710538004783014
VERB,2020-12-28,1.98,1.98,1.91,1.97,146712,1.9699999999999995,1.8227910985497868,1.7302653547319222,0.09252574381786484,0.04903438619443165
VERB,2020-12-24,2.14,2.17,2.0,2.03,281038,2.03,1.7960258437406575,1.7110865831104762,0.08493926063018131,0.038161546788573406
VERB,2020-12-23,1.86,1.97,1.86,1.9101,309804,1.9101,1.7534850880571409,1.6855735097593143,0.06791157829782635,0.026467118328171425
VERB,2020-12-22,2.06,2.2,2.05,2.1,818152,2.1,1.7250096495220757,1.6676113905400598,0.057398258982015886,0.016106003335757634
VERB,2020-12-21,1.87,1.9,1.84,1.8467,246525,1.8467,1.656829585798817,1.6330203017832647,0.02380928401555193,0.005782939424193066
VERB,2020-12-18,1.7,1.73,1.68,1.69,345359,1.6899999999999995,1.6223076923076925,1.615925925925926,0.006381766381766464,0.0012763532763532927
VERB,2020-12-17,1.56,1.63,1.55,1.61,386725,1.61,1.61,1.61,0.0,0.0
