Symbol,Date,Open,High,Low,Close,Volume,SSFT SMA,SSFT spanTwelveEMA,SSFT spanTwntySixEMA,SSFT_x,SSFT_y
SSFT,2020-11-03,0.06425,0.065,0.062,0.065,46250,0.065,0.06925068622670677,0.07578450813373963,-0.006533821907032861,-0.0067283433189274195
SSFT,2020-11-02,0.063,0.068,0.061,0.068,18313,0.068,0.0700235382679262,0.07664726878443882,-0.006623730516512619,-0.006776973671901059
SSFT,2020-10-30,0.061,0.068,0.061,0.068,14665,0.068,0.07039145431664008,0.07733905028719393,-0.00694759597055386,-0.006815284460748168
SSFT,2020-10-29,0.075,0.075,0.061,0.07,50317,0.07,0.07082626419239281,0.07808617431016944,-0.00725991011777663,-0.006782206583296748
SSFT,2020-10-28,0.0593,0.0625,0.0593,0.0625,37833,0.0625,0.07097649404555514,0.07873306825498301,-0.007756574209427851,-0.0066627806996767775
SSFT,2020-10-27,0.0626,0.0626,0.055,0.055,95564,0.05499999999999999,0.07251767478111062,0.08003171371538162,-0.007514038934271008,-0.006389332322239005
SSFT,2020-10-26,0.078,0.08,0.07,0.0705,80750,0.07050000000000001,0.07570270655949438,0.08203425081261216,-0.006331544253117785,-0.006108155669231006
SSFT,2020-10-23,0.077,0.078,0.07,0.07,59000,0.07000000000000002,0.07664865320667517,0.08295699087762112,-0.00630833767094595,-0.006052308523259311
SSFT,2020-10-22,0.07,0.076,0.0675,0.076,41500,0.07600000000000001,0.07785749924425248,0.08399355014783083,-0.00613605090357834,-0.005988301236337651
SSFT,2020-10-21,0.077,0.077,0.07,0.07,13290,0.07000000000000002,0.0781952263795711,0.08463303415965727,-0.00643780778008618,-0.005951363819527475
SSFT,2020-10-20,0.078,0.078,0.07,0.078,11100,0.07800000000000001,0.07968526753949312,0.08580367689242988,-0.006118409352936754,-0.005829752829387801
SSFT,2020-10-19,0.075,0.075,0.07,0.0725,24629,0.07250000000000002,0.07999167981940096,0.08642797104382426,-0.006436291224423296,-0.005757588698500562
SSFT,2020-10-16,0.071,0.075,0.071,0.075,21100,0.07500000000000002,0.08135380342292843,0.08754220872733019,-0.006188405304401776,-0.005587913067019879
SSFT,2020-10-15,0.08,0.08,0.07400000000000001,0.08,16499,0.08000000000000003,0.08250904040891541,0.08854558542551663,-0.006036545016601211,-0.0054377900076744085
SSFT,2020-10-14,0.075,0.08,0.075,0.0775,85784,0.07750000000000003,0.08296522957417275,0.08922923225955794,-0.006264002685385185,-0.005288101255442703
SSFT,2020-10-13,0.075,0.075,0.075,0.075,3500,0.07500000000000002,0.0839589076785678,0.09016757084032256,-0.0062086631617547655,-0.005044125897957084
SSFT,2020-10-12,0.075,0.08,0.075,0.08,29425,0.08000000000000003,0.08558779998376194,0.09138097650754838,-0.005793176523786442,-0.004752991582007662
SSFT,2020-10-09,0.083,0.083,0.075,0.083,27200,0.08300000000000002,0.0866037636171732,0.09229145462815223,-0.005687691010979046,-0.0044929453465629675
SSFT,2020-10-08,0.083,0.083,0.083,0.083,130,0.08300000000000002,0.08725899336575015,0.09303477099840443,-0.005775777632654272,-0.004194258930458951
SSFT,2020-10-07,0.077,0.081,0.077,0.081,19000,0.08100000000000003,0.08803335579588653,0.09383755267827676,-0.005804196882390242,-0.0037988792549101176
SSFT,2020-10-06,0.08,0.081,0.008,0.081,51381,0.08100000000000003,0.08931214775877498,0.0948645568925389,-0.005552409133763925,-0.00329754984804009
SSFT,2020-10-05,0.08,0.085,0.08,0.081,69419,0.08100000000000003,0.09082344735127952,0.09597372144394198,-0.005150274092662485,-0.002733835026609131
SSFT,2020-10-02,0.078,0.087,0.078,0.08,58700,0.08000000000000003,0.0926095286878758,0.09717161915945736,-0.00456209047158157,-0.0021297252600957993
SSFT,2020-10-01,0.09,0.09,0.081,0.081,50716,0.08100000000000003,0.09490217026748957,0.09854534869221394,-0.003643178424724377,-0.0015216339572243563
SSFT,2020-09-30,0.09,0.09,0.086,0.09,54150,0.09000000000000004,0.09742983758885128,0.09994897658759104,-0.0025191389987397612,-0.0009912478403493509
