Symbol,Date,Open,High,Low,Close,Volume,GSV SMA,GSV spanTwelveEMA,GSV spanTwntySixEMA,GSV_x,GSV_y
GSV,2020-11-03,0.675,0.68,0.675,0.678851,18301,0.678851,0.7022334713146559,0.7286672058575532,-0.026433734542897325,-0.025442325104687906
GSV,2020-11-02,0.685,0.685,0.682,0.682,46926,0.682,0.7064848297355024,0.7326525023261574,-0.026167672590655,-0.025194472745135553
GSV,2020-10-30,0.7166,0.7166,0.7,0.7099,19599,0.7099000000000001,0.7109366169601392,0.7367047025122501,-0.025768085552110853,-0.02495117278375569
GSV,2020-10-29,0.68,0.7044,0.68,0.7001,69080,0.7001000000000002,0.7111250927710736,0.73884907871323,-0.02772398594215641,-0.024746944591666896
GSV,2020-10-28,0.74,0.74,0.6846,0.6869,268084,0.6869000000000001,0.7131296550930871,0.7419490050102884,-0.02881934991720136,-0.02400268425404451
GSV,2020-10-27,0.66,0.6701,0.6521,0.669,195477,0.6690000000000002,0.7178986832918299,0.7463529254111114,-0.02845424211928138,-0.022798517838255324
GSV,2020-10-26,0.69,0.7,0.685,0.6908,89188,0.6908000000000001,0.7267893529812537,0.7525411594440004,-0.025751806462746663,-0.02138458676799878
GSV,2020-10-23,0.7143,0.7143,0.705001,0.7097,32111,0.7097000000000001,0.7333328717051181,0.7574804521995204,-0.024147580494402358,-0.020292781844311807
GSV,2020-10-22,0.71,0.7169,0.7,0.71,50770,0.7100000000000002,0.7376297574696851,0.7613028883754821,-0.023673130905797143,-0.019329082181789168
GSV,2020-10-21,0.7,0.7097,0.6965,0.706,43669,0.7060000000000002,0.7426533497369003,0.7654071194455206,-0.02275376970862031,-0.0182430700007872
GSV,2020-10-20,0.71,0.7119,0.7044,0.7116,31572,0.7116000000000002,0.7493175951436095,0.7701596890011623,-0.02084209385755276,-0.01711539507382892
GSV,2020-10-19,0.7232,0.73,0.7,0.7239,170224,0.7239000000000002,0.7561753397151748,0.7748444641212552,-0.018669124406080373,-0.01618372037789796
GSV,2020-10-16,0.76,0.76,0.73,0.731101,108283,0.7311010000000002,0.7620435832997521,0.7789200212509556,-0.016876437951203527,-0.015562369370852359
GSV,2020-10-15,0.7526,0.755,0.7406,0.74595,106705,0.7459500000000003,0.7676695075360706,0.7827455429510319,-0.015076035414961497,-0.015233852225764566
GSV,2020-10-14,0.76,0.78,0.76,0.7685569999999999,7412,0.7685570000000003,0.7716185089062652,0.7856891863871147,-0.014070677480849558,-0.01527330642846536
GSV,2020-10-13,0.77,0.77,0.75,0.7502,57524,0.7502000000000004,0.7721751468892225,0.7870597612980841,-0.014884614408861463,-0.015573963665369311
GSV,2020-10-12,0.777,0.777,0.76,0.77,80581,0.7700000000000005,0.7761706281418085,0.7900085422019306,-0.013837914060122136,-0.015746300979496246
GSV,2020-10-09,0.775,0.7765,0.7659,0.7756,64497,0.7756000000000003,0.7772925605312282,0.7916092255780851,-0.014316665046856912,-0.01622339770933977
GSV,2020-10-08,0.77,0.773,0.7611,0.77,65468,0.7700000000000004,0.7776002988096332,0.7928899636243321,-0.015289664814698734,-0.016700080874960485
GSV,2020-10-07,0.7793,0.7799,0.7654,0.7749,32307,0.7749000000000004,0.7789821713204755,0.7947211607142786,-0.015738989393803027,-0.017052684890025892
GSV,2020-10-06,0.79,0.79,0.7793,0.786799,26271,0.7867990000000004,0.7797243842878347,0.7963068535714208,-0.016582469283586088,-0.017381108764081606
GSV,2020-10-05,0.77,0.7866,0.7659,0.7659,139133,0.7659000000000005,0.7784380905219865,0.7970674818571345,-0.01862939133514796,-0.017580768634205487
GSV,2020-10-02,0.7931,0.8,0.77,0.7759,46030,0.7759000000000005,0.7807177433441659,0.7995608804057053,-0.018843137061539398,-0.017318612958969866
GSV,2020-10-01,0.8,0.8,0.7796,0.7798,57175,0.7798000000000005,0.7815936966794688,0.8014537508381616,-0.019860054158692853,-0.016937481933327482
GSV,2020-09-30,0.7969,0.7969,0.7834,0.7849,22842,0.7849000000000006,0.781919823348463,0.8031860509052146,-0.02126622755675156,-0.016206838876986138
GSV,2020-09-29,0.78,0.7872680000000001,0.7708,0.7765,78889,0.7765000000000005,0.7813779730481835,0.8046489349776318,-0.02327096192944833,-0.014941991707044782
GSV,2020-09-28,0.745,0.745,0.722,0.730328,60204,0.7303280000000005,0.7822648772387623,0.8069008497758423,-0.024635972537080053,-0.012859749151443892
GSV,2020-09-25,0.75,0.75,0.72,0.7423,52422,0.7423000000000005,0.7917079458276279,0.8130266777579097,-0.02131873193028166,-0.009915693305034851
GSV,2020-09-24,0.71,0.7299,0.71,0.7299,100876,0.7299000000000004,0.8006912087053787,0.8186848119785426,-0.0179936032731639,-0.007064933648723119
GSV,2020-09-23,0.77,0.77,0.7612,0.7636,16944,0.7636000000000005,0.8135623375609021,0.8257875969368259,-0.01222525937592378,-0.004332766242612922
GSV,2020-09-22,0.7849,0.7849,0.7755,0.7759,39026,0.7759000000000006,0.8226463989356116,0.830762604691772,-0.008116205756160344,-0.002359642959285207
GSV,2020-09-21,0.81,0.81,0.7846,0.7899,372681,0.7899000000000007,0.8311457441966319,0.8351516130671137,-0.004005868870481821,-0.0009205022600664226
GSV,2020-09-18,0.84,0.8501,0.8392,0.8449,11616,0.8449000000000007,0.8386449704142013,0.8387717421124828,-0.0001267716982815692,-0.00014916060746257288
GSV,2020-09-17,0.8407,0.8407,0.815,0.8293,49603,0.8293000000000008,0.8375076923076924,0.8382814814814815,-0.0007737891737891188,-0.0001547578347578238
GSV,2020-09-16,0.84,0.8440000000000001,0.8316,0.8390000000000001,62653,0.8390000000000007,0.8390000000000001,0.8390000000000001,0.0,0.0
