Symbol,Date,Open,High,Low,Close,Volume,NCTY SMA,NCTY spanTwelveEMA,NCTY spanTwntySixEMA,NCTY_x,NCTY_y
NCTY,2020-11-03,2.2,2.2399,2.16,2.2,29465,2.2,2.372360162060287,3.1094647609002517,-0.7371045988399643,-0.8414556478300027
NCTY,2020-11-02,2.14,2.19,2.12,2.14,33961,2.14,2.403698373343976,3.1822219417722715,-0.7785235684282958,-0.8675434100775121
NCTY,2020-10-30,2.11,2.28,2.04,2.2279,420966,2.2278999999999995,2.4516435321337893,3.2655996971140535,-0.8139561649802638,-0.8897983704898162
NCTY,2020-10-29,2.14,2.15,2.11,2.13,24416,2.129999999999999,2.4923241743399327,3.3486156728831773,-0.8562914985432446,-0.9087589218672041
NCTY,2020-10-28,2.2,2.35,2.08,2.09,327519,2.089999999999999,2.558201296947193,3.4461049267138315,-0.8879036297666381,-0.9218757776981938
NCTY,2020-10-27,2.15,2.2,2.12,2.1201,29800,2.120099999999999,2.643328805483047,3.554593320850938,-0.9112645153678912,-0.9303688146810826
NCTY,2020-10-26,2.28,2.28,2.23,2.24,20612,2.24,2.738461315570873,3.669352786519013,-0.9308914709481396,-0.9351448895093804
NCTY,2020-10-23,2.37,2.37,2.3,2.3179,12614,2.317899999999999,2.8290906456746687,3.7837010094405343,-0.9546103637658656,-0.9362082441496904
NCTY,2020-10-22,2.18,2.3,2.18,2.26,47346,2.259999999999999,2.9220343994337004,3.900965090195777,-0.9789306907620774,-0.9316077142456466
NCTY,2020-10-21,2.26,2.35,2.21,2.29,49544,2.289999999999999,3.042404290239828,4.03224229741144,-0.9898380071716121,-0.919776970116539
NCTY,2020-10-20,2.36,2.48,2.3201,2.3999,65888,2.3999,3.1792050702834334,4.171621681204355,-0.9924166109209224,-0.9022617108527708
NCTY,2020-10-19,2.26,2.55,2.16,2.36,243086,2.36,3.320896901244057,4.313359415700703,-0.992462514456646,-0.8797229858357329
NCTY,2020-10-16,2.784,2.8369999999999997,2.615,2.835,52517,2.8350000000000004,3.495605428742977,4.469628168956759,-0.974022740213782,-0.8515381036805045
NCTY,2020-10-15,2.7560000000000002,2.7880000000000003,2.51,2.6439999999999997,252553,2.644,3.6157155066962456,4.6003984224733,-0.9846829157770544,-0.8209169445471851
NCTY,2020-10-14,3.076,3.0989999999999998,3.043,3.052,34001,3.052,3.7923910533682905,4.7569102962711645,-0.964519242902874,-0.7799754517397177
NCTY,2020-10-13,3.165,3.165,3.08,3.12767,71200,3.12767,3.927007608526161,4.893303119972859,-0.9662955114466968,-0.7338395039489287
NCTY,2020-10-12,3.134,3.145,3.08,3.112,105871,3.112,4.072341719167281,5.034553769570687,-0.9622120504034058,-0.6757255020744865
NCTY,2020-10-09,3.199,3.44,3.141,3.38,508320,3.38,4.246949304470424,5.188358071136341,-0.9414087666659184,-0.6041038649922565
NCTY,2020-10-08,3.2089999999999996,3.23,3.13,3.207,90837,3.207,4.404576450737771,5.3330267168272485,-0.9284502660894765,-0.5197776395738413
NCTY,2020-10-07,3.2,3.21999,3.112,3.1450099999999996,121285,3.14501,4.6223176235991845,5.503108854173428,-0.8807912305742427,-0.4176094829449323
NCTY,2020-10-06,3.1889999999999996,3.196,3.1,3.153,81333,3.153,4.890919009708129,5.6917567625073024,-0.8008377527991728,-0.30181404603760437
NCTY,2020-10-05,3.199,3.28,3.1519999999999997,3.1801,188335,3.1801,5.206904284200516,5.8948573035078855,-0.6879530193073693,-0.177058119347212
NCTY,2020-10-02,3.03,3.12,3.03,3.05,75364,3.0500000000000003,5.5754141540551565,6.112037887788516,-0.5366237337333608,-0.04933439435717265
NCTY,2020-10-01,3.08,3.1,3.0,3.06,150783,3.0600000000000005,6.034580363883365,6.357000918811598,-0.3224205549282324,0.07248794048687417
NCTY,2020-09-30,3.25,3.347,3.15,3.1630000000000003,592155,3.1630000000000007,6.575413157316704,6.6207609923165265,-0.045347834999821764,0.1712150643406508
NCTY,2020-09-29,6.644,6.999,6.6,6.803999999999999,10536,6.8039999999999985,7.1958519131924685,6.897381871701847,0.29847004149062073,0.22535578917576915
NCTY,2020-09-28,6.6,7.35,6.5,7.151,42066,7.1510000000000025,7.267097715591099,6.9048524214379965,0.36224529415310425,0.20707722609705603
NCTY,2020-09-25,9.3,10.2,8.0,8.666,223605,8.666,7.288206391153118,6.885160615153035,0.4030457760000825,0.1682852090830444
NCTY,2020-09-24,7.2010000000000005,9.2,7.05,8.799,165315,8.799,7.037698462271867,6.742693464365277,0.29500499790658896,0.10959506735378485
NCTY,2020-09-23,7.0,7.1,7.0,7.0914600000000005,530,7.091460000000001,6.7174618190485695,6.578188941514502,0.13927287753406858,0.06324258471558361
NCTY,2020-09-22,7.23,7.245,6.85337,6.999,4362,6.999,6.649462149784672,6.537127256835659,0.11233489294901222,0.04423501151096258
NCTY,2020-09-21,7.2,7.4,7.0,7.037999999999999,10709,7.037999999999999,6.585909813381885,6.500177437382513,0.08573237599937222,0.027210041151449944
NCTY,2020-09-18,6.757999999999999,6.992999999999999,6.757999999999999,6.79701,1572,6.797010000000001,6.503711597633138,6.4571516323731135,0.04655996526002326,0.012579457439469373
NCTY,2020-09-17,6.85,6.85,6.5,6.6670000000000025,4601,6.6670000000000025,6.450384615384616,6.429962962962962,0.020421652421652503,0.004084330484330679
NCTY,2020-09-16,6.739,6.77,6.1601,6.4110000000000005,11468,6.411000000000002,6.4110000000000005,6.4110000000000005,0.0,0.0
