Symbol,Date,Open,High,Low,Close,Volume,RIBT SMA,RIBT spanTwelveEMA,RIBT spanTwntySixEMA,RIBT_x,RIBT_y
RIBT,2020-11-03,0.535,0.5584,0.535,0.5543,8439,0.5543,0.5520205549659001,0.5196546594885005,0.032365895477399535,0.03657709649759297
RIBT,2020-11-02,0.51,0.5357,0.5044,0.5131,39166,0.5131000000000001,0.5516061104142456,0.5168830322475806,0.03472307816666498,0.03762989675264133
RIBT,2020-10-30,0.5555,0.5555,0.5404,0.5478,20800,0.5478000000000002,0.5586072213986538,0.5171856748273871,0.041421546571266836,0.03835660139913541
RIBT,2020-10-29,0.5285,0.554721,0.5,0.55,55521,0.5500000000000004,0.5605721707438637,0.5147365288135779,0.045835641930285775,0.03759036510610257
RIBT,2020-10-28,0.6036,0.6098,0.5772,0.58,10120,0.5800000000000003,0.5624943836063844,0.5119154511186642,0.05057893248772016,0.03552904590005677
RIBT,2020-10-27,0.645,0.645,0.5870000000000001,0.59,35708,0.5900000000000004,0.5593115442620906,0.5064686872081573,0.052842857053933316,0.03176657425314092
RIBT,2020-10-26,0.65,0.659,0.62,0.659,44001,0.6590000000000006,0.5537318250370162,0.4997861821848098,0.053945642852206384,0.026497503552942808
RIBT,2020-10-23,0.65,0.67,0.65,0.655,41997,0.6550000000000005,0.5345921568619283,0.4870490767595946,0.047543080102333664,0.019635468728126902
RIBT,2020-10-22,0.64,0.655,0.64,0.645,30744,0.6450000000000005,0.5126998217459152,0.4736130029003622,0.03908681884555298,0.012658565884575196
RIBT,2020-10-21,0.6195,0.634,0.615,0.6267,48167,0.6267000000000005,0.4886452438815362,0.4599020431323913,0.028743200749144937,0.006051502644330735
RIBT,2020-10-20,0.5807,0.599,0.57,0.57,64243,0.5700000000000003,0.4635443791327246,0.44655820658298256,0.016986172549741996,0.00037857811812719777
RIBT,2020-10-19,0.46,0.5208,0.46,0.52,156955,0.5200000000000004,0.4441888117023109,0.4366828631096212,0.00750594859268966,-0.003773320489776516
RIBT,2020-10-16,0.462,0.4674,0.45010100000000003,0.4502,10974,0.4502000000000004,0.4304049592845491,0.4300174921583909,0.00038746712615828066,-0.006593137760393074
RIBT,2020-10-15,0.4447,0.4449,0.43,0.4449,13167,0.4449000000000005,0.42680586097264894,0.42840289153106215,-0.0015970305584132036,-0.008338288982030885
RIBT,2020-10-14,0.4608,0.4608,0.4501,0.4511,18970,0.4511000000000005,0.4235160175131306,0.4270831228535471,-0.003567105340416488,-0.010023603587935305
RIBT,2020-10-13,0.46,0.465,0.4263,0.4592770000000001,111240,0.4592770000000004,0.4185007479700634,0.4251617726818309,-0.006661024711767438,-0.01163772814981501
RIBT,2020-10-12,0.44,0.44,0.42,0.4399,79075,0.4399000000000004,0.4110868839646204,0.4224325544963773,-0.011345670531756946,-0.012881904009326886
RIBT,2020-10-09,0.4003,0.41,0.395,0.4096,28247,0.4096000000000004,0.40584813559455135,0.4210351588560876,-0.015187023261536203,-0.013265962378719383
RIBT,2020-10-08,0.39,0.3935,0.3865,0.3895,19695,0.3895000000000004,0.4051659784299243,0.4219499715645746,-0.016783993134650288,-0.012785697158015162
RIBT,2020-10-07,0.395,0.3979,0.377,0.3801,80885,0.38010000000000027,0.408014338144456,0.4245459692897405,-0.016531631145284498,-0.01178612316385638
RIBT,2020-10-06,0.39899999999999997,0.3997,0.389,0.389,22398,0.3890000000000004,0.4130896723525389,0.4281016468329198,-0.015011974480380885,-0.01059974616849935
