Symbol,Date,Open,High,Low,Close,Volume
LMNL,2021-01-15,5.1,5.2899,5.01,5.21,100023
LMNL,2021-01-14,5.0,5.0599,4.81,4.9,280493
LMNL,2021-01-13,5.35,5.3879,5.1,5.1,642820
LMNL,2021-01-12,5.59,5.62,4.8516,5.1,1580353
LMNL,2021-01-11,4.13,4.2907,4.12,4.2907,89049
LMNL,2021-01-08,4.24,4.24,4.14,4.22,54720
LMNL,2021-01-07,4.24,4.29,4.17,4.2,65169
LMNL,2021-01-06,4.22,4.4799,4.22,4.32,96930
LMNL,2021-01-05,4.28,4.28,4.22,4.2599,55247
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644
LMNL,2021-01-04,4.24,4.4,4.17,4.26,82644
LMNL,2020-12-31,4.35,4.35,4.22,4.22,32785
LMNL,2020-12-30,4.35,4.4184,4.32,4.395,41268
LMNL,2020-12-29,4.36,4.3955,4.163,4.2001,74329
LMNL,2020-12-28,4.72,4.8246,4.5,4.52,126475
