Symbol,Date,Open,High,Low,Close,Volume
KTRA,2021-01-15,1.38,1.41,1.38,1.3901,21954
KTRA,2021-01-14,1.35,1.3667,1.34,1.36,82840
KTRA,2021-01-13,1.5,1.51,1.43,1.445,122952
KTRA,2021-01-12,1.45,1.45,1.43,1.445,27798
KTRA,2021-01-11,1.4,1.4,1.37,1.39,74848
KTRA,2021-01-08,1.39,1.39,1.33,1.33,36997
KTRA,2021-01-07,1.3745,1.38,1.32,1.3467,31321
KTRA,2021-01-06,1.4,1.42,1.29,1.325,180159
KTRA,2021-01-05,1.32,1.33,1.3,1.3111,19727
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921
KTRA,2021-01-04,1.28,1.29,1.26,1.28,38921
KTRA,2020-12-31,1.34,1.34,1.29,1.2983,18751
KTRA,2020-12-30,1.34,1.3648,1.3252,1.3401,14634
KTRA,2020-12-29,1.4,1.4092,1.3467,1.35,24303
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602
KTRA,2020-12-28,1.37,1.41,1.37,1.4,82602
KTRA,2020-12-24,1.36,1.41,1.36,1.4,89954
KTRA,2020-12-23,1.36,1.36,1.32,1.3284,17000
KTRA,2020-12-22,1.32,1.37,1.32,1.36,14065
KTRA,2020-12-21,1.33,1.39,1.33,1.3401,35709
KTRA,2020-12-18,1.31,1.37,1.31,1.36,47188
KTRA,2020-12-17,1.4,1.4,1.3438,1.37,17989
KTRA,2020-12-16,1.38,1.38,1.35,1.36,18486
KTRA,2020-12-15,1.39,1.4,1.365,1.38,43466
KTRA,2020-12-14,1.47,1.47,1.38,1.4,86350
