Symbol,Date,Open,High,Low,Close,Volume,ZKIN SMA,ZKIN spanTwelveEMA,ZKIN spanTwntySixEMA,ZKIN_x,ZKIN_y
ZKIN,2020-12-15,2.3,2.3,2.2,2.2,24836,2.2,2.10537818007357,1.9898446561680307,0.11553352390553905,0.09780972130401842
ZKIN,2020-12-14,2.35,2.4,2.29,2.33,74824,2.33,2.088174212814219,1.9730322286614728,0.1151419841527459,0.09337877065363827
ZKIN,2020-12-11,2.06,2.19,2.06,2.14,91946,2.140000000000001,2.04420588787135,1.9444748069543911,0.09973108091695893,0.08793796727886125
ZKIN,2020-12-10,2.55,2.59,2.16,2.28,1552418,2.28,2.026788776575232,1.9288327915107424,0.09795598506448956,0.08498968886933682
ZKIN,2020-12-09,2.03,2.03,1.99,1.99,21108,1.99,1.9807503723161832,1.9007394148316017,0.08001095748458131,0.08174811482054863
ZKIN,2020-12-08,1.96,2.0215,1.95,2.0185,15930,2.0184999999999995,1.9790686218282163,1.8935985680181295,0.08547005381008654,0.08218240415454038
ZKIN,2020-12-07,2.0,2.1,2.0,2.0,38403,2.0,1.9718992803424376,1.88360645345958,0.08829282688285732,0.08136049174065377
ZKIN,2020-12-04,2.02,2.07,1.9601,2.0365,22075,2.0365,1.966790058586517,1.874294969736347,0.09249508885017033,0.07962740795510281
ZKIN,2020-12-03,1.9807,1.9935,1.92,1.965,31689,1.965,1.9541155237840653,1.8613185673152544,0.09279695646881092,0.07641048773133599
ZKIN,2020-12-02,1.83,1.99,1.83,1.89,57789,1.89,1.9521365281084408,1.8530240527004749,0.09911247540796596,0.07231387054696725
ZKIN,2020-12-01,2.18,2.2,2.04,2.08,250566,2.08,1.963434078673612,1.8500659769165129,0.11336810175709887,0.06561421933171757
ZKIN,2020-11-30,2.25,2.28,2.02,2.14,121535,2.140000000000001,1.9422402747960863,1.831671255069834,0.11056901972625256,0.05367574872537219
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.906283961122648,1.8070049554754208,0.09927900564722723,0.03945243097515214
ZKIN,2020-11-27,2.0,2.28,1.96,2.18,368084,2.18,1.8565174085994929,1.7771653519134545,0.07935205668603862,0.024495787307133365
ZKIN,2020-11-25,2.63,3.05,2.32,2.4,10513202,2.4,1.797702391981219,1.7449385800665305,0.052763811914688485,0.010781719962407108
ZKIN,2020-11-24,1.76,1.7799,1.725,1.75,10532,1.7500000000000004,1.688193735977804,1.6925336664718529,-0.004339930494048794,0.0002861969743367615
ZKIN,2020-11-23,1.67,1.75,1.58,1.5989,35860,1.5989000000000004,1.676956233428314,1.6879363597896009,-0.01098012636128698,0.0014427288414331505
ZKIN,2020-11-20,1.6,1.6497,1.6,1.62,1651,1.6200000000000006,1.6911482758698255,1.6950592685727692,-0.003910992702943261,0.004548442642113183
ZKIN,2020-11-19,1.66,1.7214,1.6,1.6273,22056,1.6273000000000004,1.7040843260279759,1.7010640100585903,0.0030203159693855675,0.0066633014783774045
ZKIN,2020-11-18,1.8,1.8,1.72,1.72,15973,1.7200000000000006,1.7180451125785172,1.7069651308632776,0.011079981715239606,0.0075740478556253635
ZKIN,2020-11-17,1.7,1.75,1.7,1.7,21833,1.7000000000000008,1.7176896785018838,1.70592234133234,0.011767337169543923,0.006697564390721803
ZKIN,2020-11-16,1.8,1.84,1.72,1.84,37631,1.840000000000001,1.7209059836840446,1.7063961286389266,0.014509855045117481,0.005430121196016328
ZKIN,2020-11-13,1.645,1.65,1.6367,1.649,3054,1.649000000000001,1.6992525261720528,1.6957078189300412,0.0035447072420116132,0.0031601877337409283
ZKIN,2020-11-12,1.71,1.7663,1.63,1.725,6533,1.7250000000000003,1.708389349112426,1.6994444444444443,0.00894490466798148,0.003064057856673257
ZKIN,2020-11-11,1.8,1.8,1.7666,1.7899,4368,1.7899000000000007,1.7053692307692307,1.6974,0.007969230769230728,0.0015938461538461458
ZKIN,2020-11-10,1.83,1.83,1.6501,1.69,7471,1.6900000000000006,1.69,1.69,0.0,0.0
